,ACKR,AFGH,AIRT,AKIT,AMAL,AMST,ANAT,AUCD,AUSS,AUST,BASS,BEAG,BEDT,BELS,BERD,BICH,BMAL,BMD,BORD,BORT,BORZ,BOST,BOUV,BOX,BPIC,BRIA,BRIT,BRTR,BRUS,BSJI,BULD,BULM,BULT,CAIR,CANE,CARD,CCRT,CHIH,CHIN,CHOW,CKCS,COLL,COTO,CRES,DACH,DALM,DANE,DDBX,DEER,DOBP,ECKR,ESET,ESSP,EURA,FBUL,FCR,FIEL,FINS,GLEN,GOLD,GORD,GPYR,GREY,GSD,GSHP,GSMD,GSNZ,GWHP,HUSK,ICES,IRIT,ISET,ITGY,IWOF,IWSP,KEES,KELP,KOMO,KUVZ,LAB,LEON,LHSA,MAST,MBLT,MPIN,MPOO,MSNZ,NELK,NEWF,NORF,NOWT,NSDT,OES,OTTR,PAPI,PARS,PBGV,PEMB,PHAR,POM,PTWD,PUG,PULI,PUMI,RHOD,ROTT,SALU,SAMO,SCOT,SCWT,SHAR,SHIB,SHIH,SILK,SKIP,SLOU,SPIN,SPOO,SSHP,SSNZ,STAF,STBD,SVAL,TIBM,TIBS,TIBT,TPOO,TURV,VIZS,WEIM,WFOX,WHIP,WHWT,YORK
MAST,0.002212599,0.000468037,0.007182222,0.001754834,0.006261116,0.026739284,0.001518067,0.00771824,0.009884564,0.005964134,0.004263443,0.004426996,0.003305464,0.006317801,0.005732285,0.007752072,0.008458346,0.013255931,0.002661824,0.008391118,0.002472583,0.022473102,0.01242344,0.022274478,0.005401042,0.004466741,0.007410675,0.011875528,0.008429883,0.000388771,0.043496019,0.347896371,0.01280272,0.004718918,0.068777998,0.006925189,0.015813618,0.00436364,0.002383922,0.000495574,0.003448085,0.005496942,0.005478443,0.006001126,0.009298797,0.010694166,0.036237286,0.050734614,0.010271117,0.004795153,0.006008691,0.005686193,0.00525004,0.001418247,0.019600445,0.0111426,0.005181641,0.002914149,0.015695603,0.013926689,0.006761791,0.005128756,0.009336178,0.005153727,0.006760495,0.014153295,0.010750101,0.003864297,0.000487835,0.003696256,0.002576364,0.005417589,0.005240804,0.011432848,0.007236677,0.006325407,0.00565249,0.002477153,0.006488002,0.014726998,0.02397617,0.003956811,1,0.011542952,0.003339734,0.007475505,0.003403258,0.003486853,0.032457898,0.001800872,0.004196448,0.009971552,0.011384494,0.005520714,0.006956111,0.013683848,0.007432328,0.005924545,0.005953267,0.009141815,0.004428916,0.001748968,0.00740576,0.005231468,0.013430887,0.014063871,0.001109155,0.001556821,0.005108029,0.006658622,0.005622671,0.00162324,0.003554581,0.007714737,0.007480489,0.003183862,0.004948244,0.004113011,0.004380834,0.005829068,0.018630324,0.081037767,0.00617434,0.001151493,0.001650866,0.004219286,0.006207819,0.007405719,0.005634305,0.005146022,0.004091196,0.005195149,0.003059836,0.013695456
MBLT,0.005013228,0.00046289,0.00666758,0.000444035,0.000516273,0.096821522,0.000947109,0.011712945,0.005563338,0.00862907,0.006689212,0.005938366,0.006478333,0.004362753,0.003248326,0.003180649,0.007387158,0.003004349,0.004538809,0.008276198,0.00190722,0.039827548,0.00449941,0.008633578,0.002161758,0.002728926,0.003818531,0.005309764,0.005500571,0.000385212,0.025584434,0.016828617,0.899244386,0.006717424,0.013393702,0.005122231,0.006411223,0.005679052,0.00090139,0.000489807,0.006602344,0.003336507,0.004279406,0.007716869,0.006944854,0.005769389,0.010003156,0.01425829,0.002817007,0.003304937,0.015558092,0.00680361,0.003559699,0.001312057,0.024389949,0.003735391,0.005908343,0.000445895,0.044402188,0.007312028,0.006566204,0.003597067,0.008686424,0.001526577,0.003830866,0.000367208,0.008273171,0.006519794,0.000482246,0.000545193,0.005754936,0.003082228,0.004431516,0.004913795,0.004387003,0.003289059,0.007510702,0.008933881,0.00424687,0.006968767,0.003185881,0.000762851,0.011542952,1,0.008189591,0.004765448,0.002227753,0.004364721,0.007276256,0.002609129,0.003876648,0.00758489,0.007507621,0.003942585,0.004931955,0.032153473,0.002834248,0.006843113,0.000463569,0.005455166,0.005576431,0.001705583,0.003874192,0.004807064,0.005791981,0.004454427,0.001080677,0.002428516,0.005976981,0.010174384,0.003351888,0.000504918,0.001506646,0.016202016,0.007074578,0.001102626,0.002653137,0.004374678,0.003034553,0.004452177,0.132489977,0.004837668,0.000918247,0.00112083,0.001627337,0.014761809,0.004205957,0.003348261,0.00304044,0.000873383,0.014357135,0.011677746,0.002591334,0.008513487
MPIN,0.018046366,0.00126488,0.007435383,0.001551727,0.003464672,0.01756222,0.001036085,0.008524007,0.006962465,0.010254126,0.006603454,0.00918877,0.005337719,0.00709989,0.008760175,0.013374021,0.014622591,0.006035404,0.006054889,0.007669348,0.00322314,0.008560297,0.011536386,0.005173239,0.009165935,0.006467531,0.008850616,0.014174164,0.017619242,0.000399154,0.007968361,0.005297147,0.004772806,0.009655447,0.009023491,0.007602429,0.012160984,0.014102685,0.004337601,0.000512572,0.022671096,0.002039235,0.00665824,0.012089457,0.018240205,0.018677423,0.012578896,0.004188261,0.002582327,0.00920827,0.01207795,0.008649773,0.019085884,0.00535226,0.010498508,0.009154116,0.007676252,0.002865453,0.007947555,0.006043768,0.01498847,0.002962878,0.006003587,0.004496374,0.01112088,0.006728463,0.01346685,0.016870911,0.000504297,0.01372326,0.014530604,0.011425519,0.011501455,0.001940973,0.009196319,0.015003716,0.005569584,0.003574998,0.007019854,0.010524458,0.007410126,0.006623261,0.003339734,0.008189591,1,0.015263488,0.011438727,0.004786245,0.006811144,0.005394132,0.007845932,0.008046737,0.007618977,0.006699402,0.01992433,0.018428686,0.011136891,0.008484863,0.010927671,0.044664052,0.00673238,0.013727014,0.014414999,0.016559581,0.007891645,0.009475216,0.001198074,0.007086208,0.004975224,0.008566003,0.000735558,0.001803575,0.004763336,0.02678848,0.017667506,0.00122511,0.013368463,0.012133646,0.003652918,0.022131093,0.010390046,0.006314233,0.010071322,0.001247624,0.005941333,0.008714431,0.016083386,0.007340426,0.009115306,0.00984662,0.009818384,0.006497027,0.007253402,0.01805142
MPOO,0.007776354,0.000585708,0.008690723,0.000555843,0.001502302,0.018086404,0.001658816,0.010576295,0.010702644,0.00895449,0.006036866,0.014010566,0.005869014,0.007364786,0.007337925,0.053262249,0.017454116,0.005955421,0.006675162,0.008879252,0.003242043,0.00958803,0.013015685,0.003949067,0.0078425,0.009262995,0.016826982,0.008965229,0.01532029,0.001595903,0.005666615,0.00750313,0.00376244,0.009367415,0.014544519,0.007346992,0.011975154,0.021390624,0.004385021,0.000629479,0.009280516,0.002018493,0.010685465,0.021575341,0.019827591,0.009118385,0.007767817,0.005559342,0.003276222,0.008013544,0.010319292,0.01543295,0.017734327,0.004403451,0.01020226,0.011011737,0.012357412,0.001795011,0.007296116,0.006604515,0.01227865,0.004160372,0.006082972,0.004343664,0.018994938,0.003406368,0.008373773,0.014435204,0.000617045,0.007517011,0.002267466,0.010429519,0.011758248,0.004889555,0.012262631,0.006303038,0.00447475,0.004279658,0.012682026,0.01274353,0.006860009,0.008882022,0.007475505,0.004765448,0.015263488,1,0.004038569,0.009452336,0.009067445,0.004922056,0.00734916,0.008842162,0.007056797,0.005221226,0.018417817,0.011597644,0.009735324,0.005640608,0.010120011,0.01865021,0.040969474,0.011391149,0.023449454,0.013563922,0.009816424,0.004884724,0.002117115,0.004118039,0.004725311,0.008119509,0.001002828,0.002109105,0.006701034,0.019144272,0.026175917,0.009644267,0.015861732,0.143989728,0.00396759,0.01254004,0.007735109,0.009207142,0.007344678,0.002276912,0.005846396,0.007081809,0.895209378,0.011045284,0.018447327,0.013585058,0.007925573,0.006498591,0.006551551,0.012886316
MSNZ,0.00511348,0.000355665,0.005299411,0.000344427,0.001491771,0.005643328,0.000585775,0.003382843,0.004148369,0.005330869,0.004874197,0.004488733,0.008595032,0.004442249,0.008628221,0.009871517,0.008257854,0.007808292,0.003703169,0.003014339,0.004304022,0.006148762,0.007929306,0.006815821,0.004413555,0.003219064,0.004039513,0.004558288,0.014373191,0.000307951,0.006069832,0.004591269,0.000798907,0.008830458,0.004086915,0.004730643,0.006471587,0.007082066,0.009334837,0.000371345,0.005700778,0.006153853,0.010771078,0.010484714,0.006718411,0.009690116,0.010393702,0.003646069,0.003434271,0.004284429,0.011113327,0.00547123,0.009457123,0.006839444,0.008517794,0.004350094,0.005702958,0.001107005,0.006605149,0.002362672,0.006150372,0.001339709,0.002728104,0.005925567,0.00230472,0.0047257,0.013615766,0.003448768,0.000366982,0.008370486,0.005821464,0.002135121,0.005771201,0.002073019,0.004065337,0.017393724,0.004230636,0.003135185,0.004379741,0.006282521,0.007086714,0.004574573,0.003403258,0.002227753,0.011438727,0.004038569,1,0.00363308,0.004723669,0.005348469,0.007445811,0.009754897,0.003955545,0.002668549,0.009525786,0.008345123,0.005867527,0.002998602,0.001642094,0.019478304,0.002515958,0.022596267,0.015132996,0.012538079,0.006440824,0.002618337,0.000634259,0.00252783,0.005728274,0.006347094,0.000475855,0.001755718,0.003611323,0.007830366,0.015562922,0.000641757,0.002858767,0.009802619,0.003181401,0.050543497,0.006072139,0.004724276,0.011865508,0.000647881,0.004829688,0.00832486,0.007546476,0.005339373,0.004984315,0.007949896,0.004616404,0.004664301,0.005650559,0.011052479
NELK,0.006105164,0.000586068,0.004044559,0.000556167,0.002224128,0.011321944,0.001661706,0.006327124,0.00764168,0.006690702,0.003403763,0.007197941,0.00215547,0.003610418,0.003970351,0.007759956,0.009856135,0.00496938,0.006930146,0.005165307,0.006063873,0.005929822,0.005351717,0.005456428,0.003229921,0.004566178,0.009239918,0.006007924,0.004823092,0.000466872,0.004004962,0.004351636,0.002743498,0.00565558,0.011380219,0.007010359,0.011619869,0.013531694,0.00169068,0.000629895,0.004406415,0.004001104,0.003671939,0.007287988,0.008666879,0.006024824,0.008583504,0.001803138,0.00273043,0.007353589,0.005592271,0.005068313,0.006085168,0.001950104,0.005916214,0.006067969,0.005354638,0.015864134,0.004600958,0.005496091,0.010659215,0.003721168,0.007493578,0.003104969,0.008552675,0.003875342,0.008559852,0.013106011,0.001518682,0.014397805,0.003225265,0.005399869,0.007542259,0.001968379,0.005820309,0.009583536,0.011579318,0.005460999,0.007761072,0.006093445,0.005727734,0.007151365,0.003486853,0.004364721,0.004786245,0.009452336,0.00363308,1,0.007739764,0.001865565,0.002278721,0.006342136,0.007917298,0.005412664,0.009034294,0.010823246,0.006056945,0.004926823,0.000587157,0.012002353,0.007177652,0.005056981,0.009613895,0.01209458,0.00534599,0.002735976,0.002121825,0.006133219,0.003904466,0.003346393,0.001003884,0.000655107,0.005741525,0.010607286,0.009567833,0.011223882,0.008542195,0.008481418,0.003314398,0.013127227,0.006345322,0.003550528,0.014796141,0.002282361,0.003450959,0.007952031,0.008024788,0.004309186,0.00619503,0.004599517,0.003952279,0.006758238,0.003251229,0.008269146
NEWF,0.007727227,0.000503699,0.007274919,0.00199705,0.017600104,0.020261792,0.001135308,0.014316343,0.012707353,0.007055939,0.008373953,0.010034823,0.005686815,0.005897846,0.00927217,0.009001552,0.015042386,0.019154627,0.007352808,0.012536776,0.004458065,0.018413957,0.013556052,0.010063492,0.003803528,0.012115241,0.015370972,0.046858964,0.008124438,0.000413062,0.017582038,0.024478218,0.005032254,0.006985658,0.020577937,0.010869961,0.029677647,0.008218076,0.002932524,0.000535735,0.004239818,0.005581426,0.00638445,0.009075991,0.008679168,0.008691034,0.016817655,0.009134183,0.008139405,0.007167313,0.010073561,0.020526101,0.015660822,0.000590373,0.01490482,0.039876813,0.004924054,0.003110031,0.006948888,0.052069537,0.018396975,0.005561276,0.01241588,0.007970086,0.012578062,0.006027801,0.009943516,0.020604582,0.004676241,0.008250709,0.004372923,0.007466504,0.007763149,0.005730287,0.012033306,0.004897073,0.007731221,0.004754154,0.00555392,0.0654674,0.020738283,0.005211983,0.032457898,0.007276256,0.006811144,0.009067445,0.004723669,0.007739764,1,0.003961194,0.002182846,0.025014581,0.019641982,0.008172271,0.009577052,0.009864588,0.006714082,0.01584173,0.003610434,0.011937451,0.012547854,0.003874545,0.008557591,0.009598591,0.015916163,0.01365369,0.001332765,0.001250606,0.00378774,0.008002688,0.002014441,0.004533121,0.00261679,0.01771857,0.011611743,0.001366307,0.006228634,0.016301068,0.007587984,0.006783837,0.012421679,0.029158764,0.003440989,0.001394369,0.002777501,0.00310339,0.009684168,0.010277035,0.008111419,0.00710728,0.005231327,0.008111158,0.00603578,0.010954364
NORF,0.006147754,0.000364293,0.008419242,0.000896561,0.00124215,0.006285561,0.002011151,0.005824655,0.011233788,0.014840493,0.004054042,0.008275426,0.014577984,0.003007079,0.002820439,0.005589097,0.006842882,0.002813368,0.009433529,0.013089833,0.002798442,0.00481409,0.004275563,0.001494633,0.001581667,0.003587174,0.002899398,0.005045998,0.007226097,0.000314399,0.009168327,0.00343451,0.003136343,0.048805148,0.002079408,0.005672269,0.002640212,0.007137656,0.004935286,0.000380761,0.009725453,0.002880616,0.006044852,0.006257881,0.005264879,0.003090107,0.0041445,0.004277225,0.001064923,0.002900593,0.007063848,0.002103884,0.011353299,0.002163464,0.008145852,0.003283088,0.006011717,0.001198632,0.0140074,0.007342673,0.006142796,0.001981198,0.003944669,0.001719894,0.003651998,0.002395729,0.007073042,0.002800969,0.000376176,0.004890602,0.020626853,0.006225168,0.002703709,0.003208022,0.00629685,0.007127926,0.001927008,0.004423696,0.003952062,0.006746983,0.00245755,0.003477439,0.001800872,0.002609129,0.005394132,0.004922056,0.005348469,0.001865565,0.003961194,1,0.320942373,0.008498514,0.003967435,0.007298858,0.007791623,0.013905537,0.004205681,0.00673954,0.004021904,0.018904781,0.002945737,0.00842221,0.004923574,0.004673294,0.00486185,0.000827748,0.000662231,0.002568398,0.039729896,0.015399679,0.000491428,0.00038983,0.002298502,0.04049874,0.009624217,0.000670409,0.002417553,0.004425743,0.002682654,0.008003591,0.006045346,0.002905993,0.007467175,0.000677096,0.001909998,0.006734005,0.007420139,0.001714092,0.003686822,0.001835967,0.017812001,0.005405795,0.046988712,0.065727716
NOWT,0.003330871,0.000395244,0.009697574,0.000381415,0.000433519,0.016239393,0.0023144,0.011396783,0.00903556,0.024154857,0.004929585,0.006165685,0.018369645,0.003802804,0.008530361,0.009696476,0.007803408,0.001490182,0.007848376,0.014537009,0.001132518,0.010891472,0.00610601,0.004860752,0.002524719,0.003073537,0.005682358,0.002085067,0.002380879,0.000337187,0.006697858,0.004161859,0.001506193,0.074763118,0.003464783,0.007371966,0.006642235,0.00640194,0.004475043,0.000414703,0.007674002,0.00245476,0.003802163,0.004375346,0.005194701,0.00431561,0.006154667,0.009778888,0.004592724,0.002273022,0.006435987,0.004115386,0.002661786,0.001319255,0.010737957,0.001783328,0.003288125,0.001329065,0.007742735,0.007288845,0.006000904,0.002029438,0.00559785,0.00209121,0.003992478,0.003457892,0.005973827,0.002332683,0.00040927,0.005329194,0.014831033,0.004177929,0.003181336,0.004321933,0.005905977,0.005174937,0.008724781,0.002427182,0.003058657,0.005604459,0.005375422,0.003057183,0.004196448,0.003876648,0.007845932,0.00734916,0.007445811,0.002278721,0.002182846,0.320942373,1,0.004292349,0.00332792,0.007004362,0.007231791,0.017998737,0.003194,0.008775449,0.00492249,0.023302661,0.004116935,0.004234934,0.006108975,0.005804272,0.005615725,0.001350497,0.000772147,0.001562611,0.079058801,0.007395607,0.000549472,0.002266673,0.003029198,0.037214609,0.01047338,0.000783287,0.004877862,0.004517062,0.001353408,0.006372993,0.00420384,0.002042573,0.003251584,0.00079243,0.003842702,0.007046689,0.006086895,0.003977806,0.004457915,0.001857564,0.019359472,0.010663455,0.072953961,0.058541656
NSDT,0.047614595,0.000488748,0.019531086,0.002835011,0.003102326,0.016620729,0.001062079,0.01938048,0.031195629,0.006065893,0.004492243,0.011646661,0.007073135,0.00893341,0.022131552,0.008464298,0.016339541,0.006350471,0.02686761,0.005786589,0.004287859,0.010129009,0.005011467,0.007774436,0.006079769,0.00787457,0.013652828,0.010428965,0.010171567,0.00112359,0.011991621,0.009712578,0.006962792,0.009385282,0.009525753,0.024922441,0.01526698,0.009697037,0.005293343,0.000518854,0.008981813,0.054269735,0.005883591,0.008595539,0.006436204,0.013527119,0.006994479,0.003629654,0.004386521,0.004024235,0.010708438,0.012558956,0.011149459,0.006569134,0.015325276,0.024587515,0.00634151,0.003570812,0.00619258,0.020465723,0.017460476,0.00391555,0.01033018,0.017711412,0.009771359,0.005171182,0.01117505,0.01093353,0.000510377,0.006907915,0.007221397,0.011106795,0.007632749,0.003531728,0.013559295,0.009186353,0.024641725,0.005176291,0.004944812,0.045492261,0.014764736,0.003841911,0.009971552,0.00758489,0.008046737,0.008842162,0.009754897,0.006342136,0.025014581,0.008498514,0.004292349,1,0.017779042,0.013193141,0.011515074,0.011611371,0.005083978,0.017966055,0.002532922,0.023787089,0.007605276,0.024639393,0.00647321,0.00710352,0.007174403,0.004391529,0.001232969,0.001451686,0.00641642,0.007522572,0.002066408,0.002120946,0.005249511,0.008803596,0.016363461,0.006275639,0.004014279,0.006785549,0.043475314,0.005888409,0.014976925,0.009054029,0.003651162,0.001285511,0.001888698,0.010696135,0.013113101,0.004675875,0.011797785,0.004330662,0.007037474,0.008753505,0.005697371,0.012373008
OES,0.015296661,0.000483573,0.008878458,0.001291823,0.009178451,0.017860418,0.001037943,0.021008242,0.036947818,0.009046744,0.008447131,0.007090171,0.004425876,0.00847112,0.043471967,0.006079834,0.019311117,0.00534075,0.061560783,0.005735621,0.004244076,0.01018772,0.010098325,0.009930279,0.003707791,0.00987598,0.010028618,0.007928063,0.00440173,0.00039943,0.009572262,0.012215623,0.005131928,0.011077407,0.011713923,0.026842126,0.012233256,0.00655484,0.006076638,0.000513026,0.004890584,0.030930496,0.006983024,0.00732353,0.008704775,0.006535412,0.01114364,0.008328764,0.005803174,0.007540542,0.006235342,0.008072667,0.008676298,0.001913203,0.014334844,0.011898795,0.004180873,0.00258672,0.008240548,0.01217783,0.010919869,0.003338061,0.029838759,0.006683803,0.010014775,0.00425935,0.008120473,0.008882192,0.000504737,0.008071869,0.006773575,0.012388209,0.008200778,0.005195418,0.011015964,0.005759181,0.051788028,0.009781421,0.006156111,0.016443431,0.006229205,0.00423754,0.011384494,0.007507621,0.007618977,0.007056797,0.003955545,0.007917298,0.019641982,0.003967435,0.00332792,0.017779042,1,0.003160681,0.006012502,0.017138363,0.006578241,0.030974252,0.007326307,0.013576524,0.005836915,0.005499531,0.006614195,0.004372837,0.0116653,0.005783759,0.001200559,0.002879685,0.006791916,0.00713377,0.000736494,0.001358349,0.004886204,0.015221092,0.008317444,0.004601808,0.011935223,0.009679926,0.030164548,0.005861742,0.010553229,0.00632087,0.005550751,0.001250319,0.002067535,0.004154175,0.00595592,0.006776789,0.008711653,0.003809469,0.005780339,0.017128875,0.008445472,0.014086531
OTTR,0.004210973,0.000394275,0.014628085,0.001791233,0.000432355,0.008621989,0.003044673,0.007373011,0.009748174,0.00547598,0.033051352,0.093906266,0.012425466,0.003257221,0.004109868,0.006692833,0.003987715,0.004630609,0.005233892,0.016428441,0.002519528,0.009018895,0.004307321,0.003351049,0.002450169,0.004661376,0.007495452,0.005792937,0.003393988,0.000336482,0.003094198,0.009112043,0.002695128,0.006406883,0.003596424,0.007049938,0.003868425,0.003128758,0.001431189,0.000413637,0.004916549,0.003965961,0.004672829,0.006875245,0.014264594,0.004676186,0.007824163,0.00310351,0.010503895,0.004673895,0.007491262,0.002860189,0.005909762,0.001943028,0.004175089,0.003647971,0.003204023,0.001479411,0.007179345,0.003955754,0.004175132,0.0051815,0.006452041,0.002364928,0.006123391,0.005529198,0.005147973,0.006066908,0.000408232,0.001225579,0.004307683,0.004124577,0.002283366,0.005691741,0.003094572,0.001654302,0.011018439,0.004127843,0.002176196,0.003947981,0.00752791,0.002272268,0.005520714,0.003942585,0.006699402,0.005221226,0.002668549,0.005412664,0.008172271,0.007298858,0.007004362,0.013193141,0.003160681,1,0.005859325,0.007881361,0.042286333,0.007502104,0.003219698,0.003654288,0.005139025,0.001471339,0.002115024,0.002111701,0.008168605,0.002944816,0.00076846,0.001322422,0.004588952,0.010373594,0.000547602,0.000424362,0.003670542,0.019740831,0.004630595,0.000779494,0.003463574,0.003458908,0.005103481,0.00513643,0.00605908,0.00432568,0.003804634,0.000788548,0.002620431,0.004971388,0.004889266,0.003792472,0.006887367,0.002052126,0.005657311,0.00345182,0.004884818,0.012919203
PAPI,0.012702445,0.000585794,0.009255556,0.001669978,0.002514482,0.018244984,0.00537772,0.010636502,0.014656013,0.018197615,0.007002516,0.007879888,0.008078711,0.011745382,0.005072009,0.036905011,0.026349156,0.006546915,0.006033734,0.005412281,0.002872195,0.013629021,0.018467418,0.010634552,0.005764291,0.007417311,0.015495273,0.007119748,0.038180805,0.000466697,0.008505854,0.005426652,0.004199571,0.011147109,0.013473965,0.00853291,0.015078359,0.025222988,0.006555926,0.000629578,0.017644164,0.002650649,0.015824906,0.01821903,0.020560839,0.01142949,0.01280141,0.004503089,0.004258217,0.007865209,0.024730568,0.00857202,0.00941213,0.006248228,0.021386067,0.008068351,0.005555937,0.00186804,0.0115446,0.011212422,0.014074521,0.002875934,0.008044794,0.007140988,0.016561465,0.004998281,0.018451761,0.02228645,0.00061714,0.012008901,0.008870981,0.008169368,0.009826429,0.002469833,0.009123475,0.02421444,0.006128598,0.007996506,0.009794669,0.011755809,0.007269268,0.012195456,0.006956111,0.004931955,0.01992433,0.018417817,0.009525786,0.009034294,0.009577052,0.007791623,0.007231791,0.011515074,0.006012502,0.005859325,1,0.03322629,0.00823764,0.006665331,0.006421555,0.045899695,0.014473014,0.025298946,0.021382478,0.016028838,0.008116384,0.007687297,0.002118235,0.007096759,0.009307817,0.012139955,0.003484847,0.000654765,0.013299143,0.034501569,0.039173884,0.00664944,0.009751736,0.015475212,0.006421796,0.020404596,0.013777939,0.006248608,0.014707815,0.002278208,0.01082107,0.01214843,0.029129093,0.014767546,0.01438628,0.004895334,0.014295108,0.008535927,0.00601902,0.020697685
