,ACKR,AFGH,AIRT,AKIT,AMAL,AMST,ANAT,AUCD,AUSS,AUST,BASS,BEAG,BEDT,BELS,BERD,BICH,BMAL,BMD,BORD,BORT,BORZ,BOST,BOUV,BOX,BPIC,BRIA,BRIT,BRTR,BRUS,BSJI,BULD,BULM,BULT,CAIR,CANE,CARD,CCRT,CHIH,CHIN,CHOW,CKCS,COLL,COTO,CRES,DACH,DALM,DANE,DDBX,DEER,DOBP,ECKR,ESET,ESSP,EURA,FBUL,FCR,FIEL,FINS,GLEN,GOLD,GORD,GPYR,GREY,GSD,GSHP,GSMD,GSNZ,GWHP,HUSK,ICES,IRIT,ISET,ITGY,IWOF,IWSP,JACK,KEES,KELP,KOMO,KUVZ,LAB,LEON,LHSA,MAST,MBLT,MPIN,MPOO,MSNZ,NELK,NEWF,NORF,NOWT,NSDT,OES,OTTR,PAPI,PARS,PBGV,PEMB,PHAR,POM,PTWD,PUG,PULI,PUMI,RHOD,ROTT,SALU,SAMO,SCOT,SCWT,SHAR,SHIB,SHIH,SILK,SKIP,SLOU,SPIN,SPOO,SSHP,SSNZ,STAF,STBD,SVAL,TIBM,TIBS,TIBT,TPOO,TURV,VIZS,WEIM,WFOX,WHIP,WHWT,YORK
BMAL,0.893558548,0.89097534,0.863740179,0.871431283,0.89057456,0.939888514,0.939168314,0.934016977,0.9356723,0.915626565,0.896033881,0.910008819,0.873292112,0.932518754,0.901725945,0.937713147,1,0.886504195,0.930856069,0.887898705,0.91297957,0.914869505,0.929832309,0.813100284,0.862980298,0.916108487,0.933827302,0.900277686,0.909033053,0.829037647,0.871833009,0.892437671,0.836543763,0.930612023,0.950074841,0.926647745,0.915973263,0.955006001,0.879701566,0.866002247,0.873939144,0.865141416,0.903784577,0.924603678,0.943515405,0.917437776,0.92526814,0.884685389,0.872388073,0.892630068,0.912523417,0.916503329,0.897867349,0.902919798,0.905904993,0.88930351,0.875368495,0.898438002,0.900060619,0.907332529,0.936112267,0.909304738,0.910653999,0.901533187,0.93689218,0.863195748,0.926573664,0.948778566,0.884032637,0.912823734,0.863458243,0.896662099,0.910709546,0.876794123,0.912260416,0.952576321,0.912195342,0.910411658,0.929920211,0.938204764,0.937675423,0.90114743,0.930709995,0.898700815,0.853465725,0.913270968,0.937352711,0.866760052,0.935286644,0.919190194,0.869284543,0.880014163,0.912378367,0.916583034,0.881365085,0.936526055,0.94601316,0.919552467,0.909076063,0.89352944,0.93836703,0.916214692,0.86641872,0.935576199,0.931030063,0.918482114,0.896327982,0.941908325,0.902779469,0.891854801,0.892668044,0.897823174,0.884903614,0.894262636,0.948087334,0.926408144,0.954593444,0.92617657,0.916776308,0.88467362,0.921730986,0.901406308,0.903959558,0.891758621,0.930353948,0.907399228,0.915583786,0.9431114,0.954449737,0.922554191,0.890118942,0.8781311,0.902722012,0.895671961,0.934296544
BMD,0.843039918,0.841183388,0.816966593,0.822222387,0.83994185,0.883826904,0.879817213,0.873941099,0.875232811,0.859765658,0.846524876,0.857385798,0.824800471,0.851236206,0.848925209,0.879369686,0.886504195,1,0.871618313,0.835753606,0.85781062,0.861145863,0.867416547,0.767231367,0.808434696,0.859762186,0.876366796,0.849173697,0.854047096,0.782847357,0.827280796,0.844049384,0.794271418,0.872550342,0.892042115,0.86907676,0.860540343,0.895440863,0.831531701,0.819148418,0.828314541,0.813106504,0.848933018,0.870530421,0.883606557,0.865260942,0.872645379,0.833235485,0.822594207,0.84310475,0.860296192,0.862803707,0.847871418,0.849578539,0.853485406,0.840844186,0.825908546,0.847678531,0.848892322,0.855395332,0.882001508,0.85634685,0.852916682,0.837932925,0.879630766,0.844102816,0.871262694,0.888604369,0.832663943,0.856929344,0.816196079,0.847781579,0.855411774,0.827394779,0.857605618,0.893200786,0.85629771,0.854604466,0.872989913,0.881578687,0.880130045,0.851885212,0.874759012,0.849010845,0.809230695,0.861240368,0.88185565,0.821037059,0.876305685,0.867442216,0.82069815,0.829888124,0.855873436,0.860687393,0.832644636,0.879101706,0.889377019,0.864104861,0.851817276,0.842010394,0.880117377,0.861242065,0.81995391,0.879219578,0.873157193,0.865957141,0.845570332,0.883100676,0.850189491,0.839992941,0.839458054,0.843118771,0.833686555,0.844071061,0.889434211,0.866797375,0.894265261,0.869436376,0.858603106,0.832765461,0.866527228,0.853772499,0.860781462,0.839269136,0.871069069,0.853422733,0.861832044,0.885393519,0.863654523,0.868257384,0.839086592,0.82808685,0.846226924,0.847032903,0.876297397
BORD,0.880007987,0.878783572,0.85315793,0.857887331,0.876415966,0.922060001,0.92330094,0.922325351,0.928758248,0.899819871,0.883505321,0.899282521,0.861077681,0.888614894,0.910398128,0.922976846,0.930856069,0.871618313,1,0.872597604,0.898394062,0.8987606,0.908651392,0.79496606,0.839960631,0.8983057,0.915760151,0.885220305,0.896075214,0.813800452,0.858497019,0.877267408,0.825251339,0.917901455,0.93197844,0.920314173,0.898452325,0.939025839,0.868722715,0.854628255,0.861463301,0.865233378,0.888487951,0.910173764,0.927104764,0.903809033,0.910403245,0.867734814,0.85775095,0.877734637,0.898808249,0.903127115,0.887178782,0.889335652,0.888486791,0.875067317,0.864356715,0.88616273,0.887539262,0.890807887,0.922828788,0.893313607,0.894997667,0.874749414,0.92217319,0.847094636,0.911611383,0.934591393,0.871483836,0.900593947,0.851455942,0.884373958,0.896661113,0.864003482,0.897567377,0.936703382,0.896871137,0.919752328,0.914585191,0.921770961,0.922041457,0.884650112,0.916256597,0.882143802,0.841216363,0.899116938,0.922186056,0.853058359,0.920764957,0.904869096,0.858154059,0.867855854,0.899118735,0.905931962,0.872987411,0.92125389,0.933309263,0.904750138,0.902062307,0.877271312,0.922894325,0.90051665,0.85210284,0.922035595,0.913187657,0.903951303,0.88097923,0.926280055,0.890071361,0.880339768,0.877180388,0.883406708,0.872031555,0.880865979,0.933536525,0.908991714,0.936890209,0.90902826,0.900401041,0.88386072,0.906289317,0.888019994,0.886291989,0.877488599,0.91283938,0.892231764,0.902083175,0.928605002,0.902967196,0.905932109,0.873839874,0.867337617,0.886626046,0.883918615,0.919158627
BORT,0.847270365,0.837951051,0.824710312,0.820750814,0.838864791,0.888711063,0.877498518,0.875495179,0.876744372,0.86800366,0.848133341,0.85972816,0.84064179,0.849525999,0.84989763,0.881649464,0.887898705,0.835753606,0.872597604,1,0.856032672,0.868740118,0.870031045,0.771498183,0.809803072,0.858650409,0.876310372,0.849068365,0.858848748,0.783692694,0.833660303,0.845526844,0.804785354,0.877542449,0.894000084,0.870855163,0.861797188,0.897212826,0.833264596,0.816365645,0.82638641,0.816403679,0.850972899,0.873300337,0.888328675,0.865456445,0.870692414,0.837789775,0.824971589,0.845387063,0.860692721,0.864241729,0.851702767,0.846148333,0.86246789,0.838903988,0.82900047,0.845742166,0.854788275,0.853820548,0.883173127,0.854371207,0.856629531,0.837456696,0.879373659,0.812441987,0.872962407,0.889629013,0.832856502,0.854729374,0.825258528,0.845797226,0.859396997,0.82977015,0.857218621,0.908966725,0.856634295,0.854283992,0.870105066,0.879291463,0.880940556,0.848019541,0.872874006,0.851286505,0.818395476,0.865125415,0.879933165,0.823696422,0.87652375,0.86705581,0.830337715,0.837190083,0.858125432,0.862084787,0.836577089,0.878151773,0.913353875,0.864952218,0.855881473,0.844258966,0.880693042,0.861737309,0.82058205,0.879957557,0.872937079,0.867648243,0.844652094,0.882738199,0.848988853,0.848289154,0.846150862,0.844427225,0.832870162,0.842864063,0.896744382,0.867041451,0.893237907,0.870466702,0.860616599,0.834113709,0.867062317,0.862105857,0.849755715,0.8391814,0.870130725,0.851623,0.863593217,0.886366083,0.861565797,0.867337944,0.838050691,0.836931707,0.852752825,0.849128504,0.885276439
BORZ,0.862408066,0.872818371,0.84026189,0.847272118,0.865010988,0.903711129,0.912391144,0.898940439,0.901012515,0.883241382,0.866609041,0.880274911,0.844504103,0.874034586,0.869377449,0.90394954,0.91297957,0.85781062,0.898394062,0.856032672,1,0.880807017,0.892488713,0.786052657,0.828669656,0.884415797,0.897855467,0.871223029,0.877421658,0.809008597,0.844689986,0.863168208,0.811864662,0.896415932,0.9154282,0.893009789,0.8809706,0.919743186,0.850578405,0.843953439,0.842689482,0.837159701,0.870093435,0.89180278,0.909156257,0.888514423,0.895166455,0.853672397,0.859061241,0.86644434,0.878916065,0.881732534,0.868058691,0.875005934,0.873649105,0.859919239,0.84540846,0.872328283,0.869868272,0.873808332,0.90260639,0.880584165,0.894304464,0.862516032,0.902744122,0.833069789,0.896548897,0.912188685,0.859149052,0.882987171,0.836123357,0.864623825,0.886519876,0.858950999,0.878828474,0.917070466,0.877977734,0.879596833,0.901087458,0.907012584,0.902290816,0.871095265,0.898299264,0.870850097,0.826759927,0.879940709,0.902420032,0.841769994,0.905912714,0.886448072,0.840243901,0.850312896,0.878643203,0.886840138,0.854309306,0.900790825,0.912291538,0.885244691,0.876422092,0.867650659,0.90437425,0.882862883,0.838385911,0.903886997,0.899739322,0.888856807,0.866599777,0.919360876,0.874432965,0.862810655,0.860941368,0.871077163,0.85889969,0.86538856,0.913362082,0.890439903,0.925717191,0.891270699,0.882565043,0.855100879,0.889774101,0.871874352,0.872764996,0.861325321,0.902814425,0.879003449,0.885336311,0.908666995,0.886350503,0.887813325,0.859331549,0.849877236,0.882243291,0.864695629,0.900252155
BOST,0.865211747,0.85881296,0.846483973,0.839424648,0.859036446,0.942790249,0.902279425,0.904624586,0.905019603,0.888933173,0.867449748,0.87994216,0.851416417,0.874092779,0.870331483,0.905573076,0.914869505,0.861145863,0.8987606,0.868740118,0.880807017,1,0.896976773,0.820117814,0.828751074,0.882020019,0.898532088,0.873080629,0.881095669,0.798000774,0.89003266,0.887443111,0.841327389,0.901985224,0.931654097,0.895887741,0.885753311,0.922283901,0.850977014,0.835638558,0.847429114,0.83605596,0.873154174,0.895322376,0.910099977,0.89073333,0.903995582,0.877603145,0.847371876,0.863850555,0.885073801,0.882844278,0.869436629,0.86958411,0.921019774,0.864544595,0.848773264,0.865617598,0.888673306,0.880374234,0.903805711,0.876370163,0.881682841,0.855787688,0.904315316,0.836417594,0.898773852,0.91068306,0.852202545,0.879550455,0.844995115,0.864877014,0.882170899,0.853218204,0.882942475,0.931244142,0.878271471,0.879523215,0.894800897,0.90565526,0.909370432,0.87402112,0.89602662,0.88617599,0.856591651,0.882770759,0.904147615,0.840894358,0.900328901,0.895497412,0.846463135,0.857216979,0.886459047,0.890997197,0.853473841,0.905585731,0.927645897,0.886250977,0.880552964,0.864458587,0.905815141,0.88267078,0.837261513,0.902880962,0.896566548,0.894492307,0.867039341,0.905552006,0.869952504,0.867802883,0.876047272,0.868818032,0.853115188,0.86561231,0.921587675,0.889805166,0.919158591,0.892222965,0.88057211,0.854825249,0.891680293,0.909388959,0.878150849,0.860391211,0.893195342,0.874598639,0.885241756,0.909435368,0.886769277,0.888838917,0.858343654,0.859261508,0.879400315,0.870207556,0.908580225
BOUV,0.87566035,0.870837008,0.84914133,0.849056118,0.869295173,0.921077589,0.915804303,0.909857534,0.914668679,0.893547221,0.87807306,0.890420223,0.856188271,0.890153989,0.879901541,0.91512799,0.929832309,0.867416547,0.908651392,0.870031045,0.892488713,0.896976773,1,0.794193941,0.857746232,0.896275158,0.912315671,0.882685812,0.89155209,0.809203849,0.859154237,0.877669511,0.822975053,0.90910516,0.929513692,0.904035502,0.895020912,0.932965651,0.8618151,0.845846057,0.855349017,0.844273593,0.883676891,0.903481522,0.922158328,0.900385046,0.908489203,0.868115424,0.857770392,0.874505776,0.892531657,0.897496262,0.880347761,0.881101424,0.888217304,0.871419445,0.860071296,0.875701885,0.884176616,0.889254022,0.916714542,0.890769857,0.891343904,0.870652109,0.915971544,0.845502831,0.90690631,0.926052076,0.861255553,0.894358183,0.847700398,0.878463081,0.891556286,0.864463359,0.893329427,0.931562458,0.891496106,0.889096427,0.91071808,0.915953848,0.916517946,0.882974383,0.906705102,0.880445461,0.838794235,0.892944709,0.916558089,0.85271328,0.91264882,0.90014681,0.853987643,0.859824443,0.889804466,0.897668768,0.863775351,0.913470008,0.926369255,0.897979706,0.886614973,0.875067769,0.916015902,0.896583382,0.849438562,0.914800113,0.909955464,0.900708442,0.877751259,0.917189061,0.880009995,0.874888203,0.875394927,0.874734656,0.862101269,0.874224754,0.92753628,0.902624455,0.931463258,0.906026958,0.89782232,0.863551224,0.901645613,0.885556624,0.883956765,0.872203942,0.903294656,0.885668134,0.895411138,0.9215589,0.901927229,0.903351504,0.871031631,0.860818858,0.884418567,0.87646107,0.915495916
BOX,0.768129051,0.765269419,0.75852869,0.75040585,0.764649804,0.84265087,0.799744448,0.802508536,0.801067522,0.790222773,0.772312112,0.780182222,0.755360358,0.77724891,0.775545477,0.801327511,0.813100284,0.767231367,0.79496606,0.771498183,0.786052657,0.820117814,0.794193941,1,0.73911588,0.784649743,0.797563723,0.778947973,0.785058825,0.715164548,0.810835039,0.797538745,0.758468742,0.79998489,0.847580962,0.795383001,0.787918574,0.815233476,0.756413855,0.746437488,0.752255755,0.74511637,0.77256272,0.794967988,0.803058017,0.791866195,0.804603702,0.80784118,0.752325943,0.771918469,0.782662535,0.783628538,0.770901987,0.774017634,0.818594703,0.77156866,0.752434888,0.767960374,0.797683272,0.781394027,0.799730824,0.780527193,0.783734961,0.762327341,0.79954051,0.746505488,0.796759478,0.806180818,0.758329565,0.780145666,0.758854037,0.767026185,0.781650055,0.760405588,0.783940134,0.826885549,0.778221734,0.782674871,0.792191621,0.80285715,0.806829634,0.778971323,0.794411272,0.794759622,0.77254247,0.786618257,0.798560754,0.749983618,0.799362944,0.79366244,0.752764913,0.760591792,0.784736227,0.791253844,0.759864569,0.803463238,0.819796666,0.783139625,0.783171821,0.770442246,0.802022243,0.781671909,0.749909214,0.80126224,0.794700806,0.797207647,0.773146155,0.804283721,0.773862277,0.772693314,0.781545496,0.785788591,0.761160396,0.768467852,0.816419424,0.789789815,0.814175651,0.789316618,0.758845323,0.762456147,0.794959893,0.815532753,0.779849505,0.762716597,0.793321213,0.778012782,0.783358856,0.803184882,0.787593845,0.788188416,0.767208468,0.766793433,0.782081195,0.775230316,0.805168407
BPIC,0.81556467,0.813432445,0.794203531,0.792358217,0.810020869,0.848760501,0.846051555,0.842932471,0.846426362,0.83005576,0.819006165,0.827659809,0.798863,0.826174326,0.816745771,0.845962285,0.862980298,0.808434696,0.839960631,0.809803072,0.828669656,0.828751074,0.857746232,0.73911588,1,0.832569565,0.845693314,0.819791125,0.826990094,0.758384843,0.798066239,0.813981246,0.770613184,0.842844789,0.858649007,0.841505915,0.829817343,0.862042896,0.804736825,0.789711522,0.799764536,0.790337799,0.819503464,0.840921201,0.852673812,0.833680529,0.838727154,0.804396476,0.798731317,0.817123862,0.830798657,0.831615518,0.815292131,0.819211272,0.82290865,0.810269691,0.801684397,0.816389632,0.818812561,0.822632537,0.846752122,0.827932196,0.825435151,0.852178716,0.847424541,0.793252775,0.841978914,0.856082438,0.804899909,0.827411563,0.794177056,0.816295869,0.829288615,0.799939106,0.828955833,0.858942164,0.828007701,0.823474851,0.844197627,0.846267278,0.847247767,0.822199626,0.842973836,0.81918836,0.781223576,0.82980109,0.850186738,0.796938748,0.84855156,0.834566289,0.795502838,0.802457828,0.827561309,0.831097958,0.806972347,0.846875736,0.855221825,0.835335567,0.824220017,0.812778583,0.848984915,0.835005315,0.793824629,0.849098188,0.84281092,0.835366252,0.81701148,0.850148897,0.820218182,0.813835784,0.811838681,0.814702727,0.804385971,0.814224156,0.857160001,0.837675763,0.85936095,0.835746419,0.826883442,0.805770615,0.837507246,0.819909118,0.821021386,0.813613208,0.837754853,0.822678441,0.831121812,0.855410827,0.838056231,0.835341365,0.811583951,0.801410507,0.822239059,0.817479216,0.847112999
BRIA,0.865668473,0.864780439,0.838535481,0.841388598,0.860326193,0.903679598,0.905740568,0.898965042,0.90327412,0.884470896,0.869799372,0.880740755,0.848621454,0.878439533,0.869965197,0.905543212,0.916108487,0.859762186,0.8983057,0.858650409,0.884415797,0.882020019,0.896275158,0.784649743,0.832569565,1,0.904502302,0.871326788,0.881923641,0.804183737,0.844123546,0.863090068,0.810405998,0.897464653,0.918476702,0.892420945,0.883728452,0.921926646,0.852293875,0.839372469,0.850504698,0.835814867,0.875872833,0.893954015,0.911768784,0.890834945,0.893846807,0.853707885,0.845817304,0.866119612,0.884689291,0.888219214,0.871836276,0.873492167,0.875034365,0.861487011,0.851779944,0.868888325,0.871443186,0.876482061,0.907099632,0.881375095,0.880070042,0.862923993,0.906952158,0.837151493,0.898167418,0.918546683,0.853721845,0.879078435,0.838270569,0.870851287,0.882695399,0.85173167,0.881928852,0.919973033,0.879356524,0.877864043,0.895717557,0.905522486,0.905480285,0.872924515,0.900017897,0.870253596,0.825924568,0.885190447,0.90845331,0.842114155,0.902462627,0.890345819,0.844174343,0.854254581,0.882434903,0.885358346,0.857598828,0.9037167,0.91501882,0.889352496,0.876876814,0.865823142,0.905340459,0.887456817,0.839359962,0.905908148,0.897522457,0.88862146,0.868595642,0.908739594,0.871949602,0.865649934,0.862901793,0.866006916,0.856739474,0.867756585,0.917010676,0.893234039,0.921743512,0.89676812,0.88725486,0.854667332,0.891213362,0.872918283,0.875687635,0.859987977,0.895097343,0.878837519,0.888020391,0.91231123,0.891558044,0.893047697,0.862480041,0.851891936,0.873905658,0.866882878,0.902471018
BRIT,0.8908023,0.880069636,0.856564275,0.856672855,0.878329905,0.919932622,0.926392406,0.917795469,0.921947103,0.904906222,0.891174657,0.903876423,0.864081025,0.892801346,0.887225231,0.927207933,0.933827302,0.876366796,0.915760151,0.876310372,0.897855467,0.898532088,0.912315671,0.797563723,0.845693314,0.904502302,1,0.888605211,0.901049239,0.818266356,0.858229838,0.876696403,0.823867856,0.915005506,0.934286179,0.910874695,0.905325851,0.94423986,0.87115538,0.854644387,0.871183016,0.853699478,0.892337126,0.916547467,0.933363041,0.912409118,0.911947459,0.873188408,0.857270767,0.884018778,0.909619718,0.924427529,0.897261232,0.88994239,0.889290099,0.88253221,0.876197056,0.884843642,0.887520578,0.898593796,0.941641434,0.900607418,0.889924193,0.876211858,0.934101205,0.854390796,0.917327785,0.944412313,0.870350399,0.897188894,0.85376168,0.899768034,0.899273695,0.865517466,0.905826595,0.938935145,0.898676515,0.896697218,0.916446338,0.924893333,0.926670276,0.887098031,0.918786634,0.884632804,0.838447474,0.904288073,0.930075823,0.858623285,0.921209831,0.908177929,0.858923969,0.86900676,0.90276911,0.901099267,0.876568227,0.92415745,0.93492914,0.91099857,0.894942578,0.884587809,0.926116406,0.909138712,0.858215872,0.927399391,0.917249752,0.906671477,0.884399361,0.928983919,0.888994053,0.881754948,0.878724242,0.88264864,0.870510491,0.884133083,0.939050519,0.911452513,0.941550284,0.923691787,0.909462349,0.872870448,0.909084398,0.887750418,0.890617534,0.877815275,0.913792423,0.897182479,0.907315165,0.933732045,0.905461433,0.919328876,0.884587448,0.869538121,0.885737716,0.883858336,0.922552313
BRTR,0.852223721,0.853751531,0.839017848,0.831977649,0.849391114,0.89522034,0.89108703,0.886391429,0.889251777,0.873856167,0.854623083,0.867798445,0.835154619,0.861292198,0.85595168,0.892875952,0.900277686,0.849173697,0.885220305,0.849068365,0.871223029,0.873080629,0.882685812,0.778947973,0.819791125,0.871326788,0.888605211,1,0.865080945,0.793525433,0.835745624,0.851717669,0.80331421,0.885242768,0.90422666,0.880768978,0.871168931,0.90694382,0.840030738,0.828610318,0.835774338,0.82596465,0.860728987,0.881264083,0.89826331,0.877297003,0.88653492,0.846895265,0.831849902,0.858013289,0.870633111,0.875150126,0.858045071,0.86168781,0.864217979,0.848403808,0.840135773,0.856417517,0.859514493,0.864326651,0.89289804,0.865723807,0.86449372,0.848824831,0.894109058,0.827481154,0.910477781,0.90498842,0.844236119,0.869356829,0.826186154,0.858448146,0.868084473,0.839694713,0.868839832,0.906938646,0.869297318,0.866431467,0.886108465,0.894882059,0.892068247,0.862179155,0.885902802,0.859311573,0.817453021,0.871200458,0.893297321,0.830448578,0.890018631,0.882731231,0.832480374,0.840290853,0.869465138,0.873500685,0.844901495,0.891038113,0.903132808,0.876807553,0.86576957,0.85233797,0.893747779,0.871521115,0.828228631,0.894215563,0.887161661,0.877441435,0.901321759,0.895332446,0.8614386,0.852662777,0.851043773,0.855995519,0.842178717,0.852518304,0.900656382,0.879833496,0.906598686,0.883432587,0.872514927,0.841805081,0.880566155,0.862626426,0.862594894,0.849336148,0.884737472,0.863681991,0.872670646,0.898379144,0.873977301,0.880501192,0.848831129,0.841179351,0.858577335,0.85417636,0.891246053
