abrevParker2017,abrevGaramszegi2019,breed,synonym,w1AKC,w2AKC,w1Bell,w2Bell,w1malesAKC,w2malesAKC,w1malesBell,w2malesBell,w1femalesAKC,w2femalesAKC,w1femalesBell,w2femalesBell,wAKC,wAKCmales,wAKCfemales,wBell2012,wBellmales,wBellfemales,wFan2016,wFan2016males,wFan2016females,wSpeakman2003,wKraus2013,wGerstner2010,wHawthorne2004,wCareau2010,weightcompendia,weightpapers,weight,l1AKC,l2AKC,l1Bell,l2Bell,lAKC,lBell,lLeroy2015b,lONeill2013,lMichell1999,lcompendia,lpapers,lifespan,lsClark2017,lsBell2012,lsLeroy2015,lsOkkens1993,lsSchrack2017,lsGroppetti2015,lsBorge2011,lsNielen2000,lsOgrak2009,lsWildt1982,lsYilmaz2007,lsGroppetti2017,lsMila2015,lsThomassen2006,lsGoleman2015,lsGubbels2008,lswebsite1,lswebsite2,lscompendia,lspapers,littersize,malesperlitterGubbels2008,femalesperlitterGubbels2008,bwClark2017,bwFan2016,bwYlmaz2007,bwGroppetti2017,bwGroppetti2015,bwFan2016males,bwFan2016females,bwcompendia,bwpapers,bwpaperskg,bw,bwkg,bwkgxls,grHawthorne2004,grPosadas2014,expgr,T99Hawthorne2004,T99Posadas2014,T99,growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Lakeland Terrier,Lakeland Terrier,,,,,7.711 ,,7.500 ,,,,7.000 ,,7.711 ,7.711 ,,7.250 ,7.500 ,7.000 ,,,,,,,,,7.404 ,,7.404 ,12.000 ,15.000 ,13.000 ,14.000 ,13.500 ,13.500 ,,,,13.500 ,,13.500 ,3.500 ,,,,,,2.000 ,,,,,5.000 ,,,,,,,3.500 ,3.500 ,3.500 ,,,,,,209.000 ,,,,,209.000 ,0.209 ,209.000 ,0.209 ,0.7315,,,,,,,3589.5043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Lancashire Heeler,Lancashire Heeler,4.082 ,7.711 ,,,,,,,,,,,5.897 ,,,,,,,,,,,,,,5.897 ,,5.897 ,12.000 ,15.000 ,,,13.500 ,,,,,13.500 ,,13.500 ,,,,,,,5.500 ,,,,,,,,,,,,,5.500 ,5.500 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Landseer,Landseer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.500 ,,,,,,,,,,,,,4.500 ,4.500 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Lapponian Herder,Lapponian Herder,31.751 ,31.751 ,,,,,,,,,,,31.751 ,,,,,,,,,,,,,,31.751 ,,31.751 ,10.000 ,14.000 ,,,12.000 ,,,,,12.000 ,,12.000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Little Lion Dog,Little Lion Dog,6.804 ,,4.000 ,8.000 ,,,,,,,,,6.804 ,,,6.000 ,,,,,,,,,,,6.268 ,,6.268 ,13.000 ,15.000 ,13.000 ,14.000 ,14.000 ,13.500 ,,,,13.750 ,,13.750 ,,,,,,4.000 ,,,,,,4.000 ,,,,,,,,4.000 ,4.000 ,,,,,,190.000 ,,,,,190.000 ,0.190 ,190.000 ,0.190 ,0.7600,,,,,,,3480.9895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Majorca Mastiff,Majorca Mastiff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Majorca Shepherd Dog,Ca de Bestiar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Manchester Terrier Standard,Manchester Terrier Standard,5.443 ,9.979 ,5.500 ,10.000 ,,,,,,,,,7.711 ,,,7.750 ,,,,,,,,,,,7.731 ,,7.731 ,15.000 ,17.000 ,14.000 ,15.000 ,16.000 ,14.500 ,,,,15.250 ,,15.250 ,,,,,,,4.700 ,,,,,,,,,,,,,4.700 ,4.700 ,,,155.922 ,,,,,,,155.922 ,,,155.922 ,0.156 ,0.7328,,,,,,,4845.4545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Maremma and the Abruzzes Sheepdog,Cane da Pastore Maremmano Abruzzese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.000 ,,,,,,,,7.000 ,7.000 ,,,,,,595.000 ,,,,,595.000 ,0.595 ,595.000 ,0.595 ,4.1650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Medium Sized Anglo French Hound,Anglo-Francais de Petite Venerie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Montenegrin Mountain Hound,Crnogorski Planinski Gonic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Mountain Cur,Mountain Cur,13.608 ,27.216 ,,,,,,,,,,,20.412 ,,,,,,,,,,,,,,20.412 ,,20.412 ,10.000 ,13.000 ,,,11.500 ,,,,,11.500 ,,11.500 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Mudi,Mudi,8.165 ,13.154 ,,,,,,,,,,,10.659 ,,,,,,,,,,,,,,10.659 ,,10.659 ,12.000 ,14.000 ,,,13.000 ,,,,,13.000 ,,13.000 ,,,,,,,5.000 ,,,,,,,,,,,,,5.000 ,5.000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,New Zealand Huntaway,New Zealand Huntaway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Nordic Spitz,Nordic Spitz,9.072 ,13.608 ,,,,,,,,,,,11.340 ,,,,,,,,,,,,,,11.340 ,,11.340 ,14.000 ,17.000 ,,,15.500 ,,,,,15.500 ,,15.500 ,,,,,,,3.000 ,,,,,,,,,,,,,3.000 ,3.000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Norman Artesien Basset,Basset Artesien Normand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.200 ,,,,,,,,,,,,,6.200 ,6.200 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Norwegian Buhund,Norwegian Buhund,,,,,14.061 ,18.144 ,14.000 ,18.000 ,11.793 ,15.876 ,12.000 ,16.000 ,14.969 ,16.103 ,13.835 ,15.000 ,16.000 ,14.000 ,16.000 ,16.000 ,,,,,,,14.984 ,16.000 ,15.492 ,12.000 ,15.000 ,13.000 ,15.000 ,13.500 ,14.000 ,,,,13.750 ,,13.750 ,,,,,,,4.900 ,,,,,,,,,,,,,4.900 ,4.900 ,,,,345.000 ,,,,345.000 ,,,345.000 ,0.345 ,345.000 ,0.345 ,1.6905,,,,,,,4238.7061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Norwegian Elkhound Black,Norwegian Elkhound Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Norwegian Hound,Norwegian Hound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.400 ,,,,,,,,,,,,,7.400 ,7.400 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Norwegian Lundehund,Norwegian Lundehund,9.072 ,13.608 ,6.000 ,9.000 ,,,,,,,,,11.340 ,,,7.500 ,,,,,,,,,,,9.420 ,,9.420 ,12.000 ,15.000 ,12.000 ,,13.500 ,12.000 ,,,,13.000 ,,13.000 ,,,,,,,3.200 ,,,,,,,,,,,,,3.200 ,3.200 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Old Danish Pointing Dog,Old Danish Pointing Dog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Olde English Bulldogge,Olde English Bulldogge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Patterdale Terrier,Patterdale Terrier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Peruvian Hairless Dog Large,Peruvian Hairless Dog Large,12.020 ,24.948 ,,,,,,,,,,,18.484 ,,,,,,,,,,,,,,18.484 ,,18.484 ,12.000 ,14.000 ,,,13.000 ,,,,,13.000 ,,13.000 ,,,,,,,,,,,,,,,,,4.000 ,6.500 ,,,5.250 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Peruvian Hairless Dog Small,Peruvian Hairless Dog Small,3.856 ,7.938 ,,,,,,,,,,,5.897 ,,,,,,,,,,,,,,5.897 ,,5.897 ,12.000 ,14.000 ,,,13.000 ,,,,,13.000 ,,13.000 ,,,,,,,,,,,,,,,,,4.000 ,2.000 ,,,3.000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Picardy Spaniel,Picardy Spaniel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Pinscher,German Pinscher,11.340 ,20.412 ,11.000 ,20.000 ,,,,,,,,,15.876 ,,,15.500 ,,,15.880 ,15.880 ,,,,,,,15.688 ,15.880 ,15.784 ,12.000 ,14.000 ,12.000 ,14.000 ,13.000 ,13.000 ,,,,13.000 ,,13.000 ,,,,,,,5.000 ,,,,,,,,,,,,,5.000 ,5.000 ,,,,265.000 ,,,,265.000 ,,,265.000 ,0.265 ,265.000 ,0.265 ,1.3250,,,,,,,5890.8377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Plott Hound,Plott Hound,,,,,22.680 ,27.216 ,23.000 ,30.000 ,18.144 ,24.948 ,18.000 ,25.000 ,23.247 ,24.948 ,21.546 ,24.000 ,26.500 ,21.500 ,,,,,,,,,23.623 ,,23.623 ,12.000 ,14.000 ,11.000 ,14.000 ,13.000 ,12.500 ,,,,12.750 ,,12.750 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Podenco Canario,Podenco Canario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Poitevin,Poitevin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Polish Greyhound,Chart Polski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Polish Hound,Polish Hound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Polish Hunting Dog,Polish Hunting Dog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Polish Lowland Sheepdog,Polish Lowland Sheepdog,13.608 ,22.680 ,13.500 ,16.000 ,,,,,,,,,18.144 ,,,14.750 ,,,,,,,,,,,16.447 ,,16.447 ,12.000 ,14.000 ,13.000 ,15.000 ,13.000 ,14.000 ,,,,13.500 ,,13.500 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Pont-Audemer Spaniel,Pont-Audemer Spaniel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Porcelaine,Porcelaine,24.948 ,28.123 ,,,,,,,,,,,26.535 ,,,,,,,,,,,,,,26.535 ,,26.535 ,12.000 ,13.000 ,,,12.500 ,,,,,12.500 ,,12.500 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Portuguese Mastiff,Rafeiro do Alentejo,34.927 ,59.874 ,,,,,,,,,,,47.400 ,,,,,,,,,,,,,,47.400 ,,47.400 ,12.000 ,14.000 ,,,13.000 ,,,,,13.000 ,,13.000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Portuguese Podengo large,Portuguese Podengo large,19.958 ,29.937 ,,,,,,,,,,,24.948 ,,,,,,,,,,,,,,24.948 ,,24.948 ,10.000 ,15.000 ,,,12.500 ,,,,,12.500 ,,12.500 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Portuguese Podengo medium,Portuguese Podengo medium,15.876 ,19.958 ,,,,,,,,,,,17.917 ,,,,,,,,,,,,,,17.917 ,,17.917 ,10.000 ,15.000 ,,,12.500 ,,,,,12.500 ,,12.500 ,,,,,,,3.500 ,,,,,,,,,,,,,3.500 ,3.500 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Portuguese Podengo pequeno,Portuguese Podengo pequeno,4.082 ,5.897 ,,,,,,,,,,,4.990 ,,,,,,,,,,,,,,4.990 ,,4.990 ,12.000 ,15.000 ,,,13.500 ,,,,,13.500 ,,13.500 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Portuguese Pointing Dog,Portuguese Pointing Dog,15.876 ,26.762 ,,,,,,,,,,,21.319 ,,,,,,,,,,,,,,21.319 ,,21.319 ,14.000 ,,,,14.000 ,,,,,14.000 ,,14.000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Portuguese Sheepdog,Cao da Serra de Aires,17.010 ,26.762 ,,,,,,,,,,,21.886 ,,,,,,,,,,,,,,21.886 ,,21.886 ,12.000 ,13.000 ,,,12.500 ,,,,,12.500 ,,12.500 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Posavatz Hound,Posavatz Hound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Prague Ratter,Prague Ratter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Presa Canario,Presa Canario,38.102 ,49.895 ,,,,,,,,,,,43.998 ,,,,,,,,,,,,,,43.998 ,,43.998 ,9.000 ,11.000 ,,,10.000 ,,,,,10.000 ,,10.000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Pudelpointer,Pudelpointer,20.412 ,31.751 ,,,,,,,,,,,26.082 ,,,,,,,,,,,,,,26.082 ,,26.082 ,14.000 ,,,,14.000 ,,,,,14.000 ,,14.000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Puli dwarf,Puli dwarf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Puli large,Puli large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Pyrenean Mastiff,Pyrenean Mastiff,54.431 ,108.862 ,,,,,,,,,,,81.647 ,,,,,,,,,,,,,,81.647 ,,81.647 ,10.000 ,13.000 ,,,11.500 ,,,,,11.500 ,,11.500 ,,,,,,,5.000 ,,,,,,,,,,,,,5.000 ,5.000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Pyrenean Mountain Dog,Chien de Montagne des Pyrenees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.300 ,,,,,,,,,,,,,7.300 ,7.300 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Pyrenean Sheepdog,Chien de Berger des Pyrenees,6.804 ,13.608 ,7.000 ,15.000 ,,,,,,,,,10.206 ,,,11.000 ,,,,,,,,,,,10.603 ,,10.603 ,,,9.000 ,12.000 ,,10.500 ,,,,10.500 ,,10.500 ,,,,,,,3.000 ,,,,,,,,,,,,,3.000 ,3.000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Rampur Greyhound,Rampur Greyhound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Rat Terrier miniature,Rat Terrier miniature,4.536 ,11.340 ,,,,,,,,,,,7.938 ,,,,,,,,,,,,,,7.938 ,,7.938 ,12.000 ,18.000 ,,,15.000 ,,,,,15.000 ,,15.000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Romagna Water Dog,Romagna Water Dog,,,,,12.927 ,15.876 ,,,10.886 ,14.061 ,,,13.438 ,14.402 ,12.474 ,,,,,,,,,,,,13.438 ,,13.438 ,15.000 ,17.000 ,,,16.000 ,,,,,16.000 ,,16.000 ,,,,,,,6.700 ,,,,,8.500 ,,,,,,,,7.600 ,7.600 ,,,,,,264.000 ,,,,,264.000 ,0.264 ,264.000 ,0.264 ,2.0064,,,,,,,4990.0239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Romanian Bucovina Shepherd Dog,Ciobanesc Romanesc de Bucovina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Romanian Carpathian Shepherd Dog,Ciobanesc Romanesc Carpatin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Romanian Mioritic Shepherd Dog,Ciobanesc Romanesc Mioritic,45.359 ,58.967 ,,,,,,,,,,,52.163 ,,,,,,,,,,,,,,52.163 ,,52.163 ,12.000 ,14.000 ,,,13.000 ,,,,,13.000 ,,13.000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Russell Terrier,Russell Terrier,4.082 ,6.804 ,,,,,,,,,,,5.443 ,,,,,,,,,,,,,,5.443 ,,5.443 ,12.000 ,14.000 ,,,13.000 ,,,,,13.000 ,,13.000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Russian European Laika,Russian European Laika,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.000 ,,,,,,,,,,,,,5.000 ,5.000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
