,ACKR,AFGH,AIRT,AKIT,AMAL,AMST,ANAT,AUCD,AUSS,AUST,BASS,BEAG,BELS,BERD,BMAL,BMD,BORD,BORT,BORZ,BOST,BOUV,BOX,BRIA,BRIT,BRTR,BRUS,BULD,BULM,BULT,CAIR,CANE,CARD,CCRT,CHIH,CHIN,CHOW,CKCS,COLL,COTO,CRES,DACH,DALM,DANE,DDBX,DEER,DOBP,ECKR,ESET,ESSP,FBUL,FCR,FIEL,GOLD,GORD,GPYR,GREY,GSD,GSHP,GSMD,GSNZ,GWHP,HUSK,ICES,IRIT,ITGY,IWOF,JACK,KEES,KUVZ,LAB,LEON,MAST,MPIN,MPOO,MSNZ,NEWF,NORF,NOWT,NSDT,OES,OTTR,PAPI,PARS,PEMB,POM,PTWD,PUG,PUMI,RHOD,ROTT,SAMO,SCOT,SCWT,SHIB,SHIH,SKIP,SPIN,SSHP,SSNZ,STAF,STBD,TIBM,TIBT,TPOO,VIZS,VPIN,WEIM,WFOX,WHIP,WHWT,YORK
BOUV,0.87566035,0.870837008,0.84914133,0.849056118,0.869295173,0.921077589,0.915804303,0.909857534,0.914668679,0.893547221,0.87807306,0.890420223,0.890153989,0.879901541,0.929832309,0.867416547,0.908651392,0.870031045,0.892488713,0.896976773,1,0.794193941,0.896275158,0.912315671,0.882685812,0.89155209,0.859154237,0.877669511,0.822975053,0.90910516,0.929513692,0.904035502,0.895020912,0.932965651,0.8618151,0.845846057,0.855349017,0.844273593,0.883676891,0.903481522,0.922158328,0.900385046,0.908489203,0.868115424,0.857770392,0.874505776,0.892531657,0.897496262,0.880347761,0.888217304,0.871419445,0.860071296,0.889254022,0.916714542,0.890769857,0.891343904,0.870652109,0.915971544,0.845502831,0.90690631,0.926052076,0.861255553,0.894358183,0.847700398,0.891556286,0.864463359,0.931562458,0.891496106,0.915953848,0.916517946,0.882974383,0.880445461,0.892944709,0.916558089,0.85271328,0.91264882,0.853987643,0.859824443,0.889804466,0.897668768,0.863775351,0.913470008,0.926369255,0.886614973,0.916015902,0.896583382,0.849438562,0.914800113,0.900708442,0.877751259,0.880009995,0.874888203,0.875394927,0.862101269,0.874224754,0.902624455,0.906026958,0.863551224,0.901645613,0.885556624,0.883956765,0.903294656,0.895411138,0.9215589,0.903351504,0.930879788,0.871031631,0.860818858,0.884418567,0.87646107,0.915495916
BOX,0.768129051,0.765269419,0.75852869,0.75040585,0.764649804,0.84265087,0.799744448,0.802508536,0.801067522,0.790222773,0.772312112,0.780182222,0.77724891,0.775545477,0.813100284,0.767231367,0.79496606,0.771498183,0.786052657,0.820117814,0.794193941,1,0.784649743,0.797563723,0.778947973,0.785058825,0.810835039,0.797538745,0.758468742,0.79998489,0.847580962,0.795383001,0.787918574,0.815233476,0.756413855,0.746437488,0.752255755,0.74511637,0.77256272,0.794967988,0.803058017,0.791866195,0.804603702,0.80784118,0.752325943,0.771918469,0.782662535,0.783628538,0.770901987,0.818594703,0.77156866,0.752434888,0.781394027,0.799730824,0.780527193,0.783734961,0.762327341,0.79954051,0.746505488,0.796759478,0.806180818,0.758329565,0.780145666,0.758854037,0.781650055,0.760405588,0.826885549,0.778221734,0.80285715,0.806829634,0.778971323,0.794759622,0.786618257,0.798560754,0.749983618,0.799362944,0.752764913,0.760591792,0.784736227,0.791253844,0.759864569,0.803463238,0.819796666,0.783171821,0.802022243,0.781671909,0.749909214,0.80126224,0.797207647,0.773146155,0.773862277,0.772693314,0.781545496,0.761160396,0.768467852,0.789789815,0.789316618,0.762456147,0.794959893,0.815532753,0.779849505,0.793321213,0.783358856,0.803184882,0.788188416,0.813778569,0.767208468,0.766793433,0.782081195,0.775230316,0.805168407
BRIA,0.865668473,0.864780439,0.838535481,0.841388598,0.860326193,0.903679598,0.905740568,0.898965042,0.90327412,0.884470896,0.869799372,0.880740755,0.878439533,0.869965197,0.916108487,0.859762186,0.8983057,0.858650409,0.884415797,0.882020019,0.896275158,0.784649743,1,0.904502302,0.871326788,0.881923641,0.844123546,0.863090068,0.810405998,0.897464653,0.918476702,0.892420945,0.883728452,0.921926646,0.852293875,0.839372469,0.850504698,0.835814867,0.875872833,0.893954015,0.911768784,0.890834945,0.893846807,0.853707885,0.845817304,0.866119612,0.884689291,0.888219214,0.871836276,0.875034365,0.861487011,0.851779944,0.876482061,0.907099632,0.881375095,0.880070042,0.862923993,0.906952158,0.837151493,0.898167418,0.918546683,0.853721845,0.879078435,0.838270569,0.882695399,0.85173167,0.919973033,0.879356524,0.905522486,0.905480285,0.872924515,0.870253596,0.885190447,0.90845331,0.842114155,0.902462627,0.844174343,0.854254581,0.882434903,0.885358346,0.857598828,0.9037167,0.91501882,0.876876814,0.905340459,0.887456817,0.839359962,0.905908148,0.88862146,0.868595642,0.871949602,0.865649934,0.862901793,0.856739474,0.867756585,0.893234039,0.89676812,0.854667332,0.891213362,0.872918283,0.875687635,0.895097343,0.888020391,0.91231123,0.893047697,0.920780491,0.862480041,0.851891936,0.873905658,0.866882878,0.902471018
BRIT,0.8908023,0.880069636,0.856564275,0.856672855,0.878329905,0.919932622,0.926392406,0.917795469,0.921947103,0.904906222,0.891174657,0.903876423,0.892801346,0.887225231,0.933827302,0.876366796,0.915760151,0.876310372,0.897855467,0.898532088,0.912315671,0.797563723,0.904502302,1,0.888605211,0.901049239,0.858229838,0.876696403,0.823867856,0.915005506,0.934286179,0.910874695,0.905325851,0.94423986,0.87115538,0.854644387,0.871183016,0.853699478,0.892337126,0.916547467,0.933363041,0.912409118,0.911947459,0.873188408,0.857270767,0.884018778,0.909619718,0.924427529,0.897261232,0.889290099,0.88253221,0.876197056,0.898593796,0.941641434,0.900607418,0.889924193,0.876211858,0.934101205,0.854390796,0.917327785,0.944412313,0.870350399,0.897188894,0.85376168,0.899273695,0.865517466,0.938935145,0.898676515,0.924893333,0.926670276,0.887098031,0.884632804,0.904288073,0.930075823,0.858623285,0.921209831,0.858923969,0.86900676,0.90276911,0.901099267,0.876568227,0.92415745,0.93492914,0.894942578,0.926116406,0.909138712,0.858215872,0.927399391,0.906671477,0.884399361,0.888994053,0.881754948,0.878724242,0.870510491,0.884133083,0.911452513,0.923691787,0.872870448,0.909084398,0.887750418,0.890617534,0.913792423,0.907315165,0.933732045,0.919328876,0.942451713,0.884587448,0.869538121,0.885737716,0.883858336,0.922552313
BRTR,0.852223721,0.853751531,0.839017848,0.831977649,0.849391114,0.89522034,0.89108703,0.886391429,0.889251777,0.873856167,0.854623083,0.867798445,0.861292198,0.85595168,0.900277686,0.849173697,0.885220305,0.849068365,0.871223029,0.873080629,0.882685812,0.778947973,0.871326788,0.888605211,1,0.865080945,0.835745624,0.851717669,0.80331421,0.885242768,0.90422666,0.880768978,0.871168931,0.90694382,0.840030738,0.828610318,0.835774338,0.82596465,0.860728987,0.881264083,0.89826331,0.877297003,0.88653492,0.846895265,0.831849902,0.858013289,0.870633111,0.875150126,0.858045071,0.864217979,0.848403808,0.840135773,0.864326651,0.89289804,0.865723807,0.86449372,0.848824831,0.894109058,0.827481154,0.910477781,0.90498842,0.844236119,0.869356829,0.826186154,0.868084473,0.839694713,0.906938646,0.869297318,0.894882059,0.892068247,0.862179155,0.859311573,0.871200458,0.893297321,0.830448578,0.890018631,0.832480374,0.840290853,0.869465138,0.873500685,0.844901495,0.891038113,0.903132808,0.86576957,0.893747779,0.871521115,0.828228631,0.894215563,0.877441435,0.901321759,0.8614386,0.852662777,0.851043773,0.842178717,0.852518304,0.879833496,0.883432587,0.841805081,0.880566155,0.862626426,0.862594894,0.884737472,0.872670646,0.898379144,0.880501192,0.90734746,0.848831129,0.841179351,0.858577335,0.85417636,0.891246053
BRUS,0.869060211,0.862975772,0.837573872,0.842839579,0.858259523,0.900713835,0.904073168,0.894862449,0.899305871,0.885488557,0.866815067,0.877984874,0.870475184,0.866682295,0.909033053,0.854047096,0.896075214,0.858848748,0.877421658,0.881095669,0.89155209,0.785058825,0.881923641,0.901049239,0.865080945,1,0.840442663,0.858818584,0.807241454,0.895858319,0.913108717,0.890592396,0.881842074,0.921481453,0.85985764,0.838799168,0.860049166,0.831931782,0.875854897,0.894422017,0.910321412,0.887754945,0.891044474,0.851931806,0.837827571,0.86440799,0.885288901,0.88517041,0.86994823,0.873168343,0.859044033,0.848800984,0.874037527,0.904469881,0.876677711,0.871475018,0.856363266,0.904638538,0.833895609,0.894656497,0.916160105,0.854005901,0.883150946,0.836803951,0.880250735,0.843523402,0.919015903,0.882715716,0.902554219,0.900512194,0.866905072,0.866388407,0.885890123,0.905294229,0.846870897,0.901800649,0.844958019,0.849763676,0.878575628,0.88159072,0.855020899,0.910407841,0.91383315,0.874381894,0.908399876,0.885194774,0.862005705,0.906710323,0.886878105,0.86272912,0.872398664,0.862319146,0.857728667,0.854508628,0.868319802,0.894438645,0.893319512,0.852292311,0.891378879,0.87139012,0.869018013,0.894086194,0.887862523,0.912335508,0.889717207,0.919631962,0.859644403,0.850757728,0.866668688,0.865586471,0.905397659
BULD,0.828247517,0.821628559,0.819232513,0.806133636,0.823187208,0.912977525,0.859455316,0.865222909,0.864539998,0.849912184,0.828305254,0.840682939,0.836696327,0.837300738,0.871833009,0.827280796,0.858497019,0.833660303,0.844689986,0.89003266,0.859154237,0.810835039,0.844123546,0.858229838,0.835745624,0.840442663,1,0.876036631,0.822732455,0.860912255,0.897684811,0.857572134,0.847315117,0.87668976,0.811976671,0.799736462,0.80974619,0.802913587,0.836049683,0.85388276,0.865941448,0.855375646,0.864026168,0.856630176,0.814439949,0.829336751,0.8430941,0.845074693,0.832136956,0.891851233,0.830344828,0.810612974,0.844101028,0.861543653,0.837195262,0.848299107,0.822637835,0.860469209,0.805991156,0.858830235,0.868222825,0.816199632,0.839633674,0.815375012,0.843310786,0.819605996,0.890334221,0.839417728,0.86266921,0.869532265,0.839595807,0.863873776,0.843696732,0.862340087,0.810123526,0.860846779,0.815421229,0.825017915,0.848177694,0.852191112,0.816634253,0.862580715,0.886126105,0.843692823,0.863413392,0.846089798,0.806127728,0.861805901,0.860263021,0.830888587,0.831674917,0.830842176,0.844967053,0.816335768,0.823072961,0.850841855,0.849082656,0.820542954,0.852513257,0.884556968,0.843527543,0.852072739,0.846608335,0.866207507,0.84937525,0.874639022,0.822067721,0.825777157,0.844125204,0.833612002,0.868629942
BULM,0.845190008,0.840092937,0.826313472,0.823138031,0.841495205,0.907135202,0.88082787,0.882006608,0.882205837,0.866214107,0.846962552,0.858447104,0.854472222,0.85268721,0.892437671,0.844049384,0.877267408,0.845526844,0.863168208,0.887443111,0.877669511,0.797538745,0.863090068,0.876696403,0.851717669,0.858818584,0.876036631,1,0.817069714,0.879062936,0.917660746,0.875841876,0.86691517,0.897676501,0.83302565,0.818500386,0.829353868,0.819813002,0.854157125,0.871448237,0.884936748,0.870717493,0.881345364,0.860789019,0.82998281,0.84715957,0.86169602,0.863646808,0.849289219,0.880555423,0.849234169,0.826852724,0.862052144,0.883009679,0.857653945,0.864277825,0.840502343,0.883164072,0.819502868,0.876075391,0.892523672,0.832757522,0.859839933,0.824384266,0.863556124,0.837484349,0.903615801,0.857973164,0.883660658,0.888450601,0.858001431,0.91734902,0.864325622,0.882069842,0.824156198,0.880754153,0.825799471,0.836656201,0.863554204,0.868588721,0.834808855,0.883546854,0.900423524,0.857710791,0.884301622,0.864700707,0.824331958,0.884442789,0.875240223,0.848860681,0.84986375,0.84872125,0.854589713,0.834261314,0.844405676,0.872590316,0.870260337,0.83781003,0.871594729,0.879810499,0.862518468,0.87251516,0.864252724,0.885568843,0.868684983,0.896384263,0.840726094,0.837070325,0.862050284,0.849434553,0.883446069
BULT,0.797082402,0.792287729,0.792205441,0.77479311,0.790727895,0.874901375,0.823650069,0.827727938,0.829046482,0.819010448,0.797500225,0.808319453,0.805717367,0.80359304,0.836543763,0.794271418,0.825251339,0.804785354,0.811864662,0.841327389,0.822975053,0.758468742,0.810405998,0.823867856,0.80331421,0.807241454,0.822732455,0.817069714,1,0.826895167,0.850853334,0.826772304,0.81228317,0.84118372,0.783014158,0.772158002,0.78416805,0.778452484,0.804101795,0.82143818,0.831007479,0.821159856,0.828817761,0.809203384,0.786934907,0.801675759,0.811941312,0.812543116,0.801300866,0.834285645,0.795917758,0.783500244,0.811766964,0.827553316,0.806422397,0.813190642,0.791320108,0.826630264,0.776829716,0.825331489,0.834399551,0.783819541,0.807592042,0.785643051,0.813346613,0.789925045,0.852098382,0.806607164,0.827837737,0.831875572,0.805773039,0.815456339,0.815962139,0.829615267,0.78048914,0.82522189,0.786181243,0.794314071,0.813316807,0.821306678,0.787476642,0.828198258,0.849771978,0.811590067,0.827724806,0.811169401,0.774943698,0.828480145,0.82294711,0.800341909,0.799965212,0.803918375,0.808270114,0.785739299,0.796449592,0.81677055,0.819373319,0.791629186,0.819222479,0.852715079,0.806957487,0.815870327,0.815134233,0.831977189,0.816119264,0.836137713,0.792905095,0.796296208,0.812382578,0.80526031,0.833931032
CAIR,0.880201386,0.876273773,0.853353841,0.856148258,0.875534762,0.924396265,0.920665654,0.916175895,0.918701283,0.904303506,0.882950607,0.898523883,0.888832001,0.886224998,0.930612023,0.872550342,0.917901455,0.877542449,0.896415932,0.901985224,0.90910516,0.79998489,0.897464653,0.915005506,0.885242768,0.895858319,0.860912255,0.879062936,0.826895167,1,0.93261527,0.911679334,0.897140959,0.940202697,0.868305558,0.853211056,0.863413657,0.851455721,0.889862877,0.911253641,0.930103657,0.904147551,0.910403458,0.869431217,0.857070415,0.8784665,0.899345105,0.902434358,0.884711169,0.891896546,0.874515873,0.864901912,0.891311556,0.921522777,0.892946063,0.892943526,0.873643991,0.922185583,0.848315885,0.91366726,0.932884399,0.868447217,0.897080841,0.854113943,0.89646657,0.863945527,0.940499282,0.896465679,0.92191176,0.922135054,0.886328362,0.885118003,0.901466198,0.922750866,0.856957727,0.919412671,0.868330828,0.886922014,0.896372093,0.900405828,0.869990352,0.92164091,0.936848432,0.895467756,0.92390323,0.900275287,0.854536151,0.922710007,0.903114725,0.879504083,0.887817753,0.913257613,0.881063986,0.87076506,0.882235852,0.909760913,0.909515455,0.870286799,0.908845668,0.891086589,0.886044529,0.912505632,0.901746869,0.929520261,0.907340626,0.940059051,0.875394429,0.869497929,0.886347386,0.937832343,0.923657703
CANE,0.895417114,0.894651541,0.871269733,0.874434633,0.893384303,0.957713371,0.94341913,0.935947612,0.939027618,0.919188834,0.900876116,0.913633702,0.905876909,0.900968812,0.950074841,0.892042115,0.93197844,0.894000084,0.9154282,0.931654097,0.929513692,0.847580962,0.918476702,0.934286179,0.90422666,0.913108717,0.897684811,0.917660746,0.850853334,0.93261527,1,0.926391439,0.91562533,0.958190522,0.880837212,0.86971678,0.876244399,0.86430148,0.903059538,0.928035116,0.945179498,0.924967069,0.932793951,0.903439345,0.874227104,0.897556281,0.912416896,0.918592036,0.90262058,0.924518701,0.894398885,0.875507825,0.911377602,0.940020288,0.910135428,0.910398453,0.895576673,0.94133839,0.864161069,0.931177262,0.950992223,0.884194481,0.910833323,0.869654992,0.912752476,0.881088576,0.961981346,0.913835472,0.942637185,0.942115125,0.907334811,0.919566621,0.914106859,0.93903055,0.867624692,0.937297357,0.868495871,0.881045936,0.913092586,0.919173892,0.885425922,0.939422592,0.955126469,0.907832695,0.940999465,0.918111034,0.869003408,0.938844492,0.925043724,0.9025915,0.901854803,0.897277947,0.89870603,0.886863955,0.895372233,0.92345353,0.929262233,0.886422855,0.925265381,0.919639066,0.914209133,0.932524995,0.917044943,0.941189037,0.928414245,0.958351305,0.892676101,0.88391124,0.905682884,0.898083269,0.937617457
CARD,0.877306695,0.873578022,0.851614285,0.851877045,0.871673628,0.920865118,0.917379565,0.914472974,0.921508088,0.897731667,0.880600277,0.893701407,0.885570906,0.889373702,0.926647745,0.86907676,0.920314173,0.870855163,0.893009789,0.895887741,0.904035502,0.795383001,0.892420945,0.910874695,0.880768978,0.890592396,0.857572134,0.875841876,0.826772304,0.911679334,0.926391439,1,0.894383636,0.933520694,0.862417264,0.848560574,0.858321848,0.865771466,0.879871078,0.908124337,0.922406171,0.899008997,0.903527385,0.866187428,0.855205582,0.87306996,0.894963273,0.897369057,0.880017766,0.89028107,0.870560669,0.860674826,0.886728471,0.916259417,0.888018272,0.890639722,0.871275308,0.91717424,0.846863407,0.907370982,0.92764112,0.865096777,0.892659176,0.84749711,0.89075337,0.860796187,0.934286079,0.8925672,0.917341363,0.917421344,0.880628268,0.879653605,0.894936299,0.918068777,0.852827708,0.914538468,0.852032864,0.863800664,0.894912663,0.900307467,0.867389246,0.916361366,0.930701118,0.918038711,0.921449964,0.895023221,0.850125106,0.91824576,0.898925625,0.877785821,0.883174859,0.877373056,0.874176152,0.865213246,0.874274452,0.904983991,0.905318438,0.878070515,0.902837584,0.888126158,0.882771532,0.908368389,0.895301684,0.924149906,0.902747247,0.934035559,0.870060244,0.864426268,0.882236066,0.879361491,0.917179587
CCRT,0.870242253,0.861892312,0.839952457,0.843828533,0.86157647,0.90973757,0.905471794,0.901049008,0.902345796,0.886661551,0.870543185,0.883499127,0.875586456,0.872232912,0.915973263,0.860540343,0.898452325,0.861797188,0.8809706,0.885753311,0.895020912,0.787918574,0.883728452,0.905325851,0.871168931,0.881842074,0.847315117,0.86691517,0.81228317,0.897140959,0.91562533,0.894383636,1,0.921469279,0.853330918,0.839352347,0.853134608,0.835055741,0.874354428,0.896529099,0.912749725,0.891966117,0.893062979,0.854193985,0.845055639,0.86475203,0.889033338,0.891813933,0.874163559,0.876781407,0.8683696,0.85511076,0.883866082,0.909735477,0.879514141,0.876193475,0.859439843,0.908045029,0.833447715,0.897037451,0.920447008,0.85421888,0.88036474,0.839097264,0.882155484,0.851701902,0.921957993,0.881489514,0.907522276,0.911983161,0.871569025,0.871561362,0.88270243,0.907584504,0.842715371,0.902933714,0.840831726,0.851512573,0.883250408,0.887333626,0.857322833,0.906088613,0.918039267,0.876589218,0.906497419,0.886437417,0.839202704,0.905370441,0.891807264,0.866764429,0.871550318,0.862345171,0.862177616,0.855206039,0.865173973,0.892916255,0.895870849,0.855900734,0.892026076,0.874993936,0.873133158,0.896903011,0.88492377,0.912889604,0.895300155,0.920792056,0.864027903,0.852864528,0.872350877,0.867082028,0.903744432
CHIH,0.90336044,0.904165721,0.872625283,0.883585565,0.905137714,0.945615133,0.955840845,0.941003197,0.943475877,0.92732164,0.907729547,0.922595658,0.913154931,0.907547443,0.955006001,0.895440863,0.939025839,0.897212826,0.919743186,0.922283901,0.932965651,0.815233476,0.921926646,0.94423986,0.90694382,0.921481453,0.87668976,0.897676501,0.84118372,0.940202697,0.958190522,0.933520694,0.921469279,1,0.895322725,0.881672459,0.885495958,0.868176416,0.915300548,0.946973992,0.956684076,0.929896067,0.931201543,0.888496066,0.874174331,0.901711709,0.924533335,0.929491608,0.907345329,0.911804464,0.896888516,0.888524255,0.915978943,0.950084179,0.918698175,0.913442028,0.895270013,0.949575742,0.868528109,0.935228892,0.961235268,0.897408513,0.919999052,0.869025368,0.919564005,0.882154651,0.965294694,0.920827819,0.949815469,0.947188176,0.906923792,0.903812143,0.925301865,0.950225084,0.879387023,0.945755914,0.876839627,0.888246873,0.921857858,0.923560735,0.892164836,0.949548438,0.96046426,0.915947068,0.95179594,0.928292963,0.880614139,0.948011036,0.926785792,0.900812415,0.914181403,0.901243056,0.898097345,0.899320178,0.909816068,0.935589133,0.93812325,0.890470711,0.932651349,0.909885401,0.909031197,0.945475309,0.928782706,0.960082955,0.93482996,0.970993807,0.898755297,0.88773099,0.906336767,0.905492463,0.947404407
CHIN,0.842486539,0.844782,0.812872598,0.845939084,0.850023368,0.86926346,0.882365824,0.86846652,0.87174446,0.857966011,0.840238394,0.854600693,0.846552997,0.839420524,0.879701566,0.831531701,0.868722715,0.833264596,0.850578405,0.850977014,0.8618151,0.756413855,0.852293875,0.87115538,0.840030738,0.85985764,0.811976671,0.83302565,0.783014158,0.868305558,0.880837212,0.862417264,0.853330918,0.895322725,1,0.843359653,0.823410614,0.811031553,0.845448124,0.869263706,0.884231597,0.860104347,0.86009422,0.825664793,0.813866175,0.838039882,0.854587609,0.859007043,0.844757314,0.84385425,0.832832451,0.823192894,0.846493312,0.876971891,0.851784233,0.841181303,0.832563845,0.875855632,0.810765975,0.867450273,0.88648331,0.846137533,0.85477992,0.814198641,0.850473442,0.81811906,0.888781976,0.854382246,0.876709849,0.87157271,0.842018602,0.83656901,0.855718034,0.878592807,0.819543192,0.874175538,0.817365058,0.827390916,0.852324539,0.855707301,0.83197149,0.876492472,0.882845153,0.84762516,0.880089584,0.85917862,0.821527502,0.876028343,0.857874433,0.838631186,0.852132837,0.836048528,0.832605959,0.861652091,0.858014884,0.862617636,0.861456647,0.827109447,0.85984598,0.840380769,0.841352061,0.887014164,0.862879297,0.884737315,0.864377273,0.889784783,0.836265721,0.825962577,0.838682008,0.83885345,0.874180043
CHOW,0.822254729,0.85473735,0.798827989,0.900180566,0.88456686,0.857563272,0.886124128,0.856389076,0.859991475,0.842823984,0.826254345,0.839295557,0.832386614,0.826603878,0.866002247,0.819148418,0.854628255,0.816365645,0.843953439,0.835638558,0.845846057,0.746437488,0.839372469,0.854644387,0.828610318,0.838799168,0.799736462,0.818500386,0.772158002,0.853211056,0.86971678,0.848560574,0.839352347,0.881672459,0.843359653,1,0.805167269,0.796549274,0.834813608,0.854383717,0.864384047,0.845748642,0.846388324,0.812364566,0.799594455,0.823870995,0.839073132,0.839596125,0.827427902,0.828495359,0.817880249,0.806674776,0.832639639,0.858456675,0.839379187,0.828677598,0.820355471,0.860822861,0.797472179,0.851806201,0.870008686,0.887689052,0.849922033,0.799639801,0.836159465,0.804451552,0.871153435,0.841932182,0.865706171,0.857655603,0.82869497,0.824067164,0.840490437,0.86321996,0.806244254,0.868544646,0.802648449,0.81412399,0.837879152,0.839710864,0.814934709,0.858469286,0.867546612,0.833976025,0.867197868,0.842604437,0.806451122,0.864561736,0.845707277,0.824102239,0.863613323,0.822059008,0.817230264,0.908249133,0.854446096,0.851850091,0.849601846,0.814390343,0.850596772,0.827607361,0.829610146,0.930200065,0.862265819,0.867746909,0.84575924,0.878399522,0.819358419,0.811471341,0.822592851,0.825313903,0.856184235
CKCS,0.847780466,0.829525431,0.808503138,0.808047328,0.82494207,0.865221079,0.866682188,0.860904688,0.863396488,0.852824325,0.841688604,0.8530713,0.839277578,0.836097011,0.873939144,0.828314541,0.861463301,0.82638641,0.842689482,0.847429114,0.855349017,0.752255755,0.850504698,0.871183016,0.835774338,0.860049166,0.80974619,0.829353868,0.78416805,0.863413657,0.876244399,0.858321848,0.853134608,0.885495958,0.823410614,0.805167269,1,0.803906138,0.844293259,0.862217312,0.879506458,0.857731699,0.85627086,0.820571403,0.807811366,0.83517979,0.86456139,0.860605695,0.852375627,0.837892806,0.831317035,0.833864093,0.846869496,0.876790268,0.844979525,0.838549241,0.825463212,0.872558858,0.807071508,0.861023905,0.881230203,0.81970764,0.845375253,0.81266731,0.845877614,0.813649934,0.882199466,0.846108594,0.868185062,0.871337996,0.834132227,0.837774923,0.855470385,0.873735334,0.815886341,0.863997132,0.815160151,0.823374905,0.848340326,0.850564101,0.827503049,0.871645924,0.877941083,0.843711115,0.869732595,0.855002315,0.811494554,0.869619931,0.855857711,0.832957382,0.838235722,0.833436873,0.832116229,0.82183984,0.83675747,0.858607904,0.8621077,0.821428463,0.855415337,0.83676045,0.836961427,0.855343921,0.850007553,0.877953252,0.85985802,0.885712894,0.832501987,0.818511061,0.835360614,0.834889648,0.869353958
COLL,0.819873113,0.818003595,0.802080624,0.799363198,0.815916631,0.85578759,0.853455526,0.855946201,0.877226426,0.838153638,0.825621142,0.83558229,0.829719611,0.840518954,0.865141416,0.813106504,0.865233378,0.816403679,0.837159701,0.83605596,0.844273593,0.74511637,0.835814867,0.853699478,0.82596465,0.831931782,0.802913587,0.819813002,0.778452484,0.851455721,0.86430148,0.865771466,0.835055741,0.868176416,0.811031553,0.796549274,0.803906138,1,0.824415495,0.847629873,0.860231141,0.841085122,0.84721214,0.810790573,0.806147,0.821433235,0.836587433,0.836838208,0.825024024,0.828923036,0.816027539,0.805752559,0.830695302,0.853277637,0.833229369,0.835849619,0.817922997,0.852983891,0.79716003,0.846970761,0.863531908,0.813285358,0.83672341,0.800587331,0.834434654,0.809732047,0.868298607,0.833536588,0.854756544,0.853682437,0.824643704,0.82241448,0.835238961,0.855179673,0.802808741,0.852824242,0.801756606,0.810643763,0.844426456,0.844550349,0.816092089,0.852221613,0.862975706,0.854181195,0.85573912,0.836606064,0.796865031,0.856836722,0.842019362,0.824425609,0.826573726,0.821429938,0.821298386,0.809374269,0.817854966,0.843567933,0.845441909,0.90295741,0.842260713,0.824800042,0.827279427,0.846235018,0.837299705,0.857307829,0.841919491,0.868717025,0.815722528,0.812696093,0.828126658,0.824868109,0.853649622
COTO,0.857614948,0.857092559,0.830329877,0.83744415,0.855495352,0.893128331,0.901479967,0.888839804,0.892770134,0.87809535,0.857856808,0.873157793,0.865104026,0.863783338,0.903784577,0.848933018,0.888487951,0.850972899,0.870093435,0.873154174,0.883676891,0.77256272,0.875872833,0.892337126,0.860728987,0.875854897,0.836049683,0.854157125,0.804101795,0.889862877,0.903059538,0.879871078,0.874354428,0.915300548,0.845448124,0.834813608,0.844293259,0.824415495,1,0.886428794,0.902330762,0.880063153,0.881893635,0.844071279,0.832280628,0.856628527,0.877908813,0.87908808,0.865257191,0.861866447,0.851222142,0.840476755,0.867943358,0.892896311,0.869322701,0.861194506,0.849817775,0.896668083,0.8255495,0.885860871,0.905883047,0.849515782,0.873121918,0.828145165,0.870149865,0.837616203,0.910766697,0.872579119,0.893894622,0.892655698,0.858935145,0.86066321,0.877394066,0.89865669,0.834580829,0.893763936,0.835693992,0.843952814,0.873967054,0.872868582,0.848437039,0.898744321,0.911398089,0.867699425,0.90077624,0.877576113,0.837119428,0.900283926,0.874690259,0.852694095,0.862792476,0.853628591,0.85280206,0.851486415,0.857728221,0.883299666,0.885677646,0.847398038,0.881552094,0.861905056,0.864871009,0.892888679,0.87845705,0.900804374,0.882403746,0.915049174,0.855910538,0.843330124,0.859568458,0.858204727,0.896841318
CRES,0.878612062,0.875884563,0.852496384,0.857896486,0.875148645,0.917766602,0.921200321,0.912488157,0.913881889,0.899320272,0.883330983,0.89637249,0.885775962,0.881332684,0.924603678,0.870530421,0.910173764,0.873300337,0.89180278,0.895322376,0.903481522,0.794967988,0.893954015,0.916547467,0.881264083,0.894422017,0.85388276,0.871448237,0.82143818,0.911253641,0.928035116,0.908124337,0.896529099,0.946973992,0.869263706,0.854383717,0.862217312,0.847629873,0.886428794,1,0.924385493,0.901648833,0.904818787,0.868007275,0.853374623,0.879254771,0.896534567,0.90141363,0.88519493,0.886501257,0.872391398,0.863315515,0.887564892,0.919898875,0.892004084,0.886938298,0.871318721,0.919775277,0.846628811,0.907456737,0.930957348,0.869725926,0.895186217,0.848285823,0.89274735,0.858444217,0.935215585,0.893113999,0.919066497,0.916946083,0.881954739,0.878510381,0.898134539,0.923183779,0.85484158,0.916140342,0.855328145,0.86435692,0.893038432,0.898065405,0.868546867,0.91887068,0.93192361,0.888554176,0.921226389,0.899518004,0.854290313,0.918563078,0.900702498,0.877999173,0.88559987,0.877483137,0.874959454,0.871026847,0.883326507,0.906524953,0.907338477,0.865644108,0.904165635,0.884753973,0.882031459,0.912230594,0.902025887,0.928333378,0.905630782,0.935508878,0.874468898,0.864729036,0.882518627,0.878779691,0.918490745
