,AFGH,AIRT,AKIT,AMST,ANAT,AUCD,AUSS,AUST,BASS,BEAG,BELS,BERD,BMAL,BMD,BORD,BORT,BORZ,BOST,BOUV,BOX,BRIA,BRIT,BRTR,BRUS,BULM,BULT,CARD,CCRT,CHIH,CHIN,CHOW,CKCS,COTO,CRES,DACH,DALM,DANE,DEER,DOBP,ECKR,ESET,FBUL,FCR,FIEL,GOLD,GORD,GREY,GSD,GSHP,GSMD,GSNZ,GWHP,HUSK,ITGY,KEES,KUVZ,LAB,LEON,MAST,MPIN,MPOO,MSNZ,NEWF,NORF,NOWT,NSDT,OES,PAPI,PARS,POM,PTWD,PUG,PUMI,ROTT,SAMO,SCOT,SCWT,SHIH,SKIP,SSHP,SSNZ,STAF,STBD,TIBM,TIBT,TPOO,VIZS,WEIM,WFOX,WHIP,WHWT,YORK
MAST,0.000468037,0.007182222,0.001754834,0.026739284,0.001518067,0.00771824,0.009884564,0.005964134,0.004263443,0.004426996,0.006317801,0.005732285,0.008458346,0.013255931,0.002661824,0.008391118,0.002472583,0.022473102,0.01242344,0.022274478,0.004466741,0.007410675,0.011875528,0.008429883,0.347896371,0.01280272,0.006925189,0.015813618,0.00436364,0.002383922,0.000495574,0.003448085,0.005478443,0.006001126,0.009298797,0.010694166,0.036237286,0.010271117,0.004795153,0.006008691,0.005686193,0.019600445,0.0111426,0.005181641,0.013926689,0.006761791,0.009336178,0.005153727,0.006760495,0.014153295,0.010750101,0.003864297,0.000487835,0.005240804,0.006325407,0.006488002,0.014726998,0.02397617,1,0.003339734,0.007475505,0.003403258,0.032457898,0.001800872,0.004196448,0.009971552,0.011384494,0.006956111,0.013683848,0.009141815,0.004428916,0.001748968,0.005231468,0.014063871,0.001556821,0.005108029,0.006658622,0.003554581,0.007480489,0.004380834,0.005829068,0.018630324,0.081037767,0.001151493,0.004219286,0.006207819,0.005634305,0.005146022,0.004091196,0.005195149,0.003059836,0.013695456
MPIN,0.00126488,0.007435383,0.001551727,0.01756222,0.001036085,0.008524007,0.006962465,0.010254126,0.006603454,0.00918877,0.00709989,0.008760175,0.014622591,0.006035404,0.006054889,0.007669348,0.00322314,0.008560297,0.011536386,0.005173239,0.006467531,0.008850616,0.014174164,0.017619242,0.005297147,0.004772806,0.007602429,0.012160984,0.014102685,0.004337601,0.000512572,0.022671096,0.00665824,0.012089457,0.018240205,0.018677423,0.012578896,0.002582327,0.00920827,0.01207795,0.008649773,0.010498508,0.009154116,0.007676252,0.006043768,0.01498847,0.006003587,0.004496374,0.01112088,0.006728463,0.01346685,0.016870911,0.000504297,0.011501455,0.015003716,0.007019854,0.010524458,0.007410126,0.003339734,1,0.015263488,0.011438727,0.006811144,0.005394132,0.007845932,0.008046737,0.007618977,0.01992433,0.018428686,0.044664052,0.00673238,0.013727014,0.016559581,0.009475216,0.007086208,0.004975224,0.008566003,0.004763336,0.017667506,0.003652918,0.022131093,0.010390046,0.006314233,0.001247624,0.008714431,0.016083386,0.009115306,0.00984662,0.009818384,0.006497027,0.007253402,0.01805142
MPOO,0.000585708,0.008690723,0.000555843,0.018086404,0.001658816,0.010576295,0.010702644,0.00895449,0.006036866,0.014010566,0.007364786,0.007337925,0.017454116,0.005955421,0.006675162,0.008879252,0.003242043,0.00958803,0.013015685,0.003949067,0.009262995,0.016826982,0.008965229,0.01532029,0.00750313,0.00376244,0.007346992,0.011975154,0.021390624,0.004385021,0.000629479,0.009280516,0.010685465,0.021575341,0.019827591,0.009118385,0.007767817,0.003276222,0.008013544,0.010319292,0.01543295,0.01020226,0.011011737,0.012357412,0.006604515,0.01227865,0.006082972,0.004343664,0.018994938,0.003406368,0.008373773,0.014435204,0.000617045,0.011758248,0.006303038,0.012682026,0.01274353,0.006860009,0.007475505,0.015263488,1,0.004038569,0.009067445,0.004922056,0.00734916,0.008842162,0.007056797,0.018417817,0.011597644,0.01865021,0.040969474,0.011391149,0.013563922,0.004884724,0.004118039,0.004725311,0.008119509,0.006701034,0.026175917,0.00396759,0.01254004,0.007735109,0.009207142,0.002276912,0.007081809,0.895209378,0.018447327,0.013585058,0.007925573,0.006498591,0.006551551,0.012886316
MSNZ,0.000355665,0.005299411,0.000344427,0.005643328,0.000585775,0.003382843,0.004148369,0.005330869,0.004874197,0.004488733,0.004442249,0.008628221,0.008257854,0.007808292,0.003703169,0.003014339,0.004304022,0.006148762,0.007929306,0.006815821,0.003219064,0.004039513,0.004558288,0.014373191,0.004591269,0.000798907,0.004730643,0.006471587,0.007082066,0.009334837,0.000371345,0.005700778,0.010771078,0.010484714,0.006718411,0.009690116,0.010393702,0.003434271,0.004284429,0.011113327,0.00547123,0.008517794,0.004350094,0.005702958,0.002362672,0.006150372,0.002728104,0.005925567,0.00230472,0.0047257,0.013615766,0.003448768,0.000366982,0.005771201,0.017393724,0.004379741,0.006282521,0.007086714,0.003403258,0.011438727,0.004038569,1,0.004723669,0.005348469,0.007445811,0.009754897,0.003955545,0.009525786,0.008345123,0.019478304,0.002515958,0.022596267,0.012538079,0.002618337,0.00252783,0.005728274,0.006347094,0.003611323,0.015562922,0.003181401,0.050543497,0.006072139,0.004724276,0.000647881,0.00832486,0.007546476,0.004984315,0.007949896,0.004616404,0.004664301,0.005650559,0.011052479
NEWF,0.000503699,0.007274919,0.00199705,0.020261792,0.001135308,0.014316343,0.012707353,0.007055939,0.008373953,0.010034823,0.005897846,0.00927217,0.015042386,0.019154627,0.007352808,0.012536776,0.004458065,0.018413957,0.013556052,0.010063492,0.012115241,0.015370972,0.046858964,0.008124438,0.024478218,0.005032254,0.010869961,0.029677647,0.008218076,0.002932524,0.000535735,0.004239818,0.00638445,0.009075991,0.008679168,0.008691034,0.016817655,0.008139405,0.007167313,0.010073561,0.020526101,0.01490482,0.039876813,0.004924054,0.052069537,0.018396975,0.01241588,0.007970086,0.012578062,0.006027801,0.009943516,0.020604582,0.004676241,0.007763149,0.004897073,0.00555392,0.0654674,0.020738283,0.032457898,0.006811144,0.009067445,0.004723669,1,0.003961194,0.002182846,0.025014581,0.019641982,0.009577052,0.009864588,0.011937451,0.012547854,0.003874545,0.009598591,0.01365369,0.001250606,0.00378774,0.008002688,0.00261679,0.011611743,0.007587984,0.006783837,0.012421679,0.029158764,0.001394369,0.00310339,0.009684168,0.008111419,0.00710728,0.005231327,0.008111158,0.00603578,0.010954364
NORF,0.000364293,0.008419242,0.000896561,0.006285561,0.002011151,0.005824655,0.011233788,0.014840493,0.004054042,0.008275426,0.003007079,0.002820439,0.006842882,0.002813368,0.009433529,0.013089833,0.002798442,0.00481409,0.004275563,0.001494633,0.003587174,0.002899398,0.005045998,0.007226097,0.00343451,0.003136343,0.005672269,0.002640212,0.007137656,0.004935286,0.000380761,0.009725453,0.006044852,0.006257881,0.005264879,0.003090107,0.0041445,0.001064923,0.002900593,0.007063848,0.002103884,0.008145852,0.003283088,0.006011717,0.007342673,0.006142796,0.003944669,0.001719894,0.003651998,0.002395729,0.007073042,0.002800969,0.000376176,0.002703709,0.007127926,0.003952062,0.006746983,0.00245755,0.001800872,0.005394132,0.004922056,0.005348469,0.003961194,1,0.320942373,0.008498514,0.003967435,0.007791623,0.013905537,0.018904781,0.002945737,0.00842221,0.004673294,0.000827748,0.002568398,0.039729896,0.015399679,0.002298502,0.009624217,0.002682654,0.008003591,0.006045346,0.002905993,0.000677096,0.006734005,0.007420139,0.003686822,0.001835967,0.017812001,0.005405795,0.046988712,0.065727716
NOWT,0.000395244,0.009697574,0.000381415,0.016239393,0.0023144,0.011396783,0.00903556,0.024154857,0.004929585,0.006165685,0.003802804,0.008530361,0.007803408,0.001490182,0.007848376,0.014537009,0.001132518,0.010891472,0.00610601,0.004860752,0.003073537,0.005682358,0.002085067,0.002380879,0.004161859,0.001506193,0.007371966,0.006642235,0.00640194,0.004475043,0.000414703,0.007674002,0.003802163,0.004375346,0.005194701,0.00431561,0.006154667,0.004592724,0.002273022,0.006435987,0.004115386,0.010737957,0.001783328,0.003288125,0.007288845,0.006000904,0.00559785,0.00209121,0.003992478,0.003457892,0.005973827,0.002332683,0.00040927,0.003181336,0.005174937,0.003058657,0.005604459,0.005375422,0.004196448,0.007845932,0.00734916,0.007445811,0.002182846,0.320942373,1,0.004292349,0.00332792,0.007231791,0.017998737,0.023302661,0.004116935,0.004234934,0.005804272,0.001350497,0.001562611,0.079058801,0.007395607,0.003029198,0.01047338,0.001353408,0.006372993,0.00420384,0.002042573,0.00079243,0.007046689,0.006086895,0.004457915,0.001857564,0.019359472,0.010663455,0.072953961,0.058541656
NSDT,0.000488748,0.019531086,0.002835011,0.016620729,0.001062079,0.01938048,0.031195629,0.006065893,0.004492243,0.011646661,0.00893341,0.022131552,0.016339541,0.006350471,0.02686761,0.005786589,0.004287859,0.010129009,0.005011467,0.007774436,0.00787457,0.013652828,0.010428965,0.010171567,0.009712578,0.006962792,0.024922441,0.01526698,0.009697037,0.005293343,0.000518854,0.008981813,0.005883591,0.008595539,0.006436204,0.013527119,0.006994479,0.004386521,0.004024235,0.010708438,0.012558956,0.015325276,0.024587515,0.00634151,0.020465723,0.017460476,0.01033018,0.017711412,0.009771359,0.005171182,0.01117505,0.01093353,0.000510377,0.007632749,0.009186353,0.004944812,0.045492261,0.014764736,0.009971552,0.008046737,0.008842162,0.009754897,0.025014581,0.008498514,0.004292349,1,0.017779042,0.011515074,0.011611371,0.023787089,0.007605276,0.024639393,0.00710352,0.004391529,0.001451686,0.00641642,0.007522572,0.005249511,0.016363461,0.043475314,0.005888409,0.014976925,0.009054029,0.001285511,0.010696135,0.013113101,0.011797785,0.004330662,0.007037474,0.008753505,0.005697371,0.012373008
OES,0.000483573,0.008878458,0.001291823,0.017860418,0.001037943,0.021008242,0.036947818,0.009046744,0.008447131,0.007090171,0.00847112,0.043471967,0.019311117,0.00534075,0.061560783,0.005735621,0.004244076,0.01018772,0.010098325,0.009930279,0.00987598,0.010028618,0.007928063,0.00440173,0.012215623,0.005131928,0.026842126,0.012233256,0.00655484,0.006076638,0.000513026,0.004890584,0.006983024,0.00732353,0.008704775,0.006535412,0.01114364,0.005803174,0.007540542,0.006235342,0.008072667,0.014334844,0.011898795,0.004180873,0.01217783,0.010919869,0.029838759,0.006683803,0.010014775,0.00425935,0.008120473,0.008882192,0.000504737,0.008200778,0.005759181,0.006156111,0.016443431,0.006229205,0.011384494,0.007618977,0.007056797,0.003955545,0.019641982,0.003967435,0.00332792,0.017779042,1,0.006012502,0.017138363,0.013576524,0.005836915,0.005499531,0.004372837,0.005783759,0.002879685,0.006791916,0.00713377,0.004886204,0.008317444,0.030164548,0.005861742,0.010553229,0.00632087,0.001250319,0.004154175,0.00595592,0.008711653,0.003809469,0.005780339,0.017128875,0.008445472,0.014086531
PAPI,0.000585794,0.009255556,0.001669978,0.018244984,0.00537772,0.010636502,0.014656013,0.018197615,0.007002516,0.007879888,0.011745382,0.005072009,0.026349156,0.006546915,0.006033734,0.005412281,0.002872195,0.013629021,0.018467418,0.010634552,0.007417311,0.015495273,0.007119748,0.038180805,0.005426652,0.004199571,0.00853291,0.015078359,0.025222988,0.006555926,0.000629578,0.017644164,0.015824906,0.01821903,0.020560839,0.01142949,0.01280141,0.004258217,0.007865209,0.024730568,0.00857202,0.021386067,0.008068351,0.005555937,0.011212422,0.014074521,0.008044794,0.007140988,0.016561465,0.004998281,0.018451761,0.02228645,0.00061714,0.009826429,0.02421444,0.009794669,0.011755809,0.007269268,0.006956111,0.01992433,0.018417817,0.009525786,0.009577052,0.007791623,0.007231791,0.011515074,0.006012502,1,0.03322629,0.045899695,0.014473014,0.025298946,0.016028838,0.007687297,0.007096759,0.009307817,0.012139955,0.013299143,0.039173884,0.006421796,0.020404596,0.013777939,0.006248608,0.002278208,0.01214843,0.029129093,0.01438628,0.004895334,0.014295108,0.008535927,0.00601902,0.020697685
PARS,0.000668413,0.015425635,0.002982383,0.058691083,0.004135107,0.015305084,0.045399936,0.024529595,0.008805594,0.016958973,0.006470438,0.008209115,0.025492999,0.002314131,0.009710048,0.166545011,0.003915471,0.047461584,0.021710151,0.0275546,0.008830116,0.023053608,0.009280824,0.005618199,0.013786879,0.016609454,0.024851163,0.007665067,0.012511089,0.004527543,0.000726026,0.009989197,0.010496782,0.025189466,0.020311233,0.009225951,0.016197725,0.010709112,0.005738029,0.014220125,0.015744396,0.042641167,0.011928221,0.006932174,0.010609918,0.024420645,0.013926348,0.002438975,0.011633289,0.007121218,0.015510158,0.027363468,0.000709536,0.014756665,0.012970802,0.015244922,0.027038709,0.018633169,0.013683848,0.018428686,0.011597644,0.008345123,0.009864588,0.013905537,0.017998737,0.011611371,0.017138363,0.03322629,1,0.019978475,0.011254841,0.008042729,0.021568366,0.011213697,0.004670181,0.014672475,0.027550401,0.004502246,0.024864119,0.008506822,0.013893951,0.064328347,0.003714881,0.004387175,0.032034769,0.02404535,0.010713913,0.005234161,0.206617821,0.032670287,0.01268338,0.055193526
POM,0.000588474,0.003581417,0.00163959,0.012636264,0.004781813,0.007481384,0.015281016,0.010143506,0.004683938,0.009253117,0.015598972,0.009961933,0.029713708,0.009825275,0.009370959,0.005399084,0.006309821,0.011737934,0.012983502,0.006876506,0.010379075,0.011430902,0.014298234,0.021540353,0.006144763,0.004173556,0.028120673,0.005256567,0.030084464,0.004782706,0.000632674,0.011719733,0.012996484,0.024710605,0.02542586,0.011946742,0.015263859,0.002821905,0.011136483,0.009527534,0.008421898,0.01566813,0.005906617,0.004318722,0.009269021,0.009473107,0.009282942,0.008201935,0.015809267,0.00730017,0.026184598,0.033120034,0.00139719,0.008387113,0.048584873,0.018347133,0.011607597,0.011176697,0.009141815,0.044664052,0.01865021,0.019478304,0.011937451,0.018904781,0.023302661,0.023787089,0.013576524,0.045899695,0.019978475,1,0.013067974,0.020271624,0.02293113,0.015279608,0.008985521,0.00554609,0.005230062,0.00605104,0.043700286,0.012884041,0.045744941,0.010119398,0.009771162,0.002319282,0.01755377,0.025743386,0.010378214,0.010375507,0.006961269,0.005544554,0.006914542,0.021185798
PTWD,0.000477561,0.00301099,0.001508251,0.010597429,0.003346138,0.005667091,0.011871509,0.006049508,0.004729055,0.010647742,0.006300263,0.005118629,0.025043653,0.003833802,0.005602804,0.00371735,0.00291498,0.005612365,0.013363204,0.002590074,0.007980706,0.017055373,0.005871624,0.014007609,0.00235466,0.002618081,0.006035896,0.008853748,0.010141752,0.005107328,0.000506265,0.009455172,0.007726622,0.007837024,0.013190853,0.012771353,0.00618981,0.002380944,0.006310253,0.025403239,0.012757801,0.009614753,0.004396199,0.013601378,0.008386168,0.020574867,0.004901134,0.065246157,0.013998993,0.006281711,0.012144205,0.006291281,0.001387997,0.00682954,0.010095503,0.008448297,0.011762116,0.007849534,0.004428916,0.00673238,0.040969474,0.002515958,0.012547854,0.002945737,0.004116935,0.007605276,0.005836915,0.014473014,0.011254841,0.013067974,1,0.013660454,0.009957717,0.005189555,0.000475458,0.003800005,0.007101183,0.003586391,0.006700877,0.003751009,0.010124156,0.007043082,0.006070222,0.001210906,0.007266475,0.029757731,0.018092753,0.010809663,0.011040353,0.004509924,0.005713552,0.010452917
PUG,0.000337591,0.004844944,0.001781516,0.008771885,0.002337316,0.004811991,0.004907156,0.008892294,0.010652517,0.004307116,0.004435226,0.002931418,0.008320423,0.006356679,0.005288504,0.014644841,0.000393749,0.009828916,0.007681025,0.004764829,0.005323271,0.005890634,0.003609013,0.09245716,0.00298456,0.001687526,0.005869797,0.005147359,0.013697762,0.010920684,0.000351686,0.007592553,0.0283991,0.021491724,0.012237304,0.005722802,0.005593853,0.002468721,0.004605167,0.00372253,0.003899808,0.016441717,0.003072844,0.00581051,0.007977393,0.005584932,0.003216226,0.003309861,0.003587875,0.003332707,0.007156565,0.005419718,0.000347771,0.010572816,0.012054173,0.00831475,0.005211291,0.002418919,0.001748968,0.013727014,0.011391149,0.022596267,0.003874545,0.00842221,0.004234934,0.024639393,0.005499531,0.025298946,0.008042729,0.020271624,0.013660454,1,0.018299919,0.004709909,0.005302412,0.006787623,0.010367139,0.018159482,0.029717128,0.003279248,0.017504799,0.003259749,0.004891284,0.001735561,0.023397351,0.012104144,0.007611437,0.003345244,0.004887468,0.003969471,0.004188809,0.013242816
PUMI,0.001942294,0.005904321,0.00194004,0.014860826,0.004673827,0.01062284,0.009621101,0.0052925,0.00417034,0.006718079,0.007559536,0.003000424,0.02276014,0.008495876,0.00501119,0.007006446,0.004648431,0.00727024,0.010629983,0.004070474,0.006219792,0.01410265,0.016968744,0.011927896,0.006122219,0.004543143,0.010605467,0.008280032,0.013295674,0.003475278,0.000628515,0.003752699,0.008537113,0.011396137,0.018726345,0.007662715,0.007814307,0.004441025,0.022417055,0.009107661,0.004732903,0.00985325,0.009534772,0.008090653,0.004080283,0.009239062,0.007416001,0.030733671,0.013670846,0.011918716,0.009862501,0.017864414,0.000616119,0.013626724,0.023541506,0.023948878,0.009618961,0.008584573,0.005231468,0.016559581,0.013563922,0.012538079,0.009598591,0.004673294,0.005804272,0.00710352,0.004372837,0.016028838,0.021568366,0.02293113,0.009957717,0.018299919,1,0.008544224,0.005992832,0.002781001,0.007226821,0.003110114,0.027211265,0.005012342,0.020214983,0.012493913,0.009433705,0.002264351,0.01478043,0.02372731,0.011240964,0.007517184,0.012463809,0.005448897,0.003874552,0.020534373
ROTT,0.000390894,0.002284555,0.001345409,0.009077572,0.003494323,0.004478692,0.002885314,0.004387098,0.004944294,0.002393474,0.006116745,0.002982222,0.010836952,0.01134624,0.003938401,0.001778181,0.002917359,0.007415335,0.016922522,0.005228182,0.008919392,0.005771039,0.329083316,0.004180315,0.012346244,0.005928853,0.007062574,0.006895483,0.004358865,0.002123001,0.000409917,0.002370528,0.009672,0.004580072,0.00985687,0.005939717,0.054217422,0.003165279,0.013139715,0.004652448,0.009770136,0.005661379,0.002884552,0.001950184,0.004300293,0.007905812,0.009811831,0.009864646,0.007883491,0.023639223,0.018398003,0.009960655,0.000404607,0.004604663,0.011003933,0.005988641,0.005119457,0.04655175,0.014063871,0.009475216,0.004884724,0.002618337,0.01365369,0.000827748,0.001350497,0.004391529,0.005783759,0.007687297,0.011213697,0.015279608,0.005189555,0.004709909,0.008544224,1,0.002437244,0.003699089,0.003037091,0.001011963,0.009561839,0.003019722,0.008823339,0.0057298,0.022961709,0.000775136,0.005069619,0.005413529,0.011304607,0.006795899,0.001732566,0.004001355,0.00300722,0.004840025
SAMO,0.001077901,0.001395756,0.000365362,0.003710029,0.003039343,0.004464813,0.005590611,0.003999035,0.001177002,0.002140323,0.002035915,0.004836976,0.002266364,0.002839257,0.005188751,0.00176304,0.002064598,0.003103051,0.000498151,0.001030169,0.001443852,0.000548787,0.003107614,0.002623002,0.00046238,0.00146396,0.003228997,0.002858026,0.002741631,0.00259789,0.001541246,0.000369298,0.001801155,0.005334024,0.006341016,0.002151476,0.003333582,0.001606183,0.001941108,0.001462595,0.003578188,0.002763473,0.00244666,0.002340245,0.002884068,0.000593729,0.004015163,0.00394025,0.003341919,0.002573794,0.001903971,0.001596535,0.019258549,0.002202958,0.011558754,0.003932382,0.002979727,0.003231523,0.001556821,0.007086208,0.004118039,0.00252783,0.001250606,0.002568398,0.001562611,0.001451686,0.002879685,0.007096759,0.004670181,0.008985521,0.000475458,0.005302412,0.005992832,0.002437244,1,0.001400403,0.00229442,0.000422674,0.007213883,0.006957223,0.004010459,0.00227794,0.004239466,0.000726144,0.001903944,0.003540768,0.002820707,0.002201922,0.005286402,0.001135076,0.003585804,0.004512472
SCOT,0.000405488,0.011129139,0.000390946,0.016996108,0.002423047,0.010341218,0.008640821,0.017299799,0.003975574,0.007029155,0.001954414,0.008957475,0.006819417,0.002617918,0.01298983,0.013520747,0.001869645,0.009107857,0.009186872,0.004335932,0.003124508,0.005263018,0.004977532,0.006752428,0.005545222,0.007558124,0.014596397,0.01054237,0.005041351,0.003137398,0.000425996,0.011966568,0.005454163,0.005459318,0.006627872,0.006418525,0.008772043,0.006250198,0.002996416,0.008353527,0.00478102,0.006151223,0.003734706,0.003032129,0.00277333,0.005717055,0.006334731,0.005671905,0.003290714,0.00363489,0.005681459,0.006249094,0.000420265,0.004933493,0.003453204,0.003638837,0.005943468,0.007967218,0.005108029,0.004975224,0.004725311,0.005728274,0.00378774,0.039729896,0.079058801,0.00641642,0.006791916,0.009307817,0.014672475,0.00554609,0.003800005,0.006787623,0.002781001,0.003699089,0.001400403,1,0.008104147,0.000945834,0.005229403,0.006931463,0.006780946,0.008089985,0.003325476,0.000834712,0.004231657,0.005385106,0.006193629,0.002763605,0.006537163,0.00532613,0.239953374,0.014868689
SCWT,0.000425598,0.009410434,0.001531058,0.03644098,0.000803124,0.006677857,0.007122237,0.015227462,0.003482505,0.012775545,0.001813771,0.007301781,0.004465547,0.005139763,0.012999578,0.023203877,0.004063114,0.023585121,0.007783308,0.013372369,0.004925051,0.005761184,0.006390375,0.010760344,0.008738805,0.012393549,0.012233241,0.007519504,0.00700773,0.00372605,0.000448247,0.009277375,0.003971584,0.009563592,0.007571024,0.011330714,0.006587833,0.00476425,0.004395227,0.010310159,0.008483798,0.030292559,0.006075385,0.008396478,0.005804443,0.004642263,0.009318359,0.000496093,0.008641439,0.002790032,0.0047842,0.009925784,0.000441906,0.007919331,0.004646612,0.005539053,0.008472473,0.004830954,0.006658622,0.008566003,0.008119509,0.006347094,0.008002688,0.015399679,0.007395607,0.007522572,0.00713377,0.012139955,0.027550401,0.005230062,0.007101183,0.010367139,0.007226821,0.003037091,0.00229442,0.008104147,1,0.004296278,0.008191647,0.00995883,0.006908004,0.024783123,0.007860633,0.00092465,0.010610491,0.005231425,0.007796389,0.004595554,0.044131798,0.011929219,0.013544263,0.024505924
SHIH,0.000424336,0.003789017,0.001368131,0.003577886,0.000798641,0.002645189,0.004237035,0.008136994,0.002258937,0.00188707,0.001808619,0.002461749,0.003875563,0.002086646,0.002024377,0.0033893,0.00118448,0.004145793,0.002968772,0.001977954,0.002042989,0.003009706,0.002660936,0.008546223,0.0029072,0.001396467,0.00195392,0.002677372,0.016171373,0.026609318,0.001343332,0.004097934,0.005353852,0.021138661,0.005169461,0.003597629,0.005292016,0.002115266,0.001455907,0.006681361,0.00221005,0.00243485,0.002507372,0.004364103,0.005067548,0.003654079,0.002866108,0.002244939,0.003408447,0.001209598,0.005344483,0.006171145,0.001427844,0.002754055,0.003663938,0.006098255,0.004729983,0.002090608,0.003554581,0.004763336,0.006701034,0.003611323,0.00261679,0.002298502,0.003029198,0.005249511,0.004886204,0.013299143,0.004502246,0.00605104,0.003586391,0.018159482,0.003110114,0.001011963,0.000422674,0.000945834,0.004296278,1,0.006403425,0.000447092,0.003367605,0.00286559,0.001928199,0.0056578,0.033903583,0.007120011,0.003237019,0.00274347,0.001158791,0.001267885,0.003112385,0.007102973
SKIP,0.000533603,0.009534769,0.001610972,0.017060224,0.001311134,0.012037691,0.010541906,0.007811287,0.005150506,0.008926719,0.021792546,0.002606948,0.020472948,0.013169312,0.006907077,0.010568652,0.001629764,0.017172996,0.014622205,0.006427683,0.009193522,0.006778807,0.0118874,0.040722152,0.006684844,0.00639647,0.008696131,0.008694545,0.01852679,0.004208366,0.000569693,0.007389659,0.004959268,0.00861981,0.023496787,0.00916558,0.01057577,0.004798857,0.011128999,0.010459083,0.007258328,0.013759498,0.006597648,0.006071594,0.007970397,0.011239317,0.008905316,0.00622444,0.014770069,0.008376341,0.014390378,0.015231736,0.00055949,0.016667542,0.029713675,0.009470226,0.012288852,0.008366274,0.007480489,0.017667506,0.026175917,0.015562922,0.011611743,0.009624217,0.01047338,0.016363461,0.008317444,0.039173884,0.024864119,0.043700286,0.006700877,0.029717128,0.027211265,0.009561839,0.007213883,0.005229403,0.008191647,0.006403425,1,0.0039075,0.02214592,0.009355189,0.008269286,0.001650418,0.015896368,0.022812075,0.009669429,0.004704987,0.005503375,0.004720521,0.007317132,0.015237123
SSHP,0.000397445,0.013938409,0.000383465,0.015869775,0.000708429,0.025889331,0.078117547,0.005813956,0.003063618,0.005926848,0.010016769,0.051901343,0.010923131,0.001868726,0.065997302,0.003233338,0.002452875,0.007227306,0.004090465,0.003720498,0.004509198,0.005607542,0.01116253,0.006541806,0.005445658,0.004026055,0.066901668,0.006088554,0.007341172,0.002979394,0.000417127,0.003896454,0.002070325,0.004785511,0.005723219,0.002822434,0.005891198,0.002834592,0.002477273,0.007660499,0.003254803,0.005779622,0.003215264,0.004307306,0.002875675,0.006148844,0.00608985,0.006735527,0.005499924,0.002261704,0.003892911,0.004775601,0.002227359,0.003547912,0.009243865,0.004553364,0.008553737,0.004442593,0.004380834,0.003652918,0.00396759,0.003181401,0.007587984,0.002682654,0.001353408,0.043475314,0.030164548,0.006421796,0.008506822,0.012884041,0.003751009,0.003279248,0.005012342,0.003019722,0.006957223,0.006931463,0.00995883,0.000447092,0.0039075,1,0.005743888,0.007209414,0.003912997,0.00080133,0.0029618,0.008760841,0.00388776,0.001985467,0.007179724,0.005820366,0.005717324,0.012766893
