,AFGH,AIRT,AKIT,AMST,ANAT,AUCD,AUSS,AUST,BASS,BEAG,BELS,BERD,BMAL,BMD,BORD,BORT,BORZ,BOST,BOUV,BOX,BRIA,BRIT,BRTR,BRUS,BULM,BULT,CARD,CCRT,CHIH,CHIN,CHOW,CKCS,COTO,CRES,DACH,DALM,DANE,DEER,DOBP,ECKR,ESET,FBUL,FCR,FIEL,GOLD,GORD,GREY,GSD,GSHP,GSMD,GSNZ,GWHP,HUSK,ITGY,KEES,KUVZ,LAB,LEON,MAST,MPIN,MPOO,MSNZ,NEWF,NORF,NOWT,NSDT,OES,PAPI,PARS,POM,PTWD,PUG,PUMI,ROTT,SAMO,SCOT,SCWT,SHIH,SKIP,SSHP,SSNZ,STAF,STBD,TIBM,TIBT,TPOO,VIZS,WEIM,WFOX,WHIP,WHWT,YORK
BELS,0.000436563,0.002379438,0.000419753,0.005211739,0.001709942,0.004117272,0.007992251,0.005879355,0.003840365,0.003031428,1,0.003892264,0.244424318,0.003639186,0.004848973,0.003725043,0.004276356,0.005734536,0.04280019,0.002165557,0.026654192,0.007851115,0.00608235,0.010659125,0.002532523,0.003965853,0.007064784,0.003638832,0.006446576,0.003771235,0.000460426,0.002913522,0.008925969,0.002558147,0.009148749,0.005610743,0.010050721,0.006271865,0.003568663,0.005428513,0.00482839,0.005731946,0.006169103,0.002476226,0.00446043,0.004179086,0.006539538,0.016328264,0.008677037,0.009056088,0.007503166,0.010018732,0.000453739,0.007932557,0.009760694,0.007398337,0.008271928,0.006406488,0.006317801,0.00709989,0.007364786,0.004442249,0.005897846,0.003007079,0.003802804,0.00893341,0.00847112,0.011745382,0.006470438,0.015598972,0.006300263,0.004435226,0.007559536,0.006116745,0.002035915,0.001954414,0.001813771,0.001808619,0.021792546,0.010016769,0.007267651,0.003890911,0.005958688,0.000978018,0.006133726,0.007310096,0.005933446,0.003559236,0.004079202,0.005800759,0.003680676,0.00951723
BERD,0.000402937,0.005201323,0.002715085,0.011295086,0.000726069,0.037839184,0.04528887,0.005485354,0.004600921,0.005069491,0.003892264,1,0.019114475,0.003367228,0.18763468,0.003795672,0.000810219,0.009726739,0.002037817,0.004984552,0.005502133,0.005131344,0.003309491,0.006278213,0.004098167,0.003341383,0.052273086,0.007897869,0.004565858,0.0020739,0.000423181,0.005273214,0.004610914,0.005840881,0.006481209,0.005254519,0.006222619,0.003284723,0.004009346,0.009592701,0.003741211,0.009334369,0.008378091,0.004925505,0.012077175,0.007558458,0.012685326,0.004558034,0.005567393,0.001354597,0.00794792,0.005023223,0.000632487,0.005766275,0.005572371,0.004440443,0.009056598,0.001978711,0.005732285,0.008760175,0.007337925,0.008628221,0.00927217,0.002820439,0.008530361,0.022131552,0.043471967,0.005072009,0.008209115,0.009961933,0.005118629,0.002931418,0.003000424,0.002982222,0.004836976,0.008957475,0.007301781,0.002461749,0.002606948,0.051901343,0.003251825,0.004505921,0.003613335,0.000823973,0.003854588,0.006361967,0.005901162,0.005515707,0.002287069,0.004799794,0.012920292,0.009298959
BMAL,0.000627109,0.003305704,0.002790921,0.028433207,0.002040307,0.01250545,0.023886291,0.009201608,0.006091959,0.009135521,0.244424318,0.019114475,1,0.005966343,0.013745884,0.003708003,0.003923007,0.010743439,0.064748517,0.007867377,0.035065879,0.016428344,0.012304936,0.009101507,0.010252651,0.00652214,0.016684766,0.008808102,0.024376739,0.003856256,0.000677554,0.00239347,0.017540282,0.013249938,0.017911205,0.007856272,0.022589129,0.006457643,0.012126818,0.007709968,0.008367364,0.013209242,0.005607733,0.003227562,0.010900674,0.010815926,0.014069267,0.135276666,0.019524726,0.008767974,0.019903728,0.029544286,0.00066317,0.014718473,0.028265575,0.008623863,0.017257083,0.021911486,0.008458346,0.014622591,0.017454116,0.008257854,0.015042386,0.006842882,0.007803408,0.016339541,0.019311117,0.026349156,0.025492999,0.029713708,0.025043653,0.008320423,0.02276014,0.010836952,0.002266364,0.006819417,0.004465547,0.003875563,0.020472948,0.010923131,0.011870653,0.005476638,0.011878434,0.003063031,0.010698311,0.022284343,0.011174649,0.006567093,0.009269255,0.008924021,0.004685008,0.023521471
BMD,0.000378712,0.002133178,0.001153695,0.009305628,0.001560782,0.006020445,0.004934594,0.003786746,0.003801566,0.004307588,0.003639186,0.003367228,0.005966343,1,0.003639358,0.001973725,0.001779653,0.008564607,0.003324479,0.003789662,0.006990004,0.004537012,0.019539059,0.005492169,0.008619883,0.003897981,0.006773277,0.006034402,0.005850635,0.001352036,0.00039654,0.002893913,0.002202879,0.00508302,0.01342866,0.007338432,0.024393247,0.003073972,0.004516707,0.008344779,0.00483029,0.007475679,0.007440965,0.001287686,0.006466194,0.008135743,0.00689523,0.006044982,0.006547219,0.114462452,0.007629097,0.012685331,0.00039157,0.00790846,0.006308563,0.00757914,0.010388494,0.027761884,0.013255931,0.006035404,0.005955421,0.007808292,0.019154627,0.002813368,0.001490182,0.006350471,0.00534075,0.006546915,0.002314131,0.009825275,0.003833802,0.006356679,0.008495876,0.01134624,0.002839257,0.002617918,0.005139763,0.002086646,0.013169312,0.001868726,0.005251851,0.007653243,0.059427422,0.000728657,0.002225234,0.007389678,0.006944288,0.005830082,0.006187103,0.002781613,0.002307102,0.00721954
BORD,0.000551401,0.010029021,0.000912237,0.016629122,0.001410306,0.068043039,0.078666617,0.012302355,0.005519216,0.008764649,0.004848973,0.18763468,0.013745884,0.003639358,1,0.006528429,0.00183426,0.00968673,0.005407913,0.006620152,0.007709227,0.007379311,0.00482645,0.008893697,0.00583109,0.003581676,0.089746709,0.010315385,0.008269062,0.00256855,0.000590026,0.002843619,0.001914672,0.008231815,0.011684699,0.00574215,0.00724235,0.004316475,0.004294366,0.011248739,0.003683569,0.009136695,0.004749683,0.002513649,0.007513381,0.0068199,0.011962536,0.009028567,0.009437745,0.002178724,0.007877483,0.004017469,0.000579088,0.00488598,0.006523491,0.00496693,0.009674119,0.004750237,0.002661824,0.006054889,0.006675162,0.003703169,0.007352808,0.009433529,0.007848376,0.02686761,0.061560783,0.006033734,0.009710048,0.009370959,0.005602804,0.005288504,0.00501119,0.003938401,0.005188751,0.01298983,0.012999578,0.002024377,0.006907077,0.065997302,0.008579691,0.006254377,0.003645683,0.001833457,0.006182003,0.009220407,0.010659223,0.001809369,0.005216521,0.007030299,0.015109197,0.01421538
BORT,0.002941562,0.012304988,0.002686248,0.018836336,0.000730394,0.007718463,0.009244561,0.010645118,0.004057957,0.01104392,0.003725043,0.003795672,0.003708003,0.001973725,0.006528429,1,0.00315446,0.017265105,0.006327255,0.007748558,0.003652855,0.00631569,0.008429979,0.016221717,0.00737102,0.00807843,0.008406548,0.007865735,0.014464808,0.001213062,0.000424647,0.008378209,0.004705556,0.010121569,0.006184267,0.00895736,0.005545211,0.004696868,0.006216163,0.00501402,0.004976227,0.021468411,0.007144076,0.008403745,0.007063484,0.006700928,0.006653459,0.001810943,0.005240939,0.0039537,0.005933431,0.007849001,0.001596337,0.009964213,0.002761243,0.004987856,0.009114429,0.004893574,0.008391118,0.007669348,0.008879252,0.003014339,0.012536776,0.013089833,0.014537009,0.005786589,0.005735621,0.005412281,0.166545011,0.005399084,0.00371735,0.014644841,0.007006446,0.001778181,0.00176304,0.013520747,0.023203877,0.0033893,0.010568652,0.003233338,0.008886993,0.017177044,0.004467001,0.000829548,0.004492459,0.011740357,0.006861496,0.002303167,0.017419743,0.008347175,0.013365883,0.023556573
BORZ,0.005686479,0.001969344,0.000433788,0.003220647,0.01046548,0.002894176,0.002731778,0.001925563,0.003611702,0.001919121,0.004276356,0.000810219,0.003923007,0.001779653,0.00183426,0.00315446,1,0.002853099,0.003840073,0.000474064,0.003027749,0.003135752,0.002724338,0.001744426,0.000577707,0.000530148,0.003040377,0.001714106,0.003479441,0.000386681,0.000477368,0.002472956,0.001913022,0.000671931,0.005225496,0.00530938,0.008946818,0.016632006,0.003211589,0.002168646,0.002861664,0.002329306,0.00202248,0.000735308,0.00200606,0.006454193,0.016427453,0.003956513,0.003057003,0.003282277,0.002515102,0.007600263,0.000470183,0.007730365,0.002442442,0.006157118,0.00359888,0.00359063,0.002472583,0.00322314,0.003242043,0.004304022,0.004458065,0.002798442,0.001132518,0.004287859,0.004244076,0.002872195,0.003915471,0.006309821,0.00291498,0.000393749,0.004648431,0.002917359,0.002064598,0.001869645,0.004063114,0.00118448,0.001629764,0.002452875,0.003884476,0.003197147,0.004133226,0.002861692,0.001948993,0.003563363,0.00270711,0.001818004,0.000463772,0.005718633,0.000948546,0.002399264
BOST,0.00056147,0.015398817,0.000533967,0.131452227,0.004327811,0.009636313,0.009272175,0.014987465,0.007299374,0.015583905,0.005734536,0.009726739,0.010743439,0.008564607,0.00968673,0.017265105,0.002853099,1,0.013342979,0.033258621,0.004937885,0.007812888,0.007331146,0.013679269,0.038319823,0.030940946,0.013468334,0.010858658,0.012103628,0.002515808,0.000601569,0.006764201,0.020252482,0.01213514,0.011531954,0.015376441,0.017305333,0.006976344,0.008214033,0.012547204,0.005548969,0.09823037,0.007281683,0.007565846,0.013225641,0.008908794,0.013009629,0.004134838,0.009204427,0.005495177,0.011237508,0.009428165,0.000590203,0.011816678,0.004737378,0.008581294,0.012895665,0.007029165,0.022473102,0.008560297,0.00958803,0.006148762,0.018413957,0.00481409,0.010891472,0.010129009,0.01018772,0.013629021,0.047461584,0.011737934,0.005612365,0.009828916,0.00727024,0.007415335,0.003103051,0.009107857,0.023585121,0.004145793,0.017172996,0.007227306,0.01049829,0.077994647,0.010891622,0.001949713,0.005990201,0.013217746,0.010116893,0.003839821,0.014489076,0.016665326,0.004783418,0.025808321
BOUV,0.000500461,0.008841322,0.000478494,0.019689196,0.003554551,0.011731715,0.008271535,0.006691887,0.005473006,0.004561624,0.04280019,0.002037817,0.064748517,0.003324479,0.005407913,0.006327255,0.003840073,0.013342979,1,0.005409817,0.019987555,0.011258051,0.009168172,0.010784555,0.010916251,0.004019419,0.008602036,0.011703416,0.008476831,0.004337041,0.000532074,0.006774669,0.011697533,0.010237891,0.012305346,0.012023076,0.027208422,0.008110697,0.006007738,0.00752691,0.015305314,0.007576869,0.009942962,0.004679965,0.008524198,0.007214307,0.011663934,0.0098945,0.013795403,0.005964585,0.014736448,0.017795288,0.000523164,0.006893061,0.008590454,0.009418878,0.010045679,0.012976671,0.01242344,0.011536386,0.013015685,0.007929306,0.013556052,0.004275563,0.00610601,0.005011467,0.010098325,0.018467418,0.021710151,0.012983502,0.013363204,0.007681025,0.010629983,0.016922522,0.000498151,0.009186872,0.007783308,0.002968772,0.014622205,0.004090465,0.008299911,0.009200884,0.005672824,0.001369839,0.004012681,0.013407804,0.007663752,0.003050151,0.005818053,0.006945928,0.005786023,0.008345714
BOX,0.000394961,0.005682348,0.000381152,0.041754293,0.000700575,0.006253443,0.005042058,0.009821477,0.004572148,0.008057697,0.002165557,0.004984552,0.007867377,0.003789662,0.006620152,0.007748558,0.000474064,0.033258621,0.005409817,1,0.005063836,0.004652046,0.011330251,0.005041024,0.020035394,0.01018969,0.004779894,0.017271977,0.005182167,0.001278003,0.000414392,0.005608727,0.002004181,0.005872469,0.006363559,0.013050309,0.009178147,0.004242348,0.002846908,0.004928829,0.004365964,0.041018252,0.006064027,0.002159183,0.002767078,0.007047354,0.008404947,0.002239287,0.006087163,0.007164529,0.008401112,0.008922659,0.000408967,0.005672481,0.004846435,0.007632002,0.009340431,0.003809718,0.022274478,0.005173239,0.003949067,0.006815821,0.010063492,0.001494633,0.004860752,0.007774436,0.009930279,0.010634552,0.0275546,0.006876506,0.002590074,0.004764829,0.004070474,0.005228182,0.001030169,0.004335932,0.013372369,0.001977954,0.006427683,0.003720498,0.006472577,0.025186557,0.004252567,0.000791295,0.002929093,0.004906199,0.002367583,0.004927874,0.011942866,0.006386149,0.003198545,0.012384326
BRIA,0.000472069,0.003727526,0.000452475,0.006525225,0.000986349,0.007099245,0.008194584,0.004114889,0.00696703,0.004816524,0.026654192,0.005502133,0.035065879,0.006990004,0.007709227,0.003652855,0.003027749,0.004937885,0.019987555,0.005063836,1,0.014659495,0.006977119,0.009737391,0.007158471,0.001362313,0.005264208,0.005660261,0.010936489,0.003680566,0.000500096,0.004153424,0.006157427,0.005061778,0.010511321,0.008668944,0.013993345,0.003430908,0.009018082,0.005385861,0.010744619,0.007780241,0.009221283,0.009013447,0.00791186,0.015730725,0.011335658,0.013276254,0.013281217,0.008897588,0.011531604,0.013449064,0.000492216,0.004257659,0.006049965,0.006588255,0.013485789,0.007978845,0.004466741,0.006467531,0.009262995,0.003219064,0.012115241,0.003587174,0.003073537,0.00787457,0.00987598,0.007417311,0.008830116,0.010379075,0.007980706,0.005323271,0.006219792,0.008919392,0.001443852,0.003124508,0.004925051,0.002042989,0.009193522,0.004509198,0.006755326,0.004367434,0.011547643,0.001176205,0.004440584,0.006367464,0.013491969,0.006167633,0.004536203,0.005945722,0.00625722,0.003565926
BRIT,0.000551591,0.00882952,0.00364358,0.016619157,0.004405362,0.014186065,0.011449086,0.009803267,0.011943581,0.010482258,0.007851115,0.005131344,0.016428344,0.004537012,0.007379311,0.00631569,0.003135752,0.007812888,0.011258051,0.004652046,0.014659495,1,0.009209446,0.007212685,0.009046527,0.003437098,0.011042701,0.026720018,0.019285028,0.005117267,0.000590244,0.010770757,0.003838136,0.013919629,0.019632495,0.024494288,0.011804044,0.006894104,0.007973454,0.026144934,0.129175238,0.011308653,0.012382375,0.01254533,0.01447615,0.089588462,0.007069562,0.005402373,0.04326052,0.007298721,0.015697822,0.051466431,0.002405561,0.007567809,0.005064556,0.007670207,0.023123314,0.007381374,0.007410675,0.008850616,0.016826982,0.004039513,0.015370972,0.002899398,0.005682358,0.013652828,0.010028618,0.015495273,0.023053608,0.011430902,0.017055373,0.005890634,0.01410265,0.005771039,0.000548787,0.005263018,0.005761184,0.003009706,0.006778807,0.005607542,0.009589322,0.007918199,0.004973092,0.001835563,0.010289494,0.019833995,0.037966407,0.013121078,0.007545587,0.005921517,0.006254682,0.016411954
BRTR,0.00044078,0.052323414,0.003290341,0.009404465,0.003342515,0.005431482,0.008865385,0.004523327,0.0055761,0.005081221,0.00608235,0.003309491,0.012304936,0.019539059,0.00482645,0.008429979,0.002724338,0.007331146,0.009168172,0.011330251,0.006977119,0.009209446,1,0.003687875,0.006156295,0.002670672,0.008285612,0.007725562,0.007910459,0.005789361,0.00046512,0.002329737,0.006817063,0.00411748,0.013555152,0.008230247,0.035212447,0.00407878,0.016878088,0.006859809,0.012403918,0.007068778,0.003311193,0.004533226,0.019031013,0.009044641,0.006455107,0.004337972,0.013996119,0.016463551,0.230598232,0.013023669,0.000458296,0.004538186,0.00782724,0.00707491,0.012017146,0.031377964,0.011875528,0.014174164,0.008965229,0.004558288,0.046858964,0.005045998,0.002085067,0.010428965,0.007928063,0.007119748,0.009280824,0.014298234,0.005871624,0.003609013,0.016968744,0.329083316,0.003107614,0.004977532,0.006390375,0.002660936,0.0118874,0.01116253,0.015715075,0.005784223,0.012919293,0.000999439,0.002979327,0.008014192,0.01287427,0.009011488,0.00655537,0.005169013,0.004060559,0.012968059
BRUS,0.000444263,0.006266157,0.003245832,0.012332642,0.005650255,0.006908065,0.006341722,0.021858408,0.006835822,0.004973074,0.010659125,0.006278213,0.009101507,0.005492169,0.008893697,0.016221717,0.001744426,0.013679269,0.010784555,0.005041024,0.009737391,0.007212685,0.003687875,1,0.004447159,0.003683114,0.007522821,0.006075822,0.017125464,0.012566997,0.000469,0.048217764,0.010832975,0.01759676,0.014653512,0.008421512,0.007376402,0.003164531,0.008868114,0.019223558,0.015076866,0.01434493,0.008512356,0.009262711,0.010140242,0.007810887,0.00387571,0.002659418,0.008171372,0.007087712,0.006493209,0.008712851,0.000979996,0.012932749,0.012609284,0.003187706,0.005785877,0.007093104,0.008429883,0.017619242,0.01532029,0.014373191,0.008124438,0.007226097,0.002380879,0.010171567,0.00440173,0.038180805,0.005618199,0.021540353,0.014007609,0.09245716,0.011927896,0.004180315,0.002623002,0.006752428,0.010760344,0.008546223,0.040722152,0.006541806,0.020455278,0.012800026,0.014691233,0.001017529,0.013305984,0.02595472,0.009383871,0.004607874,0.008601626,0.001894078,0.00884244,0.016153875
BULM,0.000464369,0.007402051,0.003639654,0.043572725,0.004007453,0.009441384,0.01022075,0.005931052,0.004143327,0.007030894,0.002532523,0.004098167,0.010252651,0.008619883,0.00583109,0.00737102,0.000577707,0.038319823,0.010916251,0.020035394,0.007158471,0.009046527,0.006156295,0.004447159,1,0.012630646,0.010184646,0.015275763,0.005269276,0.00452016,0.000491464,0.00315812,0.007462361,0.005237288,0.008550192,0.009947627,0.025910879,0.00630072,0.004183015,0.004657716,0.00557051,0.028592248,0.015912539,0.00441267,0.018302875,0.009198343,0.007497283,0.002581343,0.00603589,0.005648876,0.007965638,0.016430571,0.0018034,0.005876781,0.002892522,0.010694299,0.014267217,0.011214089,0.347896371,0.005297147,0.00750313,0.004591269,0.024478218,0.00343451,0.004161859,0.009712578,0.012215623,0.005426652,0.013786879,0.006144763,0.00235466,0.00298456,0.006122219,0.012346244,0.00046238,0.005545222,0.008738805,0.0029072,0.006684844,0.005445658,0.006109485,0.018624106,0.02193333,0.001129542,0.004409937,0.005577475,0.004244011,0.004537266,0.010076784,0.008522345,0.003550201,0.012141996
BULT,0.000433136,0.008315664,0.000416584,0.097154476,0.000830394,0.006442664,0.003498033,0.005538031,0.005455888,0.009884249,0.003965853,0.003341383,0.00652214,0.003897981,0.003581676,0.00807843,0.000530148,0.030940946,0.004019419,0.01018969,0.001362313,0.003437098,0.002670672,0.003683114,0.012630646,1,0.003810105,0.008576756,0.005862637,0.001042898,0.000456616,0.006952346,0.004309224,0.006638517,0.003552352,0.006597055,0.009586363,0.001671409,0.006090828,0.016561391,0.006191492,0.02111517,0.002853023,0.005808978,0.012130263,0.006649166,0.008748835,0.000506365,0.004367849,0.001842312,0.004794779,0.003520931,0.000450038,0.00660893,0.003512197,0.004115687,0.00583399,0.002679532,0.01280272,0.004772806,0.00376244,0.000798907,0.005032254,0.003136343,0.001506193,0.006962792,0.005131928,0.004199571,0.016609454,0.004173556,0.002618081,0.001687526,0.004543143,0.005928853,0.00146396,0.007558124,0.012393549,0.001396467,0.00639647,0.004026055,0.005166298,0.102633886,0.004392933,0.000960985,0.004042184,0.003293673,0.00201048,0.00045243,0.011938749,0.013528093,0.002681619,0.008536256
CARD,0.000531562,0.007779108,0.000506847,0.021652945,0.001659051,0.021982653,0.054407263,0.007798652,0.006518113,0.008269842,0.007064784,0.052273086,0.016684766,0.006773277,0.089746709,0.008406548,0.003040377,0.013468334,0.008602036,0.004779894,0.005264208,0.011042701,0.008285612,0.007522821,0.010184646,0.003810105,1,0.009746633,0.012981374,0.003075487,0.000567367,0.009129431,0.00490024,0.007517522,0.00833684,0.005767589,0.007904505,0.005121444,0.005350165,0.009526472,0.00954993,0.011065368,0.006901316,0.008326767,0.00780681,0.009493108,0.012500424,0.007910577,0.007243668,0.002828649,0.008985681,0.009181443,0.001722816,0.008810013,0.010999715,0.006643498,0.01453252,0.00577781,0.006925189,0.007602429,0.007346992,0.004730643,0.010869961,0.005672269,0.007371966,0.024922441,0.026842126,0.00853291,0.024851163,0.028120673,0.006035896,0.005869797,0.010605467,0.007062574,0.003228997,0.014596397,0.012233241,0.00195392,0.008696131,0.066901668,0.009823706,0.008152614,0.002459575,0.001631044,0.005643597,0.010126916,0.007282661,0.003739689,0.016562418,0.01114594,0.01290404,0.017860033
CCRT,0.00049077,0.007327558,0.003322123,0.020338948,0.002734704,0.010417049,0.010778291,0.005231182,0.010834576,0.009635271,0.003638832,0.007897869,0.008808102,0.006034402,0.010315385,0.007865735,0.001714106,0.010858658,0.011703416,0.017271977,0.005660261,0.026720018,0.007725562,0.006075822,0.015275763,0.008576756,0.009746633,1,0.008171665,0.009831206,0.000521133,0.0069517,0.007302851,0.009216622,0.012463962,0.014690986,0.012554846,0.003714118,0.006400158,0.019991019,0.026175501,0.011135109,0.02368585,0.010648226,0.041118917,0.019902691,0.007760267,0.004617749,0.018518036,0.007209712,0.010411215,0.030884139,0.001667011,0.008147427,0.007478414,0.009036025,0.037387496,0.00938433,0.015813618,0.012160984,0.011975154,0.006471587,0.029677647,0.002640212,0.006642235,0.01526698,0.012233256,0.015078359,0.007665067,0.005256567,0.008853748,0.005147359,0.008280032,0.006895483,0.002858026,0.01054237,0.007519504,0.002677372,0.008694545,0.006088554,0.007028334,0.007821353,0.005134556,0.001299593,0.004876313,0.014260474,0.010647544,0.006930682,0.005107268,0.008531674,0.010008069,0.011273738
CHIH,0.000685894,0.006352505,0.000645292,0.03055413,0.007564796,0.011777579,0.009975137,0.010946213,0.008561325,0.010709393,0.006446576,0.004565858,0.024376739,0.005850635,0.008269062,0.014464808,0.003479441,0.012103628,0.008476831,0.005182167,0.010936489,0.019285028,0.007910459,0.017125464,0.005269276,0.005862637,0.012981374,0.008171665,1,0.00822176,0.000746697,0.006115684,0.006345848,0.129255774,0.022437181,0.008832368,0.010379006,0.00465887,0.00498278,0.014635292,0.009055622,0.014423062,0.005233426,0.006585076,0.008229574,0.015786279,0.01023619,0.006681025,0.018688472,0.003149883,0.009194686,0.018182746,0.001364059,0.011979795,0.01109597,0.011325488,0.011616815,0.00489032,0.00436364,0.014102685,0.021390624,0.007082066,0.008218076,0.007137656,0.00640194,0.009697037,0.00655484,0.025222988,0.012511089,0.030084464,0.010141752,0.013697762,0.013295674,0.004358865,0.002741631,0.005041351,0.00700773,0.016171373,0.01852679,0.007341172,0.009760954,0.008287581,0.005861549,0.005268488,0.010036332,0.041025125,0.013614019,0.006286509,0.008841676,0.005270241,0.004944259,0.016487234
CHIN,0.000332382,0.005575007,0.017974921,0.002282336,0.000525185,0.00223479,0.001784885,0.003260238,0.002087624,0.002426845,0.003771235,0.0020739,0.003856256,0.001352036,0.00256855,0.001213062,0.000386681,0.002515808,0.004337041,0.001278003,0.003680566,0.005117267,0.005789361,0.012566997,0.00452016,0.001042898,0.003075487,0.009831206,0.00822176,1,0.001843556,0.007815178,0.001852799,0.006354639,0.005971489,0.007426785,0.002290468,0.00223455,0.002075165,0.005131868,0.002553865,0.005749061,0.00157533,0.004200336,0.003291136,0.004813614,0.001827559,0.00310673,0.002895503,0.00302634,0.004442297,0.005938296,0.001192548,0.003772997,0.003488253,0.006730944,0.00358352,0.002723681,0.002383922,0.004337601,0.004385021,0.009334837,0.002932524,0.004935286,0.004475043,0.005293343,0.006076638,0.006555926,0.004527543,0.004782706,0.005107328,0.010920684,0.003475278,0.002123001,0.00259789,0.003137398,0.00372605,0.026609318,0.004208366,0.002979394,0.002792803,0.00208323,0.002705687,0.001288185,0.011169314,0.005060153,0.004042094,0.003856809,0.003452786,0.002056919,0.001541224,0.003761956
CHOW,0.000397252,0.000315665,0.005906359,0.001442906,0.000707814,0.000571059,0.006303486,0.000502534,0.000450035,0.000529838,0.000460426,0.000423181,0.000677554,0.00039654,0.000590026,0.000424647,0.000477368,0.000601569,0.000532074,0.000414392,0.000500096,0.000590244,0.00046512,0.000469,0.000491464,0.000456616,0.000567367,0.000521133,0.000746697,0.001843556,1,0.000387619,0.000454829,0.000558034,0.00066763,0.000539606,0.000574637,0.000368049,0.000390129,0.000548869,0.000538204,0.000582016,0.000435376,0.000334144,0.000493451,0.000642556,0.000582005,0.000457999,0.000657138,0.000324654,0.000561533,0.000679618,0.001702112,0.000490883,0.004292411,0.000613332,0.000616706,0.000440336,0.000495574,0.000512572,0.000629479,0.000371345,0.000535735,0.000380761,0.000414703,0.000518854,0.000513026,0.000629578,0.000726026,0.000632674,0.000506265,0.000351686,0.000628515,0.000409917,0.001541246,0.000425996,0.000448247,0.001343332,0.000569693,0.000417127,0.000513079,0.00057109,0.000451707,0.002668345,0.003649045,0.000678999,0.000567415,0.000413421,0.000406506,0.000466771,0.000435899,0.000624378
CKCS,0.000370566,0.011286742,0.001251469,0.005867791,0.000627321,0.005663035,0.005832976,0.01059648,0.003977746,0.008726481,0.002913522,0.005273214,0.00239347,0.002893913,0.002843619,0.008378209,0.002472956,0.006764201,0.006774669,0.005608727,0.004153424,0.010770757,0.002329737,0.048217764,0.00315812,0.006952346,0.009129431,0.0069517,0.006115684,0.007815178,0.000387619,1,0.010374004,0.007913946,0.010860246,0.016537699,0.003558531,0.000345028,0.006724376,0.042178535,0.009768268,0.005880512,0.009224416,0.024666165,0.010204368,0.0149583,0.000526461,0.001496447,0.008299322,0.003691252,0.013234872,0.004075639,0.000382868,0.005564853,0.007414223,0.002677125,0.017106581,0.004777221,0.003448085,0.022671096,0.009280516,0.005700778,0.004239818,0.009725453,0.007674002,0.008981813,0.004890584,0.017644164,0.009989197,0.011719733,0.009455172,0.007592553,0.003752699,0.002370528,0.000369298,0.011966568,0.009277375,0.004097934,0.007389659,0.003896454,0.012290866,0.004536122,0.003573329,0.00069909,0.005722672,0.007121573,0.013532017,0.004310404,0.003119589,0.003640225,0.00461337,0.014327679
COTO,0.000431527,0.007284583,0.000415096,0.015101802,0.001501308,0.003963805,0.004518411,0.005682855,0.004249091,0.008180173,0.008925969,0.004610914,0.017540282,0.002202879,0.001914672,0.004705556,0.001913022,0.020252482,0.011697533,0.002004181,0.006157427,0.003838136,0.006817063,0.010832975,0.007462361,0.004309224,0.00490024,0.007302851,0.006345848,0.001852799,0.000454829,0.010374004,1,0.0048364,0.009330423,0.005267215,0.006459037,0.003169619,0.00480371,0.029452993,0.007668295,0.016270213,0.004055198,0.003277352,0.006433213,0.005939445,0.004072007,0.011901681,0.013630085,0.003789991,0.006378115,0.017962307,0.000448302,0.009265133,0.006119777,0.007255447,0.009111847,0.006679032,0.005478443,0.00665824,0.010685465,0.010771078,0.00638445,0.006044852,0.003802163,0.005883591,0.006983024,0.015824906,0.010496782,0.012996484,0.007726622,0.0283991,0.008537113,0.009672,0.001801155,0.005454163,0.003971584,0.005353852,0.004959268,0.002070325,0.010991094,0.007701767,0.003983997,0.000953101,0.004618395,0.012851594,0.006131187,0.005175408,0.013835263,0.00468107,0.002929205,0.015839375
CRES,0.000523362,0.008393839,0.000499386,0.012079026,0.003246398,0.006808536,0.012609521,0.009737307,0.006007613,0.010948835,0.002558147,0.005840881,0.013249938,0.00508302,0.008231815,0.010121569,0.000671931,0.01213514,0.010237891,0.005872469,0.005061778,0.013919629,0.00411748,0.01759676,0.005237288,0.006638517,0.007517522,0.009216622,0.129255774,0.006354639,0.000558034,0.007913946,0.0048364,1,0.015034005,0.009631431,0.011442372,0.002392497,0.008758394,0.008869619,0.012446418,0.008342664,0.00597135,0.005738832,0.010034769,0.011787482,0.006024122,0.004520594,0.009209733,0.003072985,0.010768093,0.008467894,0.001337162,0.006291603,0.008393397,0.003658614,0.010066152,0.003946967,0.006001126,0.012089457,0.021575341,0.010484714,0.009075991,0.006257881,0.004375346,0.008595539,0.00732353,0.01821903,0.025189466,0.024710605,0.007837024,0.021491724,0.011396137,0.004580072,0.005334024,0.005459318,0.009563592,0.021138661,0.00861981,0.004785511,0.009470799,0.018166358,0.004559668,0.001556225,0.012290937,0.026525691,0.008811767,0.004971764,0.011565888,0.008971177,0.005758896,0.015805374
