,AFGH,AIRT,AKIT,AMST,ANAT,AUCD,AUSS,AUST,BASS,BEAG,BELS,BERD,BMAL,BMD,BORD,BORT,BORZ,BOST,BOUV,BOX,BRIA,BRIT,BRTR,BRUS,BULM,BULT,CARD,CCRT,CHIH,CHIN,CHOW,CKCS,COTO,CRES,DACH,DALM,DANE,DEER,DOBP,ECKR,ESET,FBUL,FCR,FIEL,GOLD,GORD,GREY,GSD,GSHP,GSMD,GSNZ,GWHP,HUSK,ITGY,KEES,KUVZ,LAB,LEON,MAST,MPIN,MPOO,MSNZ,NEWF,NORF,NOWT,NSDT,OES,PAPI,PARS,POM,PTWD,PUG,PUMI,ROTT,SAMO,SCOT,SCWT,SHIH,SKIP,SSHP,SSNZ,STAF,STBD,TIBM,TIBT,TPOO,VIZS,WEIM,WFOX,WHIP,WHWT,YORK
GSHP,0.886229685,0.86032441,0.86324268,0.925712462,0.933515823,0.923033839,0.925800571,0.909592238,0.894697096,0.909215893,0.896530945,0.892482824,0.93689218,0.879630766,0.92217319,0.879373659,0.902744122,0.904315316,0.915971544,0.79954051,0.906952158,0.934101205,0.894109058,0.904638538,0.883164072,0.826630264,0.91717424,0.908045029,0.949575742,0.875855632,0.860822861,0.872558858,0.896668083,0.919775277,0.941426634,0.918628164,0.916770711,0.860632509,0.8900524,0.912813696,0.922491688,0.89324856,0.885880455,0.878963038,0.902809689,0.943595856,0.894875541,0.881860688,1,0.856820569,0.923818798,0.96880295,0.87513693,0.903204232,0.904125513,0.932786577,0.932138497,0.894198312,0.891412878,0.909404948,0.935266158,0.863851783,0.91166341,0.861104275,0.87222979,0.904820877,0.908452082,0.929808368,0.940884665,0.932131842,0.913100944,0.861335474,0.924575266,0.888568574,0.895258498,0.883660008,0.883960592,0.888889822,0.915858124,0.873661153,0.915506187,0.891425557,0.895647317,0.920812718,0.911519726,0.939935417,0.932719263,0.895705941,0.873785712,0.889544578,0.889000121,0.927868726
GSMD,0.817408865,0.800286581,0.799011968,0.85828219,0.853169834,0.851372256,0.850500353,0.838641061,0.822698803,0.833431132,0.830567061,0.826340887,0.863195748,0.844102816,0.847094636,0.812441987,0.833069789,0.836417594,0.845502831,0.746505488,0.837151493,0.854390796,0.827481154,0.833895609,0.819502868,0.776829716,0.846863407,0.833447715,0.868528109,0.810765975,0.797472179,0.807071508,0.8255495,0.846628811,0.859348725,0.841760168,0.848786525,0.799463052,0.821284318,0.838414664,0.8399731,0.83048221,0.818800665,0.80500248,0.832921782,0.858107372,0.831070843,0.818924037,0.856820569,1,0.846527014,0.865509593,0.811290386,0.831462357,0.834067802,0.856852899,0.855404785,0.831651079,0.826321151,0.838424001,0.855862329,0.801448216,0.84323645,0.799876876,0.809156493,0.835007891,0.837066554,0.852172942,0.86216464,0.857012559,0.839626355,0.801721873,0.849146406,0.827786878,0.8278279,0.818309323,0.816871412,0.818753425,0.844754855,0.813315403,0.84293939,0.830144015,0.842572045,0.845750681,0.836994174,0.858866395,0.84424837,0.817036335,0.807706646,0.82429008,0.823603379,0.853348832
GSNZ,0.875976004,0.858697567,0.854038322,0.920877081,0.919739567,0.913640877,0.915824902,0.899890732,0.882164716,0.894899709,0.888304474,0.882584528,0.926573664,0.871262694,0.911611383,0.872962407,0.896548897,0.898773852,0.90690631,0.796759478,0.898167418,0.917327785,0.910477781,0.894656497,0.876075391,0.825331489,0.907370982,0.897037451,0.935228892,0.867450273,0.851806201,0.861023905,0.885860871,0.907456737,0.926203599,0.902891606,0.909146004,0.8550029,0.886024378,0.900216904,0.903170217,0.887896985,0.875456659,0.864265551,0.891674658,0.921705243,0.889963395,0.875157744,0.923818798,0.846527014,1,0.935416557,0.865456607,0.893429017,0.895641965,0.921195584,0.920330893,0.885883801,0.882708736,0.897997039,0.921134542,0.857599928,0.902164629,0.856313195,0.866436516,0.894456078,0.900111209,0.918417205,0.930535461,0.923197118,0.90140935,0.854406113,0.914132828,0.88096338,0.88510161,0.878202571,0.877845907,0.880222413,0.905689795,0.867469032,0.912753435,0.887366794,0.887182429,0.90921399,0.899913789,0.923848755,0.907278476,0.877093918,0.866066631,0.883294852,0.880871347,0.919130592
GWHP,0.897598142,0.868401566,0.873680774,0.938635642,0.944346758,0.934519087,0.935454648,0.920992064,0.906115485,0.918765951,0.907805311,0.904042639,0.948778566,0.888604369,0.934591393,0.889629013,0.912188685,0.91068306,0.926052076,0.806180818,0.918546683,0.944412313,0.90498842,0.916160105,0.892523672,0.834399551,0.92764112,0.920447008,0.961235268,0.88648331,0.870008686,0.881230203,0.905883047,0.930957348,0.954653896,0.926446376,0.93047381,0.869152793,0.898178609,0.918689275,0.931279797,0.902178822,0.89863607,0.886566072,0.913997127,0.95203939,0.906535336,0.893351521,0.96880295,0.865509593,0.935416557,1,0.88590387,0.914714956,0.915236894,0.94252178,0.940444198,0.904662809,0.899351611,0.917283928,0.945261429,0.870862781,0.921560346,0.873952996,0.882344463,0.914155421,0.917420509,0.938960423,0.952959332,0.942576181,0.923814925,0.874043588,0.936293691,0.899560302,0.905568223,0.895164663,0.894142424,0.899160613,0.926972589,0.883375256,0.924967311,0.90163036,0.904469717,0.929068092,0.922478064,0.95254788,0.940429141,0.904826195,0.882201167,0.901706378,0.898613912,0.938202443
HUSK,0.864485967,0.812335964,0.881288509,0.874593112,0.898944996,0.872069258,0.87682791,0.858369197,0.842454558,0.853960811,0.847480998,0.844386148,0.884032637,0.832663943,0.871483836,0.832856502,0.859149052,0.852202545,0.861255553,0.758329565,0.853721845,0.870350399,0.844236119,0.854005901,0.832757522,0.783819541,0.865096777,0.85421888,0.897408513,0.846137533,0.887689052,0.81970764,0.849515782,0.869725926,0.881957954,0.859282626,0.864403067,0.816749862,0.838739135,0.854904202,0.856281654,0.843405951,0.831553608,0.821582466,0.847372819,0.874133667,0.843961514,0.835955434,0.87513693,0.811290386,0.865456607,0.88590387,1,0.850630666,0.858368637,0.882506453,0.874599749,0.84470657,0.840318638,0.856618503,0.876677235,0.818036613,0.861115829,0.816190147,0.827653153,0.853098958,0.856633091,0.875230035,0.883676049,0.881168537,0.856877181,0.818764919,0.874463882,0.837676435,0.881020845,0.837613695,0.834313626,0.859592635,0.867256541,0.830758668,0.865200411,0.842661325,0.84410003,0.926592282,0.872244486,0.883208373,0.861593896,0.834917796,0.824368161,0.839799116,0.840013416,0.87272772
ITGY,0.863647412,0.838766625,0.840131535,0.905289159,0.903352359,0.898802133,0.90035102,0.882150607,0.866348443,0.878681623,0.872123709,0.868079098,0.910709546,0.855411774,0.896661113,0.859396997,0.886519876,0.882170899,0.891556286,0.781650055,0.882695399,0.899273695,0.868084473,0.880250735,0.863556124,0.813346613,0.89075337,0.882155484,0.919564005,0.850473442,0.836159465,0.845877614,0.870149865,0.89274735,0.909274117,0.887250494,0.892978904,0.853994243,0.864256677,0.882127364,0.883586058,0.873695018,0.859284303,0.847564134,0.875659335,0.903535995,0.892839723,0.856365155,0.903204232,0.831462357,0.893429017,0.914714956,0.850630666,1,0.878049681,0.902574247,0.903346551,0.869397389,0.866058866,0.8825523,0.90423221,0.842123727,0.886116643,0.843536942,0.851148647,0.87910228,0.884246594,0.902452117,0.914726153,0.906069445,0.882674295,0.841671551,0.896036905,0.863308689,0.870089229,0.862999421,0.861173889,0.864825263,0.891998297,0.853139971,0.888948935,0.872335816,0.870755453,0.89188222,0.884666036,0.909748878,0.890302402,0.858184176,0.850939625,0.888994311,0.864429229,0.901590864
KEES,0.86273611,0.835977849,0.844943259,0.900910882,0.905375795,0.897871687,0.900746853,0.885977439,0.865406743,0.87793849,0.874074636,0.868791118,0.912195342,0.85629771,0.896871137,0.856634295,0.877977734,0.878271471,0.891496106,0.778221734,0.879356524,0.898676515,0.869297318,0.882715716,0.857973164,0.806607164,0.8925672,0.881489514,0.920827819,0.854382246,0.841932182,0.846108594,0.872579119,0.893113999,0.91114663,0.887975027,0.889845715,0.838386013,0.864057412,0.8814581,0.883649977,0.871358332,0.859088438,0.846198976,0.874368744,0.904189572,0.87246388,0.862229088,0.904125513,0.834067802,0.895641965,0.915236894,0.858368637,0.878049681,1,0.904478377,0.900813775,0.870864234,0.864365789,0.883999384,0.905931248,0.847006328,0.885545385,0.8416265,0.851505801,0.879534542,0.881800779,0.905500027,0.913209412,0.912409432,0.886111299,0.844125221,0.899260701,0.863714874,0.877484219,0.862367901,0.859925189,0.866528735,0.897572704,0.854027917,0.894693318,0.869925973,0.869846132,0.898544107,0.884341285,0.911815067,0.889844262,0.858421753,0.850743327,0.867739411,0.866246626,0.901761341
KUVZ,0.89232527,0.857599249,0.867888602,0.929870686,0.939989344,0.924870885,0.926827148,0.909169389,0.891284447,0.904252064,0.89699979,0.891915695,0.938204764,0.881578687,0.921770961,0.879291463,0.907012584,0.90565526,0.915953848,0.80285715,0.905522486,0.924893333,0.894882059,0.902554219,0.883660658,0.827837737,0.917341363,0.907522276,0.949815469,0.876709849,0.865706171,0.868185062,0.893894622,0.919066497,0.936877809,0.912731791,0.919581733,0.86386005,0.886739791,0.905372376,0.909654826,0.897129198,0.881564229,0.869547567,0.899169433,0.930592688,0.898910359,0.884519101,0.932786577,0.856852899,0.921195584,0.94252178,0.882506453,0.902574247,0.904478377,1,0.928382511,0.894680926,0.890135357,0.909116197,0.929743822,0.863509646,0.911030057,0.862191619,0.871740501,0.903807386,0.906531801,0.9284416,0.941306329,0.932846801,0.910030798,0.860858525,0.926639545,0.889622777,0.898855208,0.885386632,0.882744014,0.889642651,0.915659789,0.874375509,0.91505007,0.894462458,0.895738538,0.929420435,0.911570671,0.939193877,0.917476457,0.883364777,0.872273178,0.891755335,0.889039297,0.928832489
LAB,0.882583377,0.861567265,0.861145359,0.93473876,0.928236764,0.922770622,0.926502785,0.906657638,0.892239811,0.904729772,0.896471025,0.893291566,0.937675423,0.880130045,0.922041457,0.880940556,0.902290816,0.909370432,0.916517946,0.806829634,0.905480285,0.926670276,0.892068247,0.900512194,0.888450601,0.831875572,0.917421344,0.911983161,0.947188176,0.87157271,0.857655603,0.871337996,0.892655698,0.916946083,0.935247166,0.913584098,0.918166057,0.864506144,0.886008617,0.909063863,0.913054725,0.899552095,0.905387974,0.872734932,0.913734972,0.933682599,0.901020053,0.879935627,0.932138497,0.855404785,0.920330893,0.940444198,0.874599749,0.903346551,0.900813775,0.928382511,1,0.892553811,0.894472434,0.905692109,0.929102451,0.860092611,0.921132453,0.86249211,0.872209786,0.909240446,0.908654152,0.928050949,0.941029088,0.92873572,0.908175981,0.85862064,0.921343651,0.887005971,0.893307749,0.88474169,0.883992663,0.884062807,0.913156734,0.875298321,0.913126691,0.899120128,0.893488381,0.917143176,0.907421275,0.934984903,0.916230435,0.883891273,0.872841239,0.892894511,0.88990531,0.927873187
LEON,0.853319089,0.830195468,0.832131401,0.898037128,0.893649562,0.887587834,0.888382877,0.873514266,0.85696602,0.870196893,0.864296987,0.859593252,0.90114743,0.851885212,0.884650112,0.848019541,0.871095265,0.87402112,0.882974383,0.778971323,0.872924515,0.887098031,0.862179155,0.866905072,0.858001431,0.805773039,0.880628268,0.871569025,0.906923792,0.842018602,0.82869497,0.834132227,0.858935145,0.881954739,0.89862278,0.87639704,0.891009077,0.835225758,0.85545486,0.870279199,0.87508435,0.86711662,0.848966172,0.838202869,0.86666868,0.894836734,0.867844873,0.856550285,0.894198312,0.831651079,0.885883801,0.904662809,0.84470657,0.869397389,0.870864234,0.894680926,0.892553811,1,0.865738385,0.868046035,0.892464982,0.829718976,0.881494986,0.833050618,0.839654271,0.869702772,0.874666878,0.889749155,0.902123851,0.894987274,0.872808314,0.831739288,0.884739131,0.862657864,0.863030565,0.854326948,0.851647482,0.854568872,0.879965256,0.842889396,0.879742718,0.866219032,0.877355487,0.883657624,0.87196277,0.896453867,0.879510823,0.850046912,0.839799672,0.862838397,0.854049187,0.889470448
MAST,0.846776536,0.831496303,0.827438321,0.907666635,0.887526008,0.885560865,0.887289749,0.873759202,0.854549906,0.866913377,0.860184031,0.856015912,0.898700815,0.849010845,0.882143802,0.851286505,0.870850097,0.88617599,0.880445461,0.794759622,0.870253596,0.884632804,0.859311573,0.866388407,0.91734902,0.815456339,0.879653605,0.871561362,0.903812143,0.83656901,0.824067164,0.837774923,0.86066321,0.878510381,0.895680014,0.877125618,0.888785738,0.835916223,0.853310283,0.868619997,0.870751664,0.879157757,0.853408004,0.83447794,0.868568803,0.890967983,0.869044867,0.844889827,0.891412878,0.826321151,0.882708736,0.899351611,0.840318638,0.866058866,0.864365789,0.890135357,0.894472434,0.865738385,1,0.868912306,0.888938224,0.829569758,0.882612909,0.833112194,0.841194412,0.868012693,0.874238896,0.887368055,0.903157349,0.891023335,0.87092299,0.826391901,0.880704378,0.85540762,0.856214373,0.853666669,0.856948169,0.851290881,0.87667049,0.841385753,0.876810154,0.876219465,0.874627161,0.877582721,0.871099953,0.893408178,0.876402635,0.847464629,0.842899243,0.86344553,0.854817543,0.888762027
MPIN,0.864382507,0.844016848,0.844135499,0.905231045,0.906838618,0.901432025,0.902826206,0.88881393,0.870353653,0.884309943,0.875395952,0.870378254,0.913270968,0.861240368,0.899116938,0.865125415,0.879940709,0.882770759,0.892944709,0.786618257,0.885190447,0.904288073,0.871200458,0.885890123,0.864325622,0.815962139,0.894936299,0.88270243,0.925301865,0.855718034,0.840490437,0.855470385,0.877394066,0.898134539,0.913873213,0.892139945,0.893782307,0.841973449,0.868533597,0.885533804,0.890065606,0.874680236,0.862316292,0.852798926,0.876035232,0.91084394,0.871865563,0.858575853,0.909404948,0.838424001,0.897997039,0.917283928,0.856618503,0.8825523,0.883999384,0.909116197,0.905692109,0.868046035,0.868912306,1,0.909424079,0.848517982,0.886154827,0.845992407,0.854293779,0.881068412,0.885592312,0.909099981,0.919904389,0.911506957,0.886092525,0.84729171,0.901547617,0.867073148,0.873282983,0.863899088,0.86466464,0.868872601,0.895184394,0.854602015,0.892588889,0.871716661,0.873303038,0.899841372,0.888765189,0.911970643,0.894121338,0.865381531,0.85494098,0.870814864,0.868049369,0.908198498
MPOO,0.888887292,0.861733526,0.865403746,0.926625113,0.932591366,0.92409154,0.925920902,0.909934958,0.895184559,0.906994258,0.898022113,0.894849396,0.937352711,0.88185565,0.922186056,0.879933165,0.902420032,0.904147615,0.916558089,0.798560754,0.90845331,0.930075823,0.893297321,0.905294229,0.882069842,0.829615267,0.918068777,0.907584504,0.950225084,0.878592807,0.86321996,0.873735334,0.89865669,0.923183779,0.939703196,0.913999848,0.915940392,0.86269659,0.887364567,0.910706166,0.914376716,0.89458392,0.884362651,0.876310934,0.902031798,0.934085585,0.894757897,0.881809255,0.935266158,0.855862329,0.921134542,0.945261429,0.876677235,0.90423221,0.905931248,0.929743822,0.929102451,0.892464982,0.888938224,0.909424079,1,0.866291161,0.912359634,0.865543972,0.875290773,0.905619606,0.908350922,0.930547602,0.941293637,0.932107124,0.917505619,0.864870395,0.924185036,0.889483893,0.896457414,0.886813586,0.884721002,0.893053109,0.921071526,0.875805891,0.917178227,0.892847793,0.894303814,0.921954885,0.912520955,0.994633206,0.920006703,0.887269806,0.873711431,0.891608789,0.89013455,0.930722257
MSNZ,0.825560794,0.805444207,0.806659431,0.859852155,0.863284949,0.8577364,0.858962409,0.84614085,0.831225367,0.842296124,0.834141049,0.833535571,0.866760052,0.821037059,0.853058359,0.823696422,0.841769994,0.840894358,0.85271328,0.749983618,0.842114155,0.858623285,0.830448578,0.846870897,0.824156198,0.78048914,0.852827708,0.842715371,0.879387023,0.819543192,0.806244254,0.815886341,0.834580829,0.85484158,0.869512906,0.848268726,0.852856932,0.810423019,0.829337493,0.845242025,0.84558349,0.834131507,0.822797447,0.816447157,0.835102957,0.862172983,0.835947833,0.822353659,0.863851783,0.801448216,0.857599928,0.870862781,0.818036613,0.842123727,0.847006328,0.863509646,0.860092611,0.829718976,0.829569758,0.848517982,0.866291161,1,0.844766876,0.810631185,0.818213675,0.841098892,0.844500861,0.864363798,0.872462674,0.869512386,0.846335217,0.81433215,0.859050143,0.828057743,0.835693298,0.829373574,0.824851614,0.830879672,0.853296424,0.819584318,0.861419338,0.835039152,0.832092285,0.854896994,0.848629904,0.871997009,0.850877826,0.824115388,0.820942039,0.83268135,0.829842074,0.863461485
NEWF,0.867711737,0.845980222,0.84845602,0.917242519,0.910826532,0.906138416,0.906997782,0.892242842,0.87563132,0.888550797,0.881649755,0.878771999,0.919190194,0.867442216,0.904869096,0.86705581,0.886448072,0.895497412,0.90014681,0.79366244,0.890345819,0.908177929,0.882731231,0.885639996,0.87574685,0.819316707,0.900460645,0.895730516,0.927547317,0.856436117,0.844655974,0.854436687,0.877072201,0.900182347,0.915333888,0.897533036,0.90273256,0.850471499,0.870070298,0.887564654,0.894280701,0.884985172,0.87596043,0.855155046,0.892214762,0.912866497,0.884270278,0.865413417,0.91166341,0.84323645,0.902164629,0.921560346,0.861115829,0.886116643,0.885545385,0.911030057,0.921132453,0.881494986,0.882612909,0.886154827,0.912359634,0.844766876,1,0.84544485,0.85716252,0.890101006,0.893355868,0.909262828,0.924472263,0.910406348,0.889129379,0.843030842,0.905227651,0.873951894,0.877060456,0.867410591,0.867686327,0.869826796,0.89717661,0.860771464,0.893876453,0.883085431,0.883460915,0.901216916,0.888209482,0.914880696,0.898483655,0.86734356,0.85748007,0.878309637,0.870281747,0.909162419
NORF,0.823853686,0.813157266,0.803569921,0.866036672,0.859256404,0.857727638,0.858288191,0.849800471,0.830883831,0.843854468,0.834454267,0.831929056,0.869284543,0.82069815,0.858154059,0.830337715,0.840243901,0.846463135,0.853987643,0.752764913,0.844174343,0.858923969,0.832480374,0.844958019,0.825799471,0.786181243,0.852032864,0.840831726,0.876839627,0.817365058,0.802648449,0.815160151,0.835693992,0.855328145,0.87025837,0.848168825,0.852947842,0.808698017,0.829308029,0.843786857,0.84624323,0.838804453,0.824375015,0.81762083,0.837218664,0.861746462,0.837312136,0.823125342,0.861104275,0.799876876,0.856313195,0.873952996,0.816190147,0.843536942,0.8416265,0.862191619,0.86249211,0.833050618,0.833112194,0.845992407,0.865543972,0.810631185,0.84544485,1,0.883844263,0.841156657,0.845766499,0.862535774,0.878583536,0.864632109,0.845197627,0.807016648,0.855181964,0.82682956,0.831450296,0.840671379,0.828230752,0.829090393,0.852008369,0.81899298,0.850040833,0.838126645,0.833232963,0.850181096,0.845052426,0.866668024,0.852502576,0.824837814,0.823481752,0.833769892,0.841226663,0.876712268
NOWT,0.834044094,0.816183837,0.816739516,0.878632755,0.872234568,0.867652669,0.871321104,0.861928753,0.838889075,0.852188885,0.844097406,0.842468367,0.880014163,0.829888124,0.867855854,0.837190083,0.850312896,0.857216979,0.859824443,0.760591792,0.854254581,0.86900676,0.840290853,0.849763676,0.836656201,0.794314071,0.863800664,0.851512573,0.888246873,0.827390916,0.81412399,0.823374905,0.843952814,0.86435692,0.87974094,0.858020431,0.861464894,0.816382569,0.837944691,0.852431181,0.856025485,0.849403748,0.833345542,0.824480149,0.847401983,0.873365957,0.846266954,0.829320449,0.87222979,0.809156493,0.866436516,0.882344463,0.827653153,0.851148647,0.851505801,0.871740501,0.872209786,0.839654271,0.841194412,0.854293779,0.875290773,0.818213675,0.85716252,0.883844263,1,0.851722511,0.855323568,0.872326596,0.892308334,0.876165551,0.853596295,0.813371107,0.866503846,0.835272325,0.842949974,0.857618042,0.836454109,0.839372667,0.863437849,0.829017284,0.861346838,0.848608151,0.841916734,0.864276507,0.858457614,0.879092798,0.861166296,0.833966106,0.831930184,0.843252743,0.858135898,0.884936566
NSDT,0.861502505,0.839780763,0.841416728,0.906555722,0.903682686,0.900985352,0.903100327,0.884211315,0.867662607,0.882199208,0.871875558,0.873095247,0.912378367,0.855873436,0.899118735,0.858125432,0.878643203,0.886459047,0.889804466,0.784736227,0.882434903,0.90276911,0.869465138,0.878575628,0.863554204,0.813316807,0.894912663,0.883250408,0.921857858,0.852324539,0.837879152,0.848340326,0.873967054,0.893038432,0.909840692,0.891037929,0.892036098,0.841315791,0.862751741,0.88636732,0.887777208,0.875803606,0.864916114,0.850907054,0.879990866,0.906283025,0.875414875,0.861718054,0.904820877,0.835007891,0.894456078,0.914155421,0.853098958,0.87910228,0.879534542,0.903807386,0.909240446,0.869702772,0.868012693,0.881068412,0.905619606,0.841098892,0.890101006,0.841156657,0.851722511,1,0.883272111,0.90301914,0.918527389,0.905699772,0.883562412,0.84276462,0.898175902,0.86515213,0.870656013,0.862471436,0.862894778,0.865469602,0.891459454,0.861432231,0.889143783,0.874880555,0.870258076,0.895136778,0.885052565,0.910901295,0.891774031,0.861380959,0.849753207,0.868978454,0.863940017,0.9016011
OES,0.865379201,0.843079693,0.843817378,0.912471906,0.906235914,0.905074708,0.908702001,0.889457156,0.871096203,0.8824996,0.878326926,0.880190562,0.916583034,0.860687393,0.905931962,0.862084787,0.886840138,0.890997197,0.897668768,0.791253844,0.885358346,0.901099267,0.873500685,0.88159072,0.868588721,0.821306678,0.900307467,0.887333626,0.923560735,0.855707301,0.839710864,0.850564101,0.872868582,0.898065405,0.91191524,0.892303969,0.896234896,0.850154973,0.864736276,0.886748433,0.888872335,0.882695202,0.865429549,0.851245195,0.879195739,0.905609493,0.886853906,0.861836944,0.908452082,0.837066554,0.900111209,0.917420509,0.856633091,0.884246594,0.881800779,0.906531801,0.908654152,0.874666878,0.874238896,0.885592312,0.908350922,0.844500861,0.893355868,0.845766499,0.855323568,0.883272111,1,0.904491217,0.920431735,0.909314541,0.887546859,0.840796797,0.901985405,0.867295615,0.875422727,0.866852458,0.865370746,0.866223359,0.893408895,0.863998561,0.893136395,0.882994802,0.87503962,0.897861269,0.888035372,0.913916923,0.893415214,0.862482103,0.856238949,0.878656212,0.868836131,0.907392559
PAPI,0.883688811,0.856688081,0.863319397,0.927261027,0.929501975,0.921913352,0.924308335,0.907566673,0.888696435,0.903243702,0.896614756,0.890787374,0.936526055,0.879101706,0.92125389,0.878151773,0.900790825,0.905585731,0.913470008,0.803463238,0.9037167,0.92415745,0.891038113,0.910407841,0.883546854,0.828198258,0.916361366,0.906088613,0.949548438,0.876492472,0.858469286,0.871645924,0.898744321,0.91887068,0.936807845,0.911252375,0.91320565,0.858866869,0.884239968,0.9067618,0.908432073,0.896966734,0.879544919,0.872591908,0.898025016,0.928522175,0.894074756,0.878627123,0.929808368,0.852172942,0.918417205,0.938960423,0.875230035,0.902452117,0.905500027,0.9284416,0.928050949,0.889749155,0.887368055,0.909099981,0.930547602,0.864363798,0.909262828,0.862535774,0.872326596,0.90301914,0.904491217,1,0.941263939,0.934130241,0.909406581,0.867125308,0.921426744,0.885329966,0.894856884,0.884573496,0.88387219,0.891936038,0.919235965,0.873367657,0.915032804,0.895643166,0.891523016,0.920203086,0.910829595,0.937741585,0.91528017,0.880547149,0.873509462,0.889814407,0.887894196,0.927618625
PARS,0.893485424,0.873574398,0.871390143,0.951760922,0.940254405,0.935703029,0.938018057,0.924844428,0.899624496,0.914690981,0.903961773,0.90162584,0.94601316,0.889377019,0.933309263,0.913353875,0.912291538,0.927645897,0.926369255,0.819796666,0.91501882,0.93492914,0.903132808,0.91383315,0.900423524,0.849771978,0.930701118,0.918039267,0.96046426,0.882845153,0.867546612,0.877941083,0.911398089,0.93192361,0.947645822,0.921814942,0.930305004,0.872470482,0.894051125,0.917879413,0.920606068,0.91688895,0.890608678,0.881251308,0.908496971,0.940305715,0.910617375,0.890583828,0.940884665,0.86216464,0.930535461,0.952959332,0.883676049,0.914726153,0.913209412,0.941306329,0.941029088,0.902123851,0.903157349,0.919904389,0.941293637,0.872462674,0.924472263,0.878583536,0.892308334,0.918527389,0.920431735,0.941263939,1,0.941918428,0.920520362,0.868852552,0.936116467,0.896397628,0.904960141,0.898694468,0.90160893,0.895293939,0.927020569,0.883471143,0.929795757,0.920078103,0.903072893,0.93061162,0.92425714,0.950123325,0.92694247,0.889701987,0.919932834,0.904364553,0.898909255,0.944715845
POM,0.889272258,0.862175152,0.869685204,0.928826081,0.934706186,0.926192704,0.927997923,0.911443767,0.891768029,0.905031045,0.896821156,0.894211811,0.93836703,0.880117377,0.922894325,0.880693042,0.90437425,0.905815141,0.916015902,0.802022243,0.905340459,0.926116406,0.893747779,0.908399876,0.884301622,0.827724806,0.921449964,0.906497419,0.95179594,0.880089584,0.867197868,0.869732595,0.90077624,0.921226389,0.938240506,0.913422081,0.915985753,0.861563433,0.887628953,0.906297585,0.90955829,0.895972904,0.88249637,0.869976184,0.898371053,0.930233069,0.89766325,0.883417658,0.932131842,0.857012559,0.923197118,0.942576181,0.881168537,0.906069445,0.912409432,0.932846801,0.92873572,0.894987274,0.891023335,0.911506957,0.932107124,0.869512386,0.910406348,0.864632109,0.876165551,0.905699772,0.909314541,0.934130241,0.941918428,1,0.911317038,0.869981692,0.928754294,0.888298907,0.900392023,0.885766113,0.884807908,0.893596924,0.923774555,0.87790681,0.921837106,0.893651762,0.895057048,0.926383325,0.912523968,0.939526116,0.916644812,0.884556762,0.873730008,0.891022818,0.890618886,0.930909761
PTWD,0.866755901,0.842446691,0.846954191,0.905680205,0.911929079,0.90134886,0.904980092,0.889394714,0.873736304,0.887343322,0.878125815,0.872086116,0.916214692,0.861242065,0.90051665,0.861737309,0.882862883,0.88267078,0.896583382,0.781671909,0.887456817,0.909138712,0.871521115,0.885194774,0.864700707,0.811169401,0.895023221,0.886437417,0.928292963,0.85917862,0.842604437,0.855002315,0.877576113,0.899518004,0.916540065,0.893786361,0.893043654,0.843603181,0.86653094,0.893814067,0.894955372,0.876328523,0.865371352,0.858717919,0.881746742,0.915272676,0.873824541,0.872898455,0.913100944,0.839626355,0.90140935,0.923814925,0.856877181,0.882674295,0.886111299,0.910030798,0.908175981,0.872808314,0.87092299,0.886092525,0.917505619,0.846335217,0.889129379,0.845197627,0.853596295,0.883562412,0.887546859,0.909406581,0.920520362,0.911317038,1,0.846506495,0.905421757,0.869633071,0.876029104,0.866015051,0.864889318,0.870987205,0.895243989,0.856220964,0.895453938,0.873368659,0.876347442,0.900722833,0.889310735,0.919342751,0.899266939,0.866505497,0.8538385,0.870909872,0.867994116,0.90940728
PUG,0.825049954,0.801798401,0.808962439,0.856706544,0.861042379,0.855739406,0.856363452,0.844528439,0.829330888,0.840632398,0.832966262,0.829409415,0.86641872,0.81995391,0.85210284,0.82058205,0.838385911,0.837261513,0.849438562,0.749909214,0.839359962,0.858215872,0.828228631,0.862005705,0.824331958,0.774943698,0.850125106,0.839202704,0.880614139,0.821527502,0.806451122,0.811494554,0.837119428,0.854290313,0.868015409,0.844713328,0.848271688,0.803403252,0.825679049,0.843351834,0.841472698,0.831825879,0.822044544,0.812924439,0.834277351,0.862056502,0.830839077,0.821531899,0.861335474,0.801721873,0.854406113,0.874043588,0.818764919,0.841671551,0.844125221,0.860858525,0.85862064,0.831739288,0.826391901,0.84729171,0.864870395,0.81433215,0.843030842,0.807016648,0.813371107,0.84276462,0.840796797,0.867125308,0.868852552,0.869981692,0.846506495,1,0.857276933,0.826342865,0.8349115,0.826463115,0.823035889,0.837616055,0.855187894,0.813879615,0.853977507,0.82844064,0.830124851,0.855519741,0.850494656,0.868356782,0.848122175,0.822734008,0.815064221,0.826923913,0.827748163,0.861961277
