,ACKR,AFGH,AIRT,AKIT,AMAL,AMST,ANAT,AUCD,AUSS,AUST,BASS,BEAG,BELS,BERD,BMAL,BMD,BORD,BORT,BORZ,BOST,BOUV,BOX,BRIA,BRIT,BRTR,BRUS,BULD,BULM,BULT,CAIR,CANE,CARD,CCRT,CHIH,CHIN,CHOW,CKCS,COLL,COTO,CRES,DACH,DALM,DANE,DDBX,DEER,DOBP,ECKR,ESET,ESSP,FBUL,FCR,FIEL,GOLD,GORD,GPYR,GREY,GSD,GSHP,GSMD,GSNZ,GWHP,HUSK,ICES,IRIT,ITGY,IWOF,JACK,KEES,KUVZ,LAB,LEON,MAST,MPIN,MPOO,MSNZ,NEWF,NORF,NOWT,NSDT,OES,OTTR,PAPI,PARS,PEMB,POM,PTWD,PUG,PUMI,RHOD,ROTT,SAMO,SCOT,SCWT,SHIB,SHIH,SKIP,SPIN,SSHP,SSNZ,STAF,STBD,TIBM,TIBT,TPOO,VIZS,VPIN,WEIM,WFOX,WHIP,WHWT,YORK
CANE,0.007097982,0.000831815,0.006894934,0.000622486,0.002983731,0.056620488,0.010332023,0.012341764,0.015150186,0.010490704,0.00441413,0.006557232,0.006877211,0.004721655,0.030389732,0.014555824,0.010473856,0.008743429,0.003472298,0.03413575,0.011683073,0.144047934,0.012879142,0.014131927,0.008562022,0.011817794,0.046577414,0.085359176,0.014646283,0.010551727,1,0.011964686,0.010874303,0.020792588,0.003477634,0.000716328,0.006135329,0.003171801,0.00889153,0.009490679,0.018118042,0.013751207,0.033245959,0.036650595,0.003450863,0.011853495,0.00865579,0.008489877,0.012834658,0.027018172,0.009187612,0.005527166,0.013665889,0.01903458,0.004922951,0.008070567,0.044551844,0.020420423,0.005866018,0.016967538,0.03366868,0.000700271,0.006205929,0.004840405,0.008380891,0.008835303,0.031713665,0.007876311,0.010594716,0.021659958,0.015603816,0.068777998,0.009023491,0.014544519,0.004086915,0.011380219,0.002079408,0.003464783,0.009525753,0.011713923,0.003596424,0.013473965,0.032541644,0.009783622,0.024796969,0.01237558,0.0076226,0.016279659,0.018074567,0.01492524,0.002213561,0.009906401,0.008913041,0.002183088,0.003747292,0.00970868,0.0158891,0.006335889,0.017392182,0.03166515,0.036138935,0.004055411,0.008363763,0.018055878,0.009063399,0.03833454,0.010053782,0.010765575,0.007684001,0.00483766,0.022328253
CARD,0.006416928,0.000531562,0.007779108,0.000506847,0.004249069,0.021652945,0.001659051,0.021982653,0.054407263,0.007798652,0.006518113,0.008269842,0.007064784,0.052273086,0.016684766,0.006773277,0.089746709,0.008406548,0.003040377,0.013468334,0.008602036,0.004779894,0.005264208,0.011042701,0.008285612,0.007522821,0.011857134,0.010184646,0.003810105,0.022095953,0.011964686,1,0.009746633,0.012981374,0.003075487,0.000567367,0.009129431,0.082743719,0.00490024,0.007517522,0.00833684,0.005767589,0.007904505,0.004618299,0.005121444,0.005350165,0.009526472,0.00954993,0.007179993,0.011065368,0.006901316,0.008326767,0.00780681,0.009493108,0.003376644,0.012500424,0.007910577,0.007243668,0.002828649,0.008985681,0.009181443,0.001722816,0.011704031,0.0054085,0.008810013,0.005364577,0.034182062,0.010999715,0.006643498,0.01453252,0.00577781,0.006925189,0.007602429,0.007346992,0.004730643,0.007010359,0.005672269,0.007371966,0.024922441,0.026842126,0.007049938,0.00853291,0.024851163,0.209198127,0.028120673,0.006035896,0.005869797,0.010488006,0.007654034,0.007062574,0.003228997,0.014596397,0.012233241,0.001549577,0.00195392,0.008696131,0.010378161,0.066901668,0.009823706,0.008152614,0.002459575,0.001631044,0.005643597,0.010126916,0.007282661,0.020117394,0.003739689,0.016562418,0.01114594,0.01290404,0.017860033
CCRT,0.011672555,0.00049077,0.007327558,0.003322123,0.00773861,0.020338948,0.002734704,0.010417049,0.010778291,0.005231182,0.010834576,0.009635271,0.003638832,0.007897869,0.008808102,0.006034402,0.010315385,0.007865735,0.001714106,0.010858658,0.011703416,0.017271977,0.005660261,0.026720018,0.007725562,0.006075822,0.013706426,0.015275763,0.008576756,0.008657403,0.010874303,0.009746633,1,0.008171665,0.009831206,0.000521133,0.0069517,0.009221332,0.007302851,0.009216622,0.012463962,0.014690986,0.012554846,0.004738776,0.003714118,0.006400158,0.019991019,0.026175501,0.013737953,0.011135109,0.02368585,0.010648226,0.041118917,0.019902691,0.003014361,0.007760267,0.004617749,0.018518036,0.007209712,0.010411215,0.030884139,0.001667011,0.01277445,0.004511911,0.008147427,0.004954589,0.013685436,0.007478414,0.009036025,0.037387496,0.00938433,0.015813618,0.012160984,0.011975154,0.006471587,0.011619869,0.002640212,0.006642235,0.01526698,0.012233256,0.003868425,0.015078359,0.007665067,0.010782651,0.005256567,0.008853748,0.005147359,0.0070043,0.010972961,0.006895483,0.002858026,0.01054237,0.007519504,0.00174007,0.002677372,0.008694545,0.015696878,0.006088554,0.007028334,0.007821353,0.005134556,0.001299593,0.004876313,0.014260474,0.010647544,0.008581435,0.006930682,0.005107268,0.008531674,0.010008069,0.011273738
CHIH,0.011655824,0.000685894,0.006352505,0.000645292,0.004239099,0.03055413,0.007564796,0.011777579,0.009975137,0.010946213,0.008561325,0.010709393,0.006446576,0.004565858,0.024376739,0.005850635,0.008269062,0.014464808,0.003479441,0.012103628,0.008476831,0.005182167,0.010936489,0.019285028,0.007910459,0.017125464,0.00720072,0.005269276,0.005862637,0.007070295,0.020792588,0.012981374,0.008171665,1,0.00822176,0.000746697,0.006115684,0.003932875,0.006345848,0.129255774,0.022437181,0.008832368,0.010379006,0.003653213,0.00465887,0.00498278,0.014635292,0.009055622,0.011588474,0.014423062,0.005233426,0.006585076,0.008229574,0.015786279,0.005476035,0.01023619,0.006681025,0.018688472,0.003149883,0.009194686,0.018182746,0.001364059,0.007296241,0.003230325,0.011979795,0.005243253,0.034679235,0.01109597,0.011325488,0.011616815,0.00489032,0.00436364,0.014102685,0.021390624,0.007082066,0.013531694,0.007137656,0.00640194,0.009697037,0.00655484,0.003128758,0.025222988,0.012511089,0.004669563,0.030084464,0.010141752,0.013697762,0.021389943,0.005598705,0.004358865,0.002741631,0.005041351,0.00700773,0.003351835,0.016171373,0.01852679,0.01119748,0.007341172,0.009760954,0.008287581,0.005861549,0.005268488,0.010036332,0.041025125,0.013614019,0.043462652,0.006286509,0.008841676,0.005270241,0.004944259,0.016487234
CHIN,0.005634607,0.000332382,0.005575007,0.017974921,0.001662464,0.002282336,0.000525185,0.00223479,0.001784885,0.003260238,0.002087624,0.002426845,0.003771235,0.0020739,0.003856256,0.001352036,0.00256855,0.001213062,0.000386681,0.002515808,0.004337041,0.001278003,0.003680566,0.005117267,0.005789361,0.012566997,0.002507899,0.00452016,0.001042898,0.004721524,0.003477634,0.003075487,0.009831206,0.00822176,1,0.001843556,0.007815178,0.002503299,0.001852799,0.006354639,0.005971489,0.007426785,0.002290468,0.006352547,0.00223455,0.002075165,0.005131868,0.002553865,0.005446519,0.005749061,0.00157533,0.004200336,0.003291136,0.004813614,0.002241621,0.001827559,0.00310673,0.002895503,0.00302634,0.004442297,0.005938296,0.001192548,0.001490356,0.003956399,0.003772997,0.001565295,0.006833388,0.003488253,0.006730944,0.00358352,0.002723681,0.002383922,0.004337601,0.004385021,0.009334837,0.00169068,0.004935286,0.004475043,0.005293343,0.006076638,0.001431189,0.006555926,0.004527543,0.005446924,0.004782706,0.005107328,0.010920684,0.003540458,0.00297162,0.002123001,0.00259789,0.003137398,0.00372605,0.024236481,0.026609318,0.004208366,0.00214054,0.002979394,0.002792803,0.00208323,0.002705687,0.001288185,0.011169314,0.005060153,0.004042094,0.006316505,0.003856809,0.003452786,0.002056919,0.001541224,0.003761956
CHOW,0.000466327,0.000397252,0.000315665,0.005906359,0.004183679,0.001442906,0.000707814,0.000571059,0.006303486,0.000502534,0.000450035,0.000529838,0.000460426,0.000423181,0.000677554,0.00039654,0.000590026,0.000424647,0.000477368,0.000601569,0.000532074,0.000414392,0.000500096,0.000590244,0.00046512,0.000469,0.000532186,0.000491464,0.000456616,0.00060167,0.000716328,0.000567367,0.000521133,0.000746697,0.001843556,1,0.000387619,0.000386979,0.000454829,0.000558034,0.00066763,0.000539606,0.000574637,0.000408445,0.000368049,0.000390129,0.000548869,0.000538204,0.000521774,0.000582016,0.000435376,0.000334144,0.000493451,0.000642556,0.000415472,0.000582005,0.000457999,0.000657138,0.000324654,0.000561533,0.000679618,0.001702112,0.003004951,0.000317983,0.000490883,0.000389632,0.000747143,0.004292411,0.000613332,0.000616706,0.000440336,0.000495574,0.000512572,0.000629479,0.000371345,0.000629895,0.000380761,0.000414703,0.000518854,0.000513026,0.000413637,0.000629578,0.000726026,0.000487992,0.000632674,0.000506265,0.000351686,0.000615849,0.00053956,0.000409917,0.001541246,0.000425996,0.000448247,0.004066664,0.001343332,0.000569693,0.000524365,0.000417127,0.000513079,0.00057109,0.000451707,0.002668345,0.003649045,0.000678999,0.000567415,0.002139921,0.000413421,0.000406506,0.000466771,0.000435899,0.000624378
CKCS,0.025511603,0.000370566,0.011286742,0.001251469,0.000404009,0.005867791,0.000627321,0.005663035,0.005832976,0.01059648,0.003977746,0.008726481,0.002913522,0.005273214,0.00239347,0.002893913,0.002843619,0.008378209,0.002472956,0.006764201,0.006774669,0.005608727,0.004153424,0.010770757,0.002329737,0.048217764,0.004923378,0.00315812,0.006952346,0.005735213,0.006135329,0.009129431,0.0069517,0.006115684,0.007815178,0.000387619,1,0.00380857,0.010374004,0.007913946,0.010860246,0.016537699,0.003558531,0.010228956,0.000345028,0.006724376,0.042178535,0.009768268,0.029551676,0.005880512,0.009224416,0.024666165,0.010204368,0.0149583,0.002805089,0.000526461,0.001496447,0.008299322,0.003691252,0.013234872,0.004075639,0.000382868,0.00574082,0.004110166,0.005564853,0.004629703,0.013751801,0.007414223,0.002677125,0.017106581,0.004777221,0.003448085,0.022671096,0.009280516,0.005700778,0.004406415,0.009725453,0.007674002,0.008981813,0.004890584,0.004916549,0.017644164,0.009989197,0.003659966,0.011719733,0.009455172,0.007592553,0.006182157,0.005717261,0.002370528,0.000369298,0.011966568,0.009277375,0.002046124,0.004097934,0.007389659,0.005756536,0.003896454,0.012290866,0.004536122,0.003573329,0.00069909,0.005722672,0.007121573,0.013532017,0.010869909,0.004310404,0.003119589,0.003640225,0.00461337,0.014327679
COLL,0.002489683,0.000369981,0.00314173,0.000357836,0.003340016,0.011817369,0.000625647,0.029573345,0.129679691,0.003153856,0.002700226,0.004780852,0.005688155,0.099063784,0.015163153,0.002202364,0.076921705,0.002352723,0.00116516,0.0033573,0.002477928,0.001662539,0.002560293,0.005248284,0.007369644,0.003159045,0.004167357,0.007066115,0.006415955,0.009457883,0.003171801,0.082743719,0.009221332,0.003932875,0.002503299,0.000386979,0.00380857,1,0.000889593,0.002990274,0.003880932,0.004854357,0.004319278,0.004072203,0.002782652,0.002807065,0.003063053,0.002185831,0.001878626,0.003280815,0.002340135,0.001683227,0.003890866,0.002687924,0.000385736,0.003612691,0.008738173,0.002918703,0.00733987,0.001807295,0.004345363,0.001922523,0.010715664,0.003609269,0.006546666,0.002492688,0.00756318,0.008082234,0.001846882,0.007543348,0.002479986,0.005496942,0.002039235,0.002018493,0.006153853,0.004001104,0.002880616,0.00245476,0.054269735,0.030930496,0.003965961,0.002650649,0.0046706,0.078864271,0.004482417,0.004728842,0.003641707,0.004709916,0.011521788,0.003677531,0.003301766,0.006433724,0.009309705,0.00039635,0.002172983,0.001978741,0.003836457,0.390656114,0.003309312,0.005157259,0.003642961,0.000697012,0.004692839,0.002930894,0.002073137,0.006768584,0.001074724,0.002711696,0.00460602,0.007957234,0.005788293
COTO,0.010590189,0.000431527,0.007284583,0.000415096,0.003158262,0.015101802,0.001501308,0.003963805,0.004518411,0.005682855,0.004249091,0.008180173,0.008925969,0.004610914,0.017540282,0.002202879,0.001914672,0.004705556,0.001913022,0.020252482,0.011697533,0.002004181,0.006157427,0.003838136,0.006817063,0.010832975,0.003318287,0.007462361,0.004309224,0.012124817,0.00889153,0.00490024,0.007302851,0.006345848,0.001852799,0.000454829,0.010374004,0.000889593,1,0.0048364,0.009330423,0.005267215,0.006459037,0.004456292,0.003169619,0.00480371,0.029452993,0.007668295,0.012640725,0.016270213,0.004055198,0.003277352,0.006433213,0.005939445,0.000453113,0.004072007,0.011901681,0.013630085,0.003789991,0.006378115,0.017962307,0.000448302,0.005261797,0.003794085,0.009265133,0.001237467,0.02234576,0.006119777,0.007255447,0.009111847,0.006679032,0.005478443,0.00665824,0.010685465,0.010771078,0.003671939,0.006044852,0.003802163,0.005883591,0.006983024,0.004672829,0.015824906,0.010496782,0.003495472,0.012996484,0.007726622,0.0283991,0.011591333,0.00597186,0.009672,0.001801155,0.005454163,0.003971584,0.002813234,0.005353852,0.004959268,0.004313361,0.002070325,0.010991094,0.007701767,0.003983997,0.000953101,0.004618395,0.012851594,0.006131187,0.015613925,0.005175408,0.013835263,0.00468107,0.002929205,0.015839375
CRES,0.00889069,0.000523362,0.008393839,0.000499386,0.004137861,0.012079026,0.003246398,0.006808536,0.012609521,0.009737307,0.006007613,0.010948835,0.002558147,0.005840881,0.013249938,0.00508302,0.008231815,0.010121569,0.000671931,0.01213514,0.010237891,0.005872469,0.005061778,0.013919629,0.00411748,0.01759676,0.007838217,0.005237288,0.006638517,0.01211158,0.009490679,0.007517522,0.009216622,0.129255774,0.006354639,0.000558034,0.007913946,0.002990274,0.0048364,1,0.015034005,0.009631431,0.011442372,0.00612645,0.002392497,0.008758394,0.008869619,0.012446418,0.00989493,0.008342664,0.00597135,0.005738832,0.010034769,0.011787482,0.0038566,0.006024122,0.004520594,0.009209733,0.003072985,0.010768093,0.008467894,0.001337162,0.005194742,0.006762932,0.006291603,0.002750874,0.030263479,0.008393397,0.003658614,0.010066152,0.003946967,0.006001126,0.012089457,0.021575341,0.010484714,0.007287988,0.006257881,0.004375346,0.008595539,0.00732353,0.006875245,0.01821903,0.025189466,0.006147603,0.024710605,0.007837024,0.021491724,0.011493567,0.005477093,0.004580072,0.005334024,0.005459318,0.009563592,0.001500454,0.021138661,0.00861981,0.00668102,0.004785511,0.009470799,0.018166358,0.004559668,0.001556225,0.012290937,0.026525691,0.008811767,0.027091934,0.004971764,0.011565888,0.008971177,0.005758896,0.015805374
DACH,0.013964548,0.001312957,0.00577238,0.000585381,0.002081686,0.011659514,0.006915903,0.007921417,0.015451656,0.00650796,0.013930635,0.016175837,0.009148749,0.006481209,0.017911205,0.01342866,0.011684699,0.006184267,0.005225496,0.011531954,0.012305346,0.006363559,0.010511321,0.019632495,0.013555152,0.014653512,0.007966107,0.008550192,0.003552352,0.01239593,0.018118042,0.00833684,0.012463962,0.022437181,0.005971489,0.00066763,0.010860246,0.003880932,0.009330423,0.015034005,1,0.014676866,0.009781099,0.004461661,0.003523281,0.010638899,0.016336764,0.007882372,0.013075101,0.009654328,0.007302797,0.005451213,0.004787302,0.021604688,0.004425745,0.011278694,0.010737687,0.020594623,0.005757544,0.018093336,0.027965203,0.00065366,0.011434929,0.003650884,0.011686897,0.003953031,0.022078099,0.018627085,0.016634,0.015531713,0.007630352,0.009298797,0.018240205,0.019827591,0.006718411,0.008666879,0.005264879,0.005194701,0.006436204,0.008704775,0.014264594,0.020560839,0.020311233,0.00705203,0.02542586,0.013190853,0.012237304,0.030157248,0.013657404,0.00985687,0.006341016,0.006627872,0.007571024,0.002042554,0.005169461,0.023496787,0.021532789,0.005723219,0.014489505,0.010447713,0.009278759,0.00287017,0.007625656,0.023107403,0.018175888,0.042407731,0.009818276,0.006082837,0.0068952,0.005169627,0.013719494
DALM,0.019264793,0.002840968,0.01456034,0.001809248,0.002396928,0.014425744,0.001152834,0.005316156,0.010508681,0.012085175,0.009851831,0.01324398,0.005610743,0.005254519,0.007856272,0.007338432,0.00574215,0.00895736,0.00530938,0.015376441,0.012023076,0.013050309,0.008668944,0.024494288,0.008230247,0.008421512,0.015922426,0.009947627,0.006597055,0.012215435,0.013751207,0.005767589,0.014690986,0.008832368,0.007426785,0.000539606,0.016537699,0.004854357,0.005267215,0.009631431,0.014676866,1,0.010515425,0.00510006,0.004884624,0.006689564,0.012861846,0.017594823,0.01105677,0.015171981,0.008747182,0.009012168,0.011551759,0.022784032,0.004675575,0.00734563,0.004131827,0.022188703,0.004618424,0.015604774,0.019178001,0.003108386,0.002866177,0.007069034,0.019606864,0.002666323,0.022252492,0.006805409,0.008315205,0.021345894,0.00635908,0.010694166,0.018677423,0.009118385,0.009690116,0.006024824,0.003090107,0.00431561,0.013527119,0.006535412,0.004676186,0.01142949,0.009225951,0.008886649,0.011946742,0.012771353,0.005722802,0.007489434,0.011801018,0.005939717,0.002151476,0.006418525,0.011330714,0.001587159,0.003597629,0.00916558,0.017765791,0.002822434,0.009266962,0.014058853,0.004812941,0.0014209,0.008616349,0.010632693,0.01542402,0.015480908,0.012305418,0.012335219,0.007479908,0.006743398,0.012331629
DANE,0.004510652,0.000537938,0.005497199,0.000874571,0.002355797,0.021509067,0.004716982,0.008840865,0.008266662,0.005814278,0.007244644,0.005676939,0.010050721,0.006222619,0.022589129,0.024393247,0.00724235,0.005545211,0.008946818,0.017305333,0.027208422,0.009178147,0.013993345,0.011804044,0.035212447,0.007376402,0.012716008,0.025910879,0.009586363,0.007820666,0.033245959,0.007904505,0.012554846,0.010379006,0.002290468,0.000574637,0.003558531,0.004319278,0.006459037,0.011442372,0.009781099,0.010515425,1,0.014352375,0.006673446,0.015065313,0.006935649,0.007953721,0.006073019,0.015478533,0.007973448,0.004012486,0.012812555,0.007552445,0.004266763,0.016664514,0.006510263,0.013704067,0.01272304,0.026557361,0.005384658,0.002154862,0.009684846,0.003704065,0.008735414,0.080591809,0.01415179,0.014958624,0.01531548,0.017847201,0.049046599,0.036237286,0.012578896,0.007767817,0.010393702,0.008583504,0.0041445,0.006154667,0.006994479,0.01114364,0.007824163,0.01280141,0.016197725,0.004758455,0.015263859,0.00618981,0.005593853,0.016046181,0.069167764,0.054217422,0.003333582,0.008772043,0.006587833,0.001562973,0.005292016,0.01057577,0.006129675,0.005891198,0.013701414,0.010838579,0.049583917,0.001692603,0.004131071,0.014016745,0.008798498,0.0260008,0.005586202,0.005134461,0.009643184,0.010133293,0.010283052
DDBX,0.003704067,0.000389555,0.005035455,0.000376115,0.00172811,0.030747064,0.000683744,0.005383554,0.009905745,0.005829726,0.004261866,0.002272759,0.002849506,0.009986235,0.007832137,0.007726352,0.005013516,0.004692172,0.002408247,0.025035692,0.009766201,0.082015594,0.00757311,0.014228215,0.011510968,0.016328019,0.045197351,0.034476103,0.011163598,0.011481374,0.036650595,0.004618299,0.004738776,0.003653213,0.006352547,0.000408445,0.010228956,0.004072203,0.004456292,0.00612645,0.004461661,0.00510006,0.014352375,1,0.001611971,0.00273096,0.006046185,0.007797165,0.003309511,0.034106873,0.006171272,0.002238669,0.005609492,0.006080691,0.002231289,0.006300093,0.003009926,0.00663999,0.009834627,0.017456845,0.007467193,0.001617458,0.00091766,0.004830898,0.004789513,0.003842387,0.010893384,0.004570285,0.005615996,0.010683027,0.007788616,0.050734614,0.004188261,0.005559342,0.003646069,0.001803138,0.004277225,0.009778888,0.003629654,0.008328764,0.00310351,0.004503089,0.010185368,0.00579057,0.007471139,0.005056987,0.004564103,0.003820069,0.009154583,0.004497468,0.002500726,0.00291882,0.010700998,0.001300443,0.003751601,0.008446702,0.003280876,0.002992239,0.011452313,0.02509838,0.031841057,0.00076989,0.003793063,0.004985487,0.007746127,0.009454066,0.008701807,0.008426377,0.005474174,0.004208117,0.006481324
DEER,0.003902851,0.00035264,0.003621795,0.00034159,0.003118778,0.005166275,0.000577615,0.005106058,0.005471824,0.006061593,0.00322563,0.003738962,0.006271865,0.003284723,0.006457643,0.003073972,0.004316475,0.004696868,0.016632006,0.006976344,0.008110697,0.004242348,0.003430908,0.006894104,0.00407878,0.003164531,0.004769293,0.00630072,0.001671409,0.005802977,0.003450863,0.005121444,0.003714118,0.00465887,0.00223455,0.000368049,0.000345028,0.002782652,0.003169619,0.002392497,0.003523281,0.004884624,0.006673446,0.001611971,1,0.004207625,0.004444953,0.002660672,0.004853019,0.005348592,0.006463247,0.002562551,0.004743676,0.003811835,0.002729381,0.073886099,0.002792928,0.004774402,0.003869115,0.003945199,0.000558699,0.00143338,0.003276466,0.005099225,0.016511813,0.169086075,0.005022177,0.002325507,0.003667609,0.004776499,0.003242864,0.010271117,0.002582327,0.003276222,0.003434271,0.00273043,0.001064923,0.004592724,0.004386521,0.005803174,0.010503895,0.004258217,0.010709112,0.003573701,0.002821905,0.002380944,0.002468721,0.003520461,0.011753177,0.003165279,0.001606183,0.006250198,0.00476425,0.00148119,0.002115266,0.004798857,0.002029865,0.002834592,0.004845388,0.003662081,0.002833829,0.000637914,0.002349877,0.004117019,0.002903906,0.00224819,0.002683806,0.004582103,0.039294298,0.006115425,0.003409571
DOBP,0.003998097,0.000372859,0.008012828,0.000360528,0.002455134,0.007734755,0.000642729,0.006790812,0.006168981,0.005405546,0.004694989,0.003239273,0.003568663,0.004009346,0.012126818,0.004516707,0.004294366,0.006216163,0.003211589,0.008214033,0.006007738,0.002846908,0.009018082,0.007973454,0.016878088,0.008868114,0.004247383,0.004183015,0.006090828,0.004073543,0.011853495,0.005350165,0.006400158,0.00498278,0.002075165,0.000390129,0.006724376,0.002807065,0.00480371,0.008758394,0.010638899,0.006689564,0.015065313,0.00273096,0.004207625,1,0.005271369,0.006697275,0.004509015,0.004977165,0.004515989,0.003135684,0.007535663,0.007973085,0.002229219,0.003093313,0.025178441,0.0190957,0.009879177,0.051617664,0.01847664,0.000385317,0.00489611,0.005676069,0.006219769,0.002785846,0.009158976,0.010300743,0.004569515,0.006103309,0.009725726,0.004795153,0.00920827,0.008013544,0.004284429,0.007353589,0.002900593,0.002273022,0.004024235,0.007540542,0.004673895,0.007865209,0.005738029,0.003935698,0.011136483,0.006310253,0.004605167,0.010378194,0.009552192,0.013139715,0.001941108,0.002996416,0.004395227,0.001686119,0.001455907,0.011128999,0.006979701,0.002477273,0.011260465,0.003044785,0.005125139,0.000707297,0.007430693,0.008657966,0.009232509,0.018717382,0.010929841,0.011526129,0.003617441,0.008271442,0.010084996
ECKR,0.153236125,0.000515292,0.007989746,0.003673186,0.003366341,0.018328085,0.001195955,0.010890732,0.013072015,0.007001696,0.008587955,0.016962178,0.005428513,0.009592701,0.007709968,0.008344779,0.011248739,0.00501402,0.002168646,0.012547204,0.00752691,0.004928829,0.005385861,0.026144934,0.006859809,0.019223558,0.007893305,0.004657716,0.016561391,0.01330799,0.00865579,0.009526472,0.019991019,0.014635292,0.005131868,0.000548869,0.042178535,0.003063053,0.029452993,0.008869619,0.016336764,0.012861846,0.006935649,0.006046185,0.004444953,0.005271369,1,0.022166663,0.119357529,0.01536989,0.010827287,0.22801632,0.012211125,0.024367281,0.008221836,0.007322073,0.002562616,0.017853441,0.004488783,0.00602392,0.009798855,0.000539392,0.003928715,0.009715235,0.007364959,0.003980479,0.025976089,0.004337733,0.005679245,0.022409329,0.004769818,0.006008691,0.01207795,0.010319292,0.011113327,0.005592271,0.007063848,0.006435987,0.010708438,0.006235342,0.007491262,0.024730568,0.014220125,0.005549182,0.009527534,0.025403239,0.00372253,0.012462238,0.014507392,0.004652448,0.001462595,0.008353527,0.010310159,0.002261517,0.006681361,0.010459083,0.012805742,0.007660499,0.013353674,0.010826687,0.004336049,0.001486981,0.019215182,0.011727101,0.014136117,0.01870269,0.010836709,0.005575021,0.005045306,0.006296693,0.017589013
ESET,0.020254353,0.00050588,0.008484934,0.001215428,0.003460963,0.011201944,0.001146452,0.004692803,0.011636406,0.009134339,0.008308845,0.009549888,0.00482839,0.003741211,0.008367364,0.00483029,0.003683569,0.004976227,0.002861664,0.005548969,0.015305314,0.004365964,0.010744619,0.129175238,0.012403918,0.015076866,0.006417756,0.00557051,0.006191492,0.008147871,0.008489877,0.00954993,0.026175501,0.009055622,0.002553865,0.000538204,0.009768268,0.002185831,0.007668295,0.012446418,0.007882372,0.017594823,0.007953721,0.007797165,0.002660672,0.006697275,0.022166663,1,0.016019572,0.012070514,0.02658987,0.007192685,0.030128852,0.197271079,0.004405034,0.004744074,0.004942857,0.056253848,0.008491,0.014769292,0.06238752,0.001977309,0.004073195,0.005268381,0.004749378,0.003693472,0.011639739,0.005200161,0.005868108,0.035349427,0.006704996,0.005686193,0.008649773,0.01543295,0.00547123,0.005068313,0.002103884,0.004115386,0.012558956,0.008072667,0.002860189,0.00857202,0.015744396,0.004323396,0.008421898,0.012757801,0.003899808,0.009623131,0.011629467,0.009770136,0.003578188,0.00478102,0.008483798,0.004503867,0.00221005,0.007258328,0.031299286,0.003254803,0.006528822,0.00723357,0.002649849,0.001411217,0.005280482,0.018586634,0.045512443,0.012227173,0.010996322,0.005342674,0.002786788,0.007053102,0.009408904
ESSP,0.050309593,0.000491338,0.010976039,0.001351685,0.004224447,0.010727002,0.001599248,0.009024179,0.010372408,0.007942581,0.006207206,0.013745043,0.005222784,0.005199235,0.009101144,0.006287854,0.007096417,0.011280913,0.003387453,0.011890083,0.011386146,0.004889378,0.005899475,0.018576321,0.005949115,0.019047252,0.005649381,0.007471653,0.003513705,0.011710504,0.012834658,0.007179993,0.013737953,0.011588474,0.005446519,0.000521774,0.029551676,0.001878626,0.012640725,0.00989493,0.013075101,0.01105677,0.006073019,0.003309511,0.004853019,0.004509015,0.119357529,0.016019572,1,0.007553609,0.011315141,0.071242149,0.012018974,0.023270851,0.004439728,0.009012736,0.002931398,0.01629781,0.003173546,0.011084198,0.011853051,0.001748093,0.003975017,0.007666968,0.006076119,0.002909887,0.019778492,0.00858282,0.01050256,0.022446758,0.006099214,0.00525004,0.019085884,0.017734327,0.009457123,0.006085168,0.011353299,0.002661786,0.011149459,0.008676298,0.005909762,0.00941213,0.016597035,0.009648709,0.012634518,0.014276949,0.010556819,0.009339351,0.013030452,0.004332236,0.00221001,0.006568253,0.006850702,0.003103272,0.003873484,0.00999639,0.013684661,0.002647385,0.007203238,0.006459499,0.003767343,0.001303585,0.015788633,0.01546444,0.017316531,0.023790137,0.010646023,0.01126736,0.009718198,0.005151558,0.018986984
FBUL,0.004665103,0.000544399,0.011303921,0.000518505,0.002672738,0.089089915,0.00136539,0.011141607,0.013822999,0.020304357,0.005329479,0.006968016,0.005731946,0.009334369,0.013209242,0.007475679,0.009136695,0.021468411,0.002329306,0.09823037,0.007576869,0.041018252,0.007780241,0.011308653,0.007068778,0.01434493,0.092867307,0.028592248,0.02111517,0.008862164,0.027018172,0.011065368,0.011135109,0.014423062,0.005749061,0.000582016,0.005880512,0.003280815,0.016270213,0.008342664,0.009654328,0.015171981,0.015478533,0.034106873,0.005348592,0.004977165,0.01536989,0.012070514,0.007553609,1,0.009967817,0.003415509,0.006171928,0.010677858,0.002075781,0.013068884,0.003109777,0.009470013,0.005497389,0.013379108,0.008773826,0.00057137,0.005610658,0.015524665,0.007053281,0.004063627,0.036175094,0.00725569,0.006579323,0.020344094,0.006012445,0.019600445,0.010498508,0.01020226,0.008517794,0.005916214,0.008145852,0.010737957,0.015325276,0.014334844,0.004175089,0.021386067,0.042641167,0.007046939,0.01566813,0.009614753,0.016441717,0.00763728,0.00970668,0.005661379,0.002763473,0.006151223,0.030292559,0.002554323,0.00243485,0.013759498,0.008844447,0.005779622,0.012926139,0.073136549,0.014514265,0.001758263,0.009763055,0.011246906,0.007640199,0.01424075,0.006568855,0.011159421,0.011788823,0.009145437,0.018490588
