,ACKR,AFGH,AIRT,AKIT,AMAL,AMST,ANAT,AUCD,AUSS,AUST,BASS,BEAG,BELS,BERD,BMAL,BMD,BORD,BORT,BORZ,BOST,BOUV,BOX,BRIA,BRIT,BRTR,BRUS,BULD,BULM,BULT,CAIR,CANE,CARD,CCRT,CHIH,CHIN,CHOW,CKCS,COLL,COTO,CRES,DACH,DALM,DANE,DDBX,DEER,DOBP,ECKR,ESET,ESSP,FBUL,FCR,FIEL,GOLD,GORD,GPYR,GREY,GSD,GSHP,GSMD,GSNZ,GWHP,HUSK,ICES,IRIT,ITGY,IWOF,JACK,KEES,KUVZ,LAB,LEON,MAST,MPIN,MPOO,MSNZ,NEWF,NORF,NOWT,NSDT,OES,OTTR,PAPI,PARS,PEMB,POM,PTWD,PUG,PUMI,RHOD,ROTT,SAMO,SCOT,SCWT,SHIB,SHIH,SKIP,SPIN,SSHP,SSNZ,STAF,STBD,TIBM,TIBT,TPOO,VIZS,VPIN,WEIM,WFOX,WHIP,WHWT,YORK
FCR,0.008981241,0.000413979,0.008907223,0.002023419,0.004165232,0.008000688,0.000762725,0.014260328,0.011926898,0.006446841,0.00393964,0.00567548,0.006169103,0.008378091,0.005607733,0.007440965,0.004749683,0.007144076,0.00202248,0.007281683,0.009942962,0.006064027,0.009221283,0.012382375,0.003311193,0.008512356,0.006914007,0.015912539,0.002853023,0.004566851,0.009187612,0.006901316,0.02368585,0.005233426,0.00157533,0.000435376,0.009224416,0.002340135,0.004055198,0.00597135,0.007302797,0.008747182,0.007973448,0.006171272,0.006463247,0.004515989,0.010827287,0.02658987,0.011315141,0.009967817,1,0.009913744,0.139219985,0.024200153,0.001687665,0.006569921,0.003799169,0.009889703,0.004720699,0.006795162,0.012307401,0.000429392,0.006944662,0.002831636,0.007512382,0.005830153,0.00879808,0.005814801,0.004480243,0.150085334,0.004819295,0.0111426,0.009154116,0.011011737,0.004350094,0.006067969,0.003283088,0.001783328,0.024587515,0.011898795,0.003647971,0.008068351,0.011928221,0.008048769,0.005906617,0.004396199,0.003072844,0.00598239,0.007028548,0.002884552,0.00244666,0.003734706,0.006075385,0.001221225,0.002507372,0.006597648,0.008244319,0.003215264,0.008317407,0.005636259,0.008040935,0.000871506,0.005593657,0.011934753,0.013492829,0.005842746,0.005257928,0.001818062,0.006255999,0.003378554,0.010196388
FIEL,0.058985512,0.000321394,0.003257428,0.002104815,0.001096483,0.006998672,0.000498269,0.003173343,0.007263942,0.008571816,0.004205787,0.013013677,0.002476226,0.004925505,0.003227562,0.001287686,0.002513649,0.008403745,0.000735308,0.007565846,0.004679965,0.002159183,0.009013447,0.01254533,0.004533226,0.009262711,0.005291045,0.00441267,0.005808978,0.004802191,0.005527166,0.008326767,0.010648226,0.006585076,0.004200336,0.000334144,0.024666165,0.001683227,0.003277352,0.005738832,0.005451213,0.009012168,0.004012486,0.002238669,0.002562551,0.003135684,0.22801632,0.007192685,0.071242149,0.003415509,0.009913744,1,0.005424467,0.01207436,0.002282323,0.003378173,0.004018965,0.008451948,0.004315686,0.004512215,0.008559293,0.000330608,0.004356761,0.00965718,0.004036821,0.002214831,0.01110837,0.00611736,0.002763148,0.009874515,0.0043979,0.005181641,0.007676252,0.012357412,0.005702958,0.005354638,0.006011717,0.003288125,0.00634151,0.004180873,0.003204023,0.005555937,0.006932174,0.003773851,0.004318722,0.013601378,0.00581051,0.004826226,0.003767862,0.001950184,0.002340245,0.003032129,0.008396478,0.001754644,0.004364103,0.006071594,0.016125973,0.004307306,0.003984339,0.006227412,0.002641671,0.000542505,0.005323504,0.007924003,0.013180781,0.00236811,0.005363632,0.005560147,0.006997746,0.002322072,0.008580429
GOLD,0.007683887,0.000466143,0.015868328,0.002351205,0.00660715,0.016206538,0.000960829,0.007859583,0.011229265,0.008145792,0.004339129,0.004545615,0.00446043,0.012077175,0.010900674,0.006466194,0.007513381,0.007063484,0.00200606,0.013225641,0.008524198,0.002767078,0.00791186,0.01447615,0.019031013,0.010140242,0.009089401,0.018302875,0.012130263,0.008364889,0.013665889,0.00780681,0.041118917,0.008229574,0.003291136,0.000493451,0.010204368,0.003890866,0.006433213,0.010034769,0.004787302,0.011551759,0.012812555,0.005609492,0.004743676,0.007535663,0.012211125,0.030128852,0.012018974,0.006171928,0.139219985,0.005424467,1,0.029624941,0.003555794,0.010760048,0.004043691,0.015210055,0.002545831,0.008893298,0.017322409,0.002489213,0.009478054,0.007809658,0.00876036,0.003273759,0.0153376,0.003373605,0.0126611,0.112417889,0.004565978,0.013926689,0.006043768,0.006604515,0.002362672,0.005496091,0.007342673,0.007288845,0.020465723,0.01217783,0.003955754,0.011212422,0.010609918,0.009137537,0.009269021,0.008386168,0.007977393,0.006681325,0.009613764,0.004300293,0.002884068,0.00277333,0.005804443,0.002699861,0.005067548,0.007970397,0.024437174,0.002875675,0.007060029,0.011882138,0.009488906,0.001140095,0.005476867,0.008838764,0.022459126,0.015655577,0.006522865,0.006289086,0.008006308,0.005741568,0.009637128
GORD,0.021489722,0.000597013,0.011964132,0.003994343,0.002594242,0.016668814,0.005971587,0.009119051,0.016670451,0.009641999,0.011183237,0.008602169,0.004179086,0.007558458,0.010815926,0.008135743,0.0068199,0.006700928,0.006454193,0.008908794,0.007214307,0.007047354,0.015730725,0.089588462,0.009044641,0.007810887,0.006386905,0.009198343,0.006649166,0.01058175,0.01903458,0.009493108,0.019902691,0.015786279,0.004813614,0.000642556,0.0149583,0.002687924,0.005939445,0.011787482,0.021604688,0.022784032,0.007552445,0.006080691,0.003811835,0.007973085,0.024367281,0.197271079,0.023270851,0.010677858,0.024200153,0.01207436,0.029624941,1,0.005919499,0.006363228,0.003880505,0.071552994,0.005292822,0.014055557,0.072480349,0.000629605,0.005357161,0.006222444,0.008265403,0.002194844,0.026910974,0.004061223,0.011727491,0.029182419,0.006685536,0.006761791,0.01498847,0.01227865,0.006150372,0.010659215,0.006142796,0.006000904,0.017460476,0.010919869,0.004175132,0.014074521,0.024420645,0.004572575,0.009473107,0.020574867,0.005584932,0.012873519,0.017572255,0.007905812,0.000593729,0.005717055,0.004642263,0.005186645,0.003654079,0.011239317,0.050581774,0.006148844,0.010112352,0.008191413,0.006342797,0.00245784,0.009811553,0.019490293,0.072064624,0.033564953,0.019335474,0.005990379,0.007174379,0.006498517,0.017206666
GPYR,0.00830875,0.000395942,0.002000243,0.000382065,0.001079501,0.003001217,0.002264607,0.007568385,0.002655853,0.004344636,0.004668504,0.003722725,0.00306239,0.001906131,0.004385914,0.00368667,0.003415791,0.002340714,0.00208866,0.003374805,0.006406798,0.002703823,0.005978342,0.009612566,0.004428034,0.002345872,0.002164675,0.002118542,0.004113114,0.002551089,0.004922951,0.003376644,0.003014361,0.005476035,0.002241621,0.000415472,0.002805089,0.000385736,0.000453113,0.0038566,0.004425745,0.004675575,0.004266763,0.002231289,0.002729381,0.002229219,0.008221836,0.004405034,0.004439728,0.002075781,0.001687665,0.002282323,0.003555794,0.005919499,1,0.002876428,0.00403353,0.007831223,0.004762042,0.004762973,0.010573524,0.000410019,0.004540854,0.002702859,0.003557969,0.01192562,0.003197452,0.004855924,0.005871207,0.005399289,0.003289122,0.005128756,0.002962878,0.004160372,0.001339709,0.003721168,0.001981198,0.002029438,0.00391555,0.003338061,0.0051815,0.002875934,0.002164663,0.004061933,0.009189096,0.005499651,0.00366471,0.005733053,0.003075334,0.004704822,0.001589422,0.002124742,0.002786027,0.002539419,0.002181148,0.004041852,0.007972037,0.002314447,0.005073694,0.002414689,0.006601499,0.000795244,0.003782892,0.004900888,0.008198029,0.004599398,0.008545941,0.002356939,0.001656087,0.001556003,0.004147632
GREY,0.005821762,0.00054439,0.007667092,0.000518497,0.004776011,0.024031724,0.001365331,0.0154961,0.011262238,0.005085531,0.005535633,0.008420325,0.006539538,0.012685326,0.014069267,0.00689523,0.011962536,0.006653459,0.016427453,0.013009629,0.011663934,0.008404947,0.011335658,0.007069562,0.006455107,0.00387571,0.010519276,0.007497283,0.008748835,0.009604749,0.008070567,0.012500424,0.007760267,0.01023619,0.001827559,0.000582005,0.000526461,0.003612691,0.004072007,0.006024122,0.011278694,0.00734563,0.016664514,0.006300093,0.073886099,0.003093313,0.007322073,0.004744074,0.009012736,0.013068884,0.006569921,0.003378173,0.010760048,0.006363228,0.002876428,1,0.002474946,0.005259439,0.002663968,0.006375198,0.006285586,0.002197252,0.005346303,0.005972065,0.048775392,0.040917875,0.011058214,0.003686238,0.006734162,0.012861762,0.00583118,0.009336178,0.006003587,0.006082972,0.002728104,0.007493578,0.003944669,0.00559785,0.01033018,0.029838759,0.006452041,0.008044794,0.013926348,0.015397498,0.009282942,0.004901134,0.003216226,0.012020098,0.040013034,0.009811831,0.004015163,0.006334731,0.009318359,0.001300793,0.002866108,0.008905316,0.009415283,0.00608985,0.008221862,0.009810306,0.005362276,0.001758166,0.005762505,0.009847287,0.006170823,0.006067308,0.003796751,0.005237255,0.168850282,0.00571091,0.00933982
GSD,0.003465164,0.00043438,0.001415813,0.007346487,0.013358033,0.00637374,0.002346137,0.014587669,0.039365335,0.002798031,0.00474463,0.002995714,0.016328264,0.004558034,0.135276666,0.006044982,0.009028567,0.001810943,0.003956513,0.004134838,0.0098945,0.002239287,0.013276254,0.005402373,0.004337972,0.002659418,0.00343421,0.002581343,0.000506365,0.004478212,0.044551844,0.007910577,0.004617749,0.006681025,0.00310673,0.000457999,0.001496447,0.008738173,0.011901681,0.004520594,0.010737687,0.004131827,0.006510263,0.003009926,0.002792928,0.025178441,0.002562616,0.004942857,0.002931398,0.003109777,0.003799169,0.004018965,0.004043691,0.003880505,0.00403353,0.002474946,1,0.005960737,0.018889608,0.013283994,0.005201966,0.001447493,0.009768859,0.003996294,0.003695211,0.001575167,0.004013448,0.007368776,0.015005928,0.006749574,0.051449998,0.005153727,0.004496374,0.004343664,0.005925567,0.003104969,0.001719894,0.00209121,0.017711412,0.006683803,0.002364928,0.007140988,0.002438975,0.006115181,0.008201935,0.065246157,0.003309861,0.007659769,0.008255067,0.009864646,0.00394025,0.005671905,0.000496093,0.001785482,0.002244939,0.00622444,0.004550065,0.006735527,0.010590817,0.004864787,0.003636821,0.000967128,0.002048352,0.004665228,0.004518562,0.020200502,0.004517507,0.000445469,0.00391235,0.002568383,0.003275837
GSHP,0.014276958,0.000609581,0.008711096,0.00204597,0.002886096,0.013325772,0.005800467,0.008458232,0.00956582,0.007785081,0.01244115,0.010081313,0.008677037,0.005567393,0.019524726,0.006547219,0.009437745,0.005240939,0.003057003,0.009204427,0.013795403,0.006087163,0.013281217,0.04326052,0.013996119,0.008171372,0.004616049,0.00603589,0.004367849,0.007047176,0.020420423,0.007243668,0.018518036,0.018688472,0.002895503,0.000657138,0.008299322,0.002918703,0.013630085,0.009209733,0.020594623,0.022188703,0.013704067,0.00663999,0.004774402,0.0190957,0.017853441,0.056253848,0.01629781,0.009470013,0.009889703,0.008451948,0.015210055,0.071552994,0.007831223,0.005259439,0.005960737,1,0.008079454,0.031628776,0.311374626,0.001825926,0.0037503,0.005630711,0.007415946,0.004727064,0.015194688,0.008206662,0.013819496,0.019312128,0.009759979,0.006760495,0.01112088,0.018994938,0.00230472,0.008552675,0.003651998,0.003992478,0.009771359,0.010014775,0.006123391,0.016561465,0.011633289,0.007664694,0.015809267,0.013998993,0.003587875,0.015962435,0.009853978,0.007883491,0.003341919,0.003290714,0.008641439,0.002476893,0.003408447,0.014770069,0.06718681,0.005499924,0.010021689,0.005542604,0.013640818,0.002685806,0.008066272,0.029114175,0.094316487,0.030802901,0.048614872,0.005124025,0.005940189,0.004511013,0.01485931
GSMD,0.00741496,0.000312605,0.008172961,0.00030389,0.00184871,0.010034455,0.000477457,0.004066316,0.00134261,0.003575461,0.002948091,0.003950695,0.009056088,0.001354597,0.008767974,0.114462452,0.002178724,0.0039537,0.003282277,0.005495177,0.005964585,0.007164529,0.008897588,0.007298721,0.016463551,0.007087712,0.004808891,0.005648876,0.001842312,0.003512995,0.005866018,0.002828649,0.007209712,0.003149883,0.00302634,0.000324654,0.003691252,0.00733987,0.003789991,0.003072985,0.005757544,0.004618424,0.01272304,0.009834627,0.003869115,0.009879177,0.004488783,0.008491,0.003173546,0.005497389,0.004720699,0.004315686,0.002545831,0.005292822,0.004762042,0.002663968,0.018889608,0.008079454,1,0.005009819,0.003002014,0.000321314,0.002783179,0.003339806,0.004251724,0.007605325,0.004612951,0.006690999,0.006147655,0.00405229,0.022989446,0.014153295,0.006728463,0.003406368,0.0047257,0.003875342,0.002395729,0.003457892,0.005171182,0.00425935,0.005529198,0.004998281,0.007121218,0.002372965,0.00730017,0.006281711,0.003332707,0.009260044,0.009281955,0.023639223,0.002573794,0.00363489,0.002790032,0.001271613,0.001209598,0.008376341,0.004943084,0.002261704,0.006538733,0.003666443,0.079414387,0.000517925,0.003928692,0.00365634,0.008896427,0.009751351,0.005544366,0.002932494,0.003874094,0.003618726,0.007923305
GSNZ,0.009911756,0.000526438,0.038636108,0.0014118,0.000596595,0.015644836,0.00125776,0.007665454,0.008385401,0.005792992,0.005500885,0.007477417,0.007503166,0.00794792,0.019903728,0.007629097,0.007877483,0.005933431,0.002515102,0.011237508,0.014736448,0.008401112,0.011531604,0.015697822,0.230598232,0.006493209,0.007757378,0.007965638,0.004794779,0.007747267,0.016967538,0.008985681,0.010411215,0.009194686,0.004442297,0.000561533,0.013234872,0.001807295,0.006378115,0.010768093,0.018093336,0.015604774,0.026557361,0.017456845,0.003945199,0.051617664,0.00602392,0.014769292,0.011084198,0.013379108,0.006795162,0.004512215,0.008893298,0.014055557,0.004762973,0.006375198,0.013283994,0.031628776,0.005009819,1,0.019414412,0.002032894,0.012268798,0.005222753,0.011143666,0.006954516,0.01643371,0.016185611,0.011549365,0.019468095,0.012966415,0.010750101,0.01346685,0.008373773,0.013615766,0.008559852,0.007073042,0.005973827,0.01117505,0.008120473,0.005147973,0.018451761,0.015510158,0.013171393,0.026184598,0.012144205,0.007156565,0.01431824,0.014079029,0.018398003,0.001903971,0.005681459,0.0047842,0.002453239,0.005344483,0.014390378,0.014567074,0.003892911,0.072701137,0.009161709,0.012026068,0.001583743,0.008116358,0.012412041,0.011575887,0.023689238,0.009724343,0.006700605,0.006726253,0.006166086,0.019142007
GWHP,0.013282488,0.000628878,0.007858765,0.004200334,0.002203325,0.012917809,0.008365643,0.005606938,0.010106757,0.01009019,0.016894356,0.007869135,0.010018732,0.005023223,0.029544286,0.012685331,0.004017469,0.007849001,0.007600263,0.009428165,0.017795288,0.008922659,0.013449064,0.051466431,0.013023669,0.008712851,0.004306059,0.016430571,0.003520931,0.006339781,0.03366868,0.009181443,0.030884139,0.018182746,0.005938296,0.000679618,0.004075639,0.004345363,0.017962307,0.008467894,0.027965203,0.019178001,0.005384658,0.007467193,0.000558699,0.01847664,0.009798855,0.06238752,0.011853051,0.008773826,0.012307401,0.008559293,0.017322409,0.072480349,0.010573524,0.006285586,0.005201966,0.311374626,0.003002014,0.019414412,1,0.001087045,0.015279549,0.003278561,0.00640231,0.002010285,0.0194851,0.009256354,0.008815689,0.051108687,0.012751105,0.003864297,0.016870911,0.014435204,0.003448768,0.013106011,0.002800969,0.002332683,0.01093353,0.008882192,0.006066908,0.02228645,0.027363468,0.006534942,0.033120034,0.006291281,0.005419718,0.01721182,0.013590357,0.009960655,0.001596535,0.006249094,0.009925784,0.006892935,0.006171145,0.015231736,0.044703202,0.004775601,0.011135665,0.008198285,0.009898122,0.003105679,0.010402174,0.013916602,0.102826165,0.048302566,0.041851304,0.00422882,0.006724995,0.007255976,0.019606928
HUSK,0.001803871,0.000392263,0.000312507,0.002165449,0.170734979,0.001658452,0.00124308,0.000560808,0.005648729,0.000494578,0.001281582,0.000521001,0.000453739,0.000632487,0.00066317,0.00039157,0.000579088,0.001596337,0.000470183,0.000590203,0.000523164,0.000408967,0.000492216,0.002405561,0.000458296,0.000979996,0.001142084,0.0018034,0.000450038,0.0005903,0.000700271,0.001722816,0.001667011,0.001364059,0.001192548,0.001702112,0.000382868,0.001922523,0.000448302,0.001337162,0.00065366,0.003108386,0.002154862,0.001617458,0.00143338,0.000385317,0.000539392,0.001977309,0.001748093,0.00057137,0.000429392,0.000330608,0.002489213,0.000629605,0.000410019,0.002197252,0.001447493,0.001825926,0.000321314,0.002032894,0.001087045,1,0.001739287,0.001201471,0.001045983,0.000886749,0.000729691,0.000478263,0.000601522,0.004265218,0.000434216,0.000487835,0.000504297,0.000617045,0.000366982,0.001518682,0.000376176,0.00040927,0.000510377,0.000504737,0.000408232,0.00061714,0.000709536,0.001686421,0.00139719,0.001387997,0.000347771,0.000603943,0.003861934,0.000404607,0.019258549,0.000420265,0.000441906,0.000821654,0.001427844,0.00055949,0.000515708,0.002227359,0.000504788,0.000560837,0.001575819,0.003033512,0.000517693,0.000664555,0.000557292,0.000720204,0.000408021,0.000401285,0.001431774,0.0004299,0.001493019
ICES,0.005450354,0.000432921,0.005136126,0.001697184,0.006762851,0.009785739,0.000829604,0.007843479,0.009066854,0.004776757,0.002163123,0.002994235,0.006734668,0.006492319,0.012068832,0.006305174,0.011336925,0.013398523,0.00217841,0.007656328,0.005346635,0.002108439,0.00698016,0.00420037,0.003919006,0.00836634,0.001650923,0.0067784,0.002852582,0.00914993,0.006205929,0.011704031,0.01277445,0.007296241,0.001490356,0.003004951,0.00574082,0.010715664,0.005261797,0.005194742,0.011434929,0.002866177,0.009684846,0.00091766,0.003276466,0.00489611,0.003928715,0.004073195,0.003975017,0.005610658,0.006944662,0.004356761,0.009478054,0.005357161,0.004540854,0.005346303,0.009768859,0.0037503,0.002783179,0.012268798,0.015279549,0.001739287,1,0.006591806,0.005458069,0.00338359,0.011526899,0.026691883,0.008517373,0.014456358,0.008066175,0.003696256,0.01372326,0.007517011,0.008370486,0.014397805,0.004890602,0.005329194,0.006907915,0.008071869,0.001225579,0.012008901,0.006274477,0.008289249,0.021425499,0.011092195,0.006339119,0.024179775,0.007166471,0.003953902,0.012638357,0.00721631,0.004308638,0.004079546,0.00329862,0.021191957,0.006308864,0.012167044,0.00992306,0.006920682,0.006052162,0.000959927,0.00421216,0.00838382,0.007245754,0.024868161,0.005032586,0.01011673,0.004042978,0.002014004,0.00982661
IRIT,0.004594898,0.000306416,0.021031549,0.000298038,0.003397573,0.01174143,0.001882854,0.004415752,0.006093321,0.019988951,0.005663547,0.007199387,0.002821898,0.007892732,0.005050849,0.002371085,0.005978678,0.013599725,0.001126863,0.011920702,0.006208296,0.013050184,0.003580166,0.005466463,0.001963866,0.005515073,0.007342552,0.004779989,0.006947112,0.006888338,0.004840405,0.0054085,0.004511911,0.003230325,0.003956399,0.000317983,0.004110166,0.003609269,0.003794085,0.006762932,0.003650884,0.007069034,0.003704065,0.004830898,0.005099225,0.005676069,0.009715235,0.005268381,0.007666968,0.015524665,0.002831636,0.00965718,0.007809658,0.006222444,0.002702859,0.005972065,0.003996294,0.005630711,0.003339806,0.005222753,0.003278561,0.001201471,0.006591806,1,0.004053673,0.003988128,0.020944991,0.004345243,0.00486989,0.008001087,0.002056055,0.002576364,0.014530604,0.002267466,0.005821464,0.003225265,0.020626853,0.014831033,0.007221397,0.006773575,0.004307683,0.008870981,0.016948078,0.00649945,0.005238384,0.005594201,0.003887471,0.007832096,0.009719145,0.005195624,0.009779226,0.009327922,0.132631223,0.002395994,0.002593959,0.010961114,0.001669442,0.005681292,0.005205503,0.012314836,0.001641806,0.000501153,0.010879625,0.002803326,0.0045889,0.004491957,0.002142205,0.007833704,0.005019533,0.006648592,0.021634949
ITGY,0.008355944,0.000463851,0.006203574,0.001689654,0.003123533,0.012002894,0.004611394,0.009964901,0.008210524,0.008358022,0.004168689,0.011475536,0.007932557,0.005766275,0.014718473,0.00790846,0.00488598,0.009964213,0.007730365,0.011816678,0.006893061,0.005672481,0.004257659,0.007567809,0.004538186,0.012932749,0.007800142,0.005876781,0.00660893,0.007800416,0.008380891,0.008810013,0.008147427,0.011979795,0.003772997,0.000490883,0.005564853,0.006546666,0.009265133,0.006291603,0.011686897,0.019606864,0.008735414,0.004789513,0.016511813,0.006219769,0.007364959,0.004749378,0.006076119,0.007053281,0.007512382,0.004036821,0.00876036,0.008265403,0.003557969,0.048775392,0.003695211,0.007415946,0.004251724,0.011143666,0.00640231,0.001045983,0.005458069,0.004053673,1,0.010504651,0.010588245,0.007166678,0.009942749,0.01147855,0.00617784,0.005240804,0.011501455,0.011758248,0.005771201,0.007542259,0.002703709,0.003181336,0.007632749,0.008200778,0.002283366,0.009826429,0.014756665,0.006102743,0.008387113,0.00682954,0.010572816,0.009810686,0.014085755,0.004604663,0.002202958,0.004933493,0.007919331,0.002220324,0.002754055,0.016667542,0.009151067,0.003547912,0.008799223,0.007489055,0.002680171,0.001126477,0.006871057,0.009456905,0.014237686,0.014105707,0.005670318,0.005092966,0.063102143,0.00588284,0.011489577
IWOF,0.006453327,0.000372406,0.003309375,0.0008428,0.00150064,0.004696541,0.006821732,0.00445228,0.005448712,0.003321885,0.005163515,0.004577996,0.003415852,0.002598099,0.008749308,0.007881806,0.003691,0.00385225,0.015164729,0.004013055,0.012409676,0.00359171,0.005618769,0.005010296,0.01206991,0.003370132,0.004126243,0.009900518,0.003820489,0.00542324,0.008835303,0.005364577,0.004954589,0.005243253,0.001565295,0.000389632,0.004629703,0.002492688,0.001237467,0.002750874,0.003953031,0.002666323,0.080591809,0.003842387,0.169086075,0.002785846,0.003980479,0.003693472,0.002909887,0.004063627,0.005830153,0.002214831,0.003273759,0.002194844,0.01192562,0.040917875,0.001575167,0.004727064,0.007605325,0.006954516,0.002010285,0.000886749,0.00338359,0.003988128,0.010504651,1,0.004226787,0.003875322,0.004320828,0.005793399,0.011062093,0.011432848,0.001940973,0.004889555,0.002073019,0.001968379,0.003208022,0.004321933,0.003531728,0.005195418,0.005691741,0.002469833,0.003587532,0.002856511,0.003720191,0.00270823,0.002891273,0.004253908,0.017463772,0.013734235,0.0008857,0.002885515,0.002840563,0.000399134,0.001502678,0.004242195,0.002559665,0.004227277,0.004575827,0.003193323,0.013987303,0.000705666,0.002346275,0.006325899,0.002581483,0.002775995,0.002582017,0.001752853,0.016960892,0.004485428,0.002541545
JACK,0.017216573,0.00068627,0.012513801,0.00120133,0.003523518,0.075279277,0.005638318,0.017806012,0.018913188,0.03887011,0.009649825,0.020747912,0.006992016,0.010230475,0.018950794,0.007754617,0.015469544,0.091852632,0.004480969,0.039832899,0.010600774,0.017718399,0.01101387,0.018855792,0.005500859,0.021038228,0.024717806,0.015963544,0.019525329,0.027813427,0.031713665,0.034182062,0.013685436,0.034679235,0.006833388,0.000747143,0.013751801,0.00756318,0.02234576,0.030263479,0.022078099,0.022252492,0.01415179,0.010893384,0.005022177,0.009158976,0.025976089,0.011639739,0.019778492,0.036175094,0.00879808,0.01110837,0.0153376,0.026910974,0.003197452,0.011058214,0.004013448,0.015194688,0.004612951,0.01643371,0.0194851,0.000729691,0.011526899,0.020944991,0.010588245,0.004226787,1,0.006629943,0.014382369,0.018278811,0.00552537,0.011231208,0.016418077,0.026788749,0.011905815,0.013146837,0.021766276,0.027110299,0.016315115,0.014000562,0.015509278,0.034601923,0.699169479,0.037834731,0.037098035,0.013673261,0.011814901,0.019157651,0.017753591,0.005474109,0.003702857,0.017945318,0.036147608,0.003493947,0.005965161,0.026547561,0.010570707,0.011425657,0.018338931,0.05522831,0.006631566,0.005290766,0.030809197,0.031517322,0.016413808,0.048423961,0.007239039,0.241473808,0.015532532,0.014499175,0.057661313
KEES,0.00508705,0.000459219,0.006847835,0.000440656,0.001981011,0.008920831,0.002553297,0.010143437,0.007861815,0.005084871,0.005851885,0.004881313,0.009760694,0.005572371,0.028265575,0.006308563,0.006523491,0.002761243,0.002442442,0.004737378,0.008590454,0.004846435,0.006049965,0.005064556,0.00782724,0.012609284,0.003519913,0.002892522,0.003512197,0.006972525,0.007876311,0.010999715,0.007478414,0.01109597,0.003488253,0.004292411,0.007414223,0.008082234,0.006119777,0.008393397,0.018627085,0.006805409,0.014958624,0.004570285,0.002325507,0.010300743,0.004337733,0.005200161,0.00858282,0.00725569,0.005814801,0.00611736,0.003373605,0.004061223,0.004855924,0.003686238,0.007368776,0.008206662,0.006690999,0.016185611,0.009256354,0.000478263,0.026691883,0.004345243,0.007166678,0.003875322,0.006629943,1,0.012336685,0.007470357,0.00936862,0.006325407,0.015003716,0.006303038,0.017393724,0.009583536,0.007127926,0.005174937,0.009186353,0.005759181,0.001654302,0.02421444,0.012970802,0.009716665,0.048584873,0.010095503,0.012054173,0.026831947,0.009703364,0.011003933,0.011558754,0.003453204,0.004646612,0.001288627,0.003663938,0.029713675,0.007762762,0.009243865,0.026042573,0.009856911,0.007215508,0.002175312,0.009033322,0.009256908,0.005688861,0.034814334,0.004524596,0.00286464,0.002759287,0.003931065,0.00800186
KUVZ,0.007741515,0.002548637,0.005268995,0.000543215,0.001870389,0.016715676,0.005747039,0.007018982,0.007940477,0.005735218,0.004879449,0.004575193,0.007398337,0.004440443,0.008623863,0.00757914,0.00496693,0.004987856,0.006157118,0.008581294,0.009418878,0.007632002,0.006588255,0.007670207,0.00707491,0.003187706,0.003554863,0.010694299,0.004115687,0.005479595,0.010594716,0.006643498,0.009036025,0.011325488,0.006730944,0.000613332,0.002677125,0.001846882,0.007255447,0.003658614,0.016634,0.008315205,0.01531548,0.005615996,0.003667609,0.004569515,0.005679245,0.005868108,0.01050256,0.006579323,0.004480243,0.002763148,0.0126611,0.011727491,0.005871207,0.006734162,0.015005928,0.013819496,0.006147655,0.011549365,0.008815689,0.000601522,0.008517373,0.00486989,0.009942749,0.004320828,0.014382369,0.012336685,1,0.009232483,0.007451269,0.006488002,0.007019854,0.012682026,0.004379741,0.007761072,0.003952062,0.003058657,0.004944812,0.006156111,0.002176196,0.009794669,0.015244922,0.004252581,0.018347133,0.008448297,0.00831475,0.024252151,0.011039688,0.005988641,0.003932382,0.003638837,0.005539053,0.000637211,0.006098255,0.009470226,0.016720814,0.004553364,0.009200591,0.00734018,0.011968741,0.002078942,0.005506971,0.011825327,0.008924685,0.014189561,0.007756563,0.005140434,0.004445944,0.002544483,0.00823916
LAB,0.012887675,0.000574634,0.011963221,0.002753178,0.010459299,0.020832684,0.00673154,0.02093307,0.017221806,0.008925574,0.004693008,0.00958563,0.008271928,0.009056598,0.017257083,0.010388494,0.009674119,0.009114429,0.00359888,0.012895665,0.010045679,0.009340431,0.013485789,0.023123314,0.012017146,0.005785877,0.015383248,0.014267217,0.00583399,0.008447561,0.021659958,0.01453252,0.037387496,0.011616815,0.00358352,0.000616706,0.017106581,0.007543348,0.009111847,0.010066152,0.015531713,0.021345894,0.017847201,0.010683027,0.004776499,0.006103309,0.022409329,0.035349427,0.022446758,0.020344094,0.150085334,0.009874515,0.112417889,0.029182419,0.005399289,0.012861762,0.006749574,0.019312128,0.00405229,0.019468095,0.051108687,0.004265218,0.014456358,0.008001087,0.01147855,0.005793399,0.018278811,0.007470357,0.009232483,1,0.007204445,0.014726998,0.010524458,0.01274353,0.006282521,0.006093445,0.006746983,0.005604459,0.045492261,0.016443431,0.003947981,0.011755809,0.027038709,0.01463949,0.011607597,0.011762116,0.005211291,0.007996649,0.018147492,0.005119457,0.002979727,0.005943468,0.008472473,0.002752814,0.004729983,0.012288852,0.015102242,0.008553737,0.009535419,0.011649098,0.013031497,0.00211822,0.010072697,0.022117588,0.019977789,0.01740016,0.007732075,0.00557035,0.006652893,0.007227012,0.014928678
